ID	CC	annotation
PF00525	1.28049051607286e-07	Alpha crystallin A chain, N terminal
PF06346	1.39858528559032e-07	Formin Homology Region 1
PF16471	1.39858528559032e-07	JNK-interacting protein  leucine zipper II
PF10573	1.55927286221454e-07	Uncharacterised protein family UPF0561
PF14917	1.6483588262355e-07	Coiled coil protein 74, C terminal
PF15100	1.66982400339581e-07	TMEM187 protein family
PF00489	1.674020621965e-07	Interleukin-6/G-CSF/MGF family
PF15137	1.674020621965e-07	Domain of unknown function (DUF4571)
PF15163	1.98846574698224e-07	Meiosis-expressed
PF12191	2.10240325667757e-07	Tumour necrosis factor receptor stn_TNFRSF12A_TNFR domain
PF15856	2.50796169623576e-07	Domain of unknown function (DUF4727)
PF15285	2.81439509204687e-07	Beclin-1 BH3 domain, Bcl-2-interacting
PF00832	2.84528815712557e-07	Ribosomal L39 protein
PF17069	2.93017333427294e-07	Arginine/Serine-Rich protein 1
PF15350	2.95643737869729e-07	Ewing's tumour-associated antigen 1 homologue
PF15961	2.98076930047177e-07	Domain of unknown function (DUF4764)
PF02818	3.12797993154112e-07	PPAK motif
PF05782	3.16009450167403e-07	Extracellular matrix protein 1 (ECM1)
PF00210	3.34694897742388e-07	Ferritin-like domain
PF02038	3.35845818132678e-07	ATP1G1/PLM/MAT8 family
PF00277	3.42809933958936e-07	Serum amyloid A protein
PF14984	3.43353169030942e-07	CD24 protein
PF15809	3.43353169030942e-07	Simian taste bud-specific gene product family
PF01821	3.50638754843537e-07	Anaphylotoxin-like domain
PF12414	4.00870725617485e-07	Calcitonin gene-related peptide regulator C terminal
PF02136	4.12460479180449e-07	Nuclear transport factor 2 (NTF2) domain
PF12470	4.34362605148891e-07	Suppressor of Fused Gli/Ci N terminal binding domain
PF04104	5.28056938697214e-07	Eukaryotic and archaeal DNA primase, large subunit
PF15332	5.36017571542125e-07	Lck-interacting transmembrane adapter 1
PF09263	5.58197522220723e-07	Peroxisome biogenesis factor 1, N-terminal
PF00935	5.58197522220723e-07	Ribosomal protein L44
PF15204	5.82842218080909e-07	Kita-kyushu lung cancer antigen 1
PF13841	5.84058628733005e-07	Beta defensin
PF12618	6.37833402378822e-07	Protein of unknown function (DUF3776)
PF15054	6.67008888663299e-07	Domain of unknown function (DUF4535)
PF00318	7.20309352665943e-07	Ribosomal protein S2
PF15226	7.36406921824364e-07	HCF-1 beta-propeller-interacting protein family
PF07163	7.36406921824364e-07	Pex26 protein
PF15443	8.10965054472182e-07	Domain of unknown function (DUF4630)
PF15169	8.35986682883878e-07	Domain of unknown function (DUF4564)
PF01834	1.05936322829748e-06	XRCC1 N terminal domain
PF15136	1.13728381255141e-06	Uncharacterised protein family UPF0449
PF05463	1.3168658072774e-06	Sclerostin (SOST)
PF15670	1.37085596228088e-06	Spermatid maturation protein 1
PF15114	1.38006588897493e-06	Uncharacterised protein family UPF0640
PF12347	1.39908665513282e-06	Holliday junction regulator protein family C-terminal repeat
PF15240	1.413428809118e-06	Proline-rich
PF07469	1.66045046411951e-06	Domain of unknown function (DUF1518)
PF00446	1.77274542951355e-06	Gonadotropin-releasing hormone
PF05355	2.15256573422202e-06	Apolipoprotein C-II
PF07851	2.20285802496862e-06	TMPIT-like protein
PF15020	2.24543526257939e-06	Cation channel sperm-associated protein subunit delta
PF15775	2.37614742903421e-06	Domain of unknown function (DUF4703)
PF01128	2.45475460758078e-06	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
PF16687	2.45475460758078e-06	beta-propeller of ELYS nucleoporin
PF15685	2.56294770331749e-06	Gametogenetin
PF07213	2.63401103708745e-06	DAP10 membrane protein
PF15755	2.78710465702349e-06	Domain of unknown function (DUF4689)
PF11027	2.98152375225698e-06	Protein of unknown function (DUF2615)
PF08944	3.14189957196046e-06	NADPH oxidase subunit p47Phox, C terminal domain
PF16621	3.14189957196046e-06	SH3 terminal domain of 2nd SH3 on Neutrophil cytosol factor 1
PF11635	3.19078490926059e-06	Mediator complex subunit 16
PF17226	3.29921231189592e-06	MTA R1 domain
PF15064	3.44697875628479e-06	Cation channel sperm-associated protein subunit gamma
PF14967	3.59352230261725e-06	FAM70 protein
PF03535	3.59352230261725e-06	Paxillin family
PF02083	3.68985695294289e-06	Urotensin II
PF09775	3.79383805363408e-06	Keratinocyte-associated protein 2
PF07458	3.91535402642002e-06	Sperm protein associated with nucleus, mapped to X chromosome
PF16954	3.96187435279149e-06	Haem-transporter, endosomal/lysosomal, haem-responsive gene
PF06484	3.96187435279149e-06	Teneurin Intracellular Region
PF16885	4.05305286133413e-06	Voltage-gated calcium channel subunit alpha, C-term
PF03670	4.06506241069118e-06	Uncharacterised protein family (UPF0184)
PF02827	4.06506241069118e-06	cAMP-dependent protein kinase inhibitor
PF13885	4.06506241069118e-06	Keratin, high sulfur B2 protein
PF15476	4.06506241069118e-06	Histone deacetylase complex subunit SAP25
PF16617	4.3476617411995e-06	Intersectin and clathrin adaptor AP2 binding region
PF09740	4.36019169387291e-06	Uncharacterized conserved protein (DUF2043)
PF15451	5.38592687222489e-06	Domain of unknown function (DUF4632)
PF05287	5.38592687222489e-06	PMG protein
PF00357	5.78189882256989e-06	Integrin alpha cytoplasmic region
PF12584	6.15097491755088e-06	Trafficking protein particle complex subunit 10, TRAPPC10
PF12595	6.32626799190903e-06	Rhomboid serine protease
PF03247	6.74967943385203e-06	Prothymosin/parathymosin family
PF07448	6.84288123250666e-06	Secreted phosphoprotein 24 (Spp-24) cystatin-like domain
PF15256	6.86377345201161e-06	SPATIAL
PF14835	7.20275206441705e-06	zf-RING of BARD1-type protein
PF04004	7.20275206441705e-06	Leo1-like protein
PF15832	7.2148112499974e-06	FAM27 D and E protein family
PF02812	7.22478714349871e-06	Glu/Leu/Phe/Val dehydrogenase, dimerisation domain
PF01667	7.52074161892549e-06	Ribosomal protein S27
PF09005	8.13085475204017e-06	Domain of unknown function (DUF1897)
PF06407	8.13733622722285e-06	Borna disease virus P40 protein
PF12925	8.37365256076882e-06	E2 domain of amyloid precursor protein
PF16276	8.82657013313023e-06	Nucleophosmin C-terminal domain
PF10574	9.39154834950414e-06	Uncharacterised protein family UPF0552
PF06390	9.60836269366713e-06	Neuroendocrine-specific golgi protein P55 (NESP55)
PF06462	1.13641363386334e-05	Propeller
PF06001	1.18918193895421e-05	Domain of Unknown Function (DUF902)
PF15065	1.21245588426861e-05	Lysosomal transcription factor, NCU-G1
PF04802	1.41233465922474e-05	Component of IIS longevity pathway SMK-1
PF05602	1.59155371948166e-05	Cleft lip and palate transmembrane protein 1 (CLPTM1)
PF15228	1.59155371948166e-05	Death-associated protein
PF05831	1.59155371948166e-05	GAGE protein
PF06444	1.72254384338874e-05	NADH dehydrogenase subunit 2 C-terminus
PF15473	1.79242776412289e-05	PEST, proteolytic signal-containing nuclear protein family
PF10239	2.15054653379134e-05	Protein of unknown function (DUF2465)
PF00801	3.12295340881514e-05	PKD domain
PF09443	3.19856532404301e-05	Cripto_Frl-1_Cryptic (CFC)
PF07842	3.32713679617099e-05	GC-rich sequence DNA-binding factor-like protein
PF05361	3.44516851181891e-05	PKC-activated protein phosphatase-1 inhibitor
PF16516	3.46484160672751e-05	Leucine zipper of domain CC2 of NEMO, NF-kappa-B essential modulator
PF05327	3.48577007946711e-05	RNA polymerase I specific transcription initiation factor RRN3
PF16515	3.56599416585495e-05	Clathrin-binding domain of Huntingtin-interacting protein 1
PF14654	3.69435665415886e-05	Mucin, catalytic, TM and cytoplasmic tail region
PF11577	3.78446253812266e-05	NF-kappa-B essential modulator NEMO
PF10660	3.90224198601629e-05	Iron-containing outer mitochondrial membrane protein N-terminus
PF15815	3.94266801769901e-05	E3 ubiquitin-protein ligase makorin-1, C-terminal
PF07679	4.32812152773284e-05	Immunoglobulin I-set domain
PF12269	4.53757395174391e-05	CpG binding protein zinc finger C terminal domain
PF09787	4.57264476059806e-05	Golgin subfamily A member 5
PF05907	4.60800240642364e-05	Eukaryotic protein of unknown function (DUF866)
PF11956	4.69546193502328e-05	Ankyrin-G binding motif of KCNQ2-3
PF16553	4.94285924519575e-05	BCORL-PCGF1-binding domain
PF14992	5.03661816423803e-05	TMCO5 family
PF05395	5.94916761509084e-05	Protein phosphatase inhibitor 1/DARPP-32
PF02218	6.29485211202031e-05	Repeat in HS1/Cortactin
PF00443	6.30191737762657e-05	Ubiquitin carboxyl-terminal hydrolase
PF06803	6.35835659627288e-05	Protein of unknown function (DUF1232)
PF13289	6.3793652260296e-05	SIR2-like domain
PF02196	7.10495226410777e-05	Raf-like Ras-binding domain
PF10520	7.2191766651387e-05	B domain of TMEM189, localisation domain
PF08383	7.2589499202924e-05	Maf N-terminal region
PF05053	7.76645805362464e-05	Menin
PF11069	7.83088824298225e-05	Protein of unknown function (DUF2870)
PF14813	7.83088824298225e-05	NADH dehydrogenase 1 beta subcomplex subunit 2
PF02878	7.85063502438569e-05	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I
PF08474	7.94258774575007e-05	Myelin transcription factor 1
PF15675	8.18726908946331e-05	CLLAC-motif containing domain
PF10218	8.22546527229213e-05	Uncharacterized conserved protein (DUF2054)
PF08742	8.57185300752885e-05	C8 domain
PF00157	8.61306848685535e-05	Pou domain - N-terminal to homeobox domain
PF14916	8.75355935961137e-05	Coiled-coil domain of unknown function
PF05644	9.24871721814925e-05	Mitochondrial and peroxisomal fission factor Mff
PF00880	9.65626162664506e-05	Nebulin repeat
PF16453	9.93517627992501e-05	PH domain
PF10200	0.000103362982481483	NADH:ubiquinone oxidoreductase, NDUFS5-15kDa
PF14672	0.000105101094497916	Late cornified envelope
PF00965	0.000118400669724962	Tissue inhibitor of metalloproteinase
PF12926	0.000118580356719436	Mitotic-spindle organizing gamma-tubulin ring associated
PF03285	0.000118580356719436	Paralemmin
PF15225	0.000119267000551284	Interleukin 32
PF09785	0.000119267000551284	Prp31 C terminal domain
PF15061	0.000119461296346923	Domain of unknown function (DUF4538)
PF14959	0.000126852106200721	gamma-Secretase-activating protein C-term
PF09976	0.000127025111304576	Tetratricopeptide repeat-like domain
PF00208	0.000130382200729443	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase
PF12304	0.000145892531953703	Beta-casein like protein
PF09377	0.000148830913784282	SBDS protein C-terminal domain
PF01101	0.000152860177410378	HMG14 and HMG17
PF12589	0.000164373011582617	Methyltransferase involved in Williams-Beuren syndrome
PF01779	0.000165035821052461	Ribosomal L29e protein family
PF01017	0.000170280448621902	STAT protein, all-alpha domain
PF12886	0.000179903096427981	Transducer of regulated CREB activity, C terminus
PF12923	0.000179903096427981	Ribosomal RNA-processing protein 7 (RRP7)
PF13589	0.000182144067839065	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
PF16612	0.000183124784096888	C-terminal unstructured region of RGS12
PF05365	0.000194295222667605	Ubiquinol-cytochrome C reductase, UQCRX/QCR9 like
PF15288	0.000194556895965096	Zinc knuckle
PF08142	0.00019824032264488	AARP2CN (NUC121) domain
PF15867	0.000215034795558753	Dynein attachment factor N-terminus
PF17284	0.00021990263411003	Spermidine synthase tetramerisation domain
PF01422	0.00021990263411003	NF-X1 type zinc finger
PF09316	0.000221543421711774	C-myb, C-terminal
PF05197	0.000221870917784849	TRIC channel
PF15503	0.000247325021069761	Protein phosphatase 1 regulatory subunit 35 C-terminus
PF08952	0.000247643241783464	Domain of unknown function (DUF1866)
PF01015	0.000266819747387206	Ribosomal S3Ae family
PF04691	0.000284197777210971	Apolipoprotein C-I (ApoC-1)
PF14050	0.00029545252366774	N-terminal conserved domain of Nudc.
PF03821	0.00029545252366774	Golgi 4-transmembrane spanning transporter
PF08516	0.000300721808122175	ADAM cysteine-rich
PF14853	0.000309565185562179	Fis1 C-terminal tetratricopeptide repeat
PF06413	0.000321659044562355	Neugrin
PF13281	0.000324278408748664	Domain of unknown function (DUF4071)
PF01509	0.000352217046772649	TruB family pseudouridylate synthase (N terminal domain)
PF15625	0.000353551564247769	CC2D2A N-terminal C2 domain
PF15027	0.000354256089897871	Domain of unknown function (DUF4525)
PF03020	0.000365031677002974	LEM domain
PF16278	0.000383303579888029	C2HE / C2H2 / C2HC zinc-binding finger
PF00340	0.00039559420677506	Interleukin-1 / 18
PF16034	0.000401305628149858	JAKMIP CC3 domain
PF08068	0.000407426997145987	DKCLD (NUC011) domain
PF06221	0.000407719455958863	Putative zinc finger motif, C2HC5-type
PF08504	0.000408200276803401	Runx inhibition domain
PF06246	0.000411262756674446	Isy1-like splicing family
PF02727	0.000412358389301025	Copper amine oxidase, N2 domain
PF12257	0.000412608879286662	Vacuolar membrane-associated protein Iml1
PF16769	0.000412608879286662	MCM3AP domain of GANP
PF02180	0.000416725967270185	Bcl-2 homology region 4
PF00758	0.000422636874041504	Erythropoietin/thrombopoietin
PF03039	0.00043127176836167	Interleukin-12 alpha subunit
PF05326	0.000476435444862993	Seminal vesicle autoantigen (SVA)
PF00428	0.000476435444862993	60s Acidic ribosomal protein
PF15964	0.000522170036213958	Centrosomal colon cancer autoantigen protein family
PF04719	0.000532758740558318	hTAFII28-like protein conserved region
PF01290	0.000553716235833641	Thymosin beta-4 family
PF10164	0.000556495142216913	Uncharacterized conserved protein (DUF2367)
PF02910	0.000585666969993592	Fumarate reductase flavoprotein C-term
PF09294	0.000586262631005526	Interferon-alpha/beta receptor, fibronectin type III
PF01215	0.000590674989744284	Cytochrome c oxidase subunit Vb
PF03097	0.000596280658654376	BRO1-like domain
PF15242	0.000608548742810682	Family of FAM53
PF16563	0.000644747273493998	Coiled-coil and interaction region of P66A and P66B with MBD2
PF08976	0.000664852717175127	EF-hand domain
PF06730	0.000667393392094284	FAM92 protein
PF03953	0.000673850399395291	Tubulin C-terminal domain
PF02865	0.000681799341380724	STAT protein, protein interaction domain
PF03528	0.000695664640863455	Rabaptin
PF14915	0.000699216382349743	CCDC144C protein coiled-coil region
PF01034	0.000699216382349743	Syndecan domain
PF14679	0.000700387596358288	FANCI helical domain 1
PF15318	0.000706360091762856	Putative Bcl-2 like protein of testis
PF02251	0.000729608530959492	Proteasome activator pa28 alpha subunit
PF07994	0.000729608530959492	Myo-inositol-1-phosphate synthase
PF01102	0.000742465018001394	Glycophorin A
PF05110	0.000742540990263646	AF-4 proto-oncoprotein
PF02970	0.000743239125333296	Tubulin binding cofactor A
PF10477	0.000805420138121854	Nucleocytoplasmic shuttling protein for mRNA cap-binding EIF4E
PF15386	0.000817065822622902	Drosophila Tantalus-like
PF16739	0.000821234775829546	Caspase recruitment domain
PF12714	0.000853127723759608	TILa domain
PF13558	0.0008725100560498	Putative exonuclease SbcCD, C subunit
PF02792	0.000897477142255632	Mago nashi protein
PF01564	0.000911253239168906	Spermine/spermidine synthase domain
PF05856	0.000929341493777234	ARP2/3 complex 20 kDa subunit (ARPC4)
PF08919	0.000929341493777234	F-actin binding
PF16526	0.000930191622323957	C-terminal leucine zipper domain of cyclic nucleotide-gated channels
PF11261	0.000958543227426041	Interferon regulatory factor 2-binding protein zinc finger
PF08788	0.000958543227426041	NHR2 domain like
PF08752	0.000958543227426041	Coatomer gamma subunit appendage platform subdomain
PF06583	0.000958543227426041	Neogenin C-terminus
PF04420	0.000972649567830159	CHD5-like protein
PF09514	0.000988505512068748	SSXRD motif
PF06189	0.000988505512068748	5'-nucleotidase
PF16705	0.000998290794992127	NUDIX, or N-terminal NPxY motif-rich,  region of KRIT
PF08688	0.00101280562306522	Apx/Shroom domain ASD1
PF09341	0.00105793889343985	Transcription factor Pcc1
PF07145	0.00107874389461101	Ataxin-2 C-terminal region
PF12024	0.0011133949067058	Domain of unknown function (DUF3512)
PF14969	0.00112388362906262	Domain of unknown function (DUF4508)
PF15186	0.00112388362906262	Testis-expressed sequence 13 protein family
PF15796	0.00112516225581943	KELK-motif containing domain of MRCK Ser/Thr protein kinase
PF16959	0.00112968265346248	Renal amino acid transporter
PF09744	0.00113367777727678	JNK_SAPK-associated protein-1
PF06060	0.00113577614913265	Pre-pro-megakaryocyte potentiating factor precursor (Mesothelin)
PF00566	0.00115985077084447	Rab-GTPase-TBC domain
PF00631	0.00116919250949978	GGL domain
PF13564	0.00120278988839849	DoxX-like family
PF00711	0.00120278988839849	Beta defensin
PF03185	0.00120760756004206	Calcium-activated potassium channel, beta subunit
PF00726	0.00121303242342587	Interleukin 10
PF02189	0.00122175767207187	Immunoreceptor tyrosine-based activation motif
PF16274	0.00123407924366823	Qua1 domain
PF00091	0.00123973673347804	Tubulin/FtsZ family, GTPase domain
PF10170	0.0012476717559837	Cysteine-rich domain
PF10856	0.00125320721350358	Protein of unknown function (DUF2678)
PF16300	0.00125941166337349	Type of WD40 repeat
PF14752	0.00133899673646088	Retinol binding protein receptor
PF14759	0.00134929955035771	Reductase C-terminal
PF10506	0.00138523279234643	PDZ domain of MCC-2 bdg protein for Usher syndrome
PF02935	0.00143556961342825	Cytochrome c oxidase subunit VIIc
PF01108	0.00147792033545733	Tissue factor
PF00094	0.00148195251077204	von Willebrand factor type D domain
PF13483	0.00154736220796803	Beta-lactamase superfamily domain
PF00200	0.00155486342471201	Disintegrin
PF01056	0.00155560035450955	Myc amino-terminal region
PF03943	0.00160498511869771	TAP C-terminal domain
PF08327	0.00164732027101741	Activator of Hsp90 ATPase homolog 1-like protein
PF09030	0.00175151720383987	Creb binding
PF12045	0.00177534809694193	Protein of unknown function (DUF3528)
PF03024	0.00181874739195631	Folate receptor family
PF11945	0.00190657572770769	WAHD domain of WASH complex
PF13836	0.00199684515461753	Domain of unknown function (DUF4195)
PF00041	0.00199684515461753	Fibronectin type III domain
PF06658	0.00205720118772337	Protein of unknown function (DUF1168)
PF08332	0.00205720118772337	Calcium/calmodulin dependent protein kinase II association domain
PF11515	0.00215702075080389	Mouse development and cellular proliferation protein Cullin-7
PF06237	0.00217622935295237	Protein of unknown function (DUF1011)
PF08210	0.00225072095344637	APOBEC-like N-terminal domain
PF15046	0.00228438875107492	Protein of unknown function (DUF4532)
PF16562	0.00230792144039866	N-terminal domain of E3 ubiquitin-protein ligase HECW1 and 2
PF14852	0.00232096232328619	Fis1 N-terminal tetratricopeptide repeat
PF04440	0.0023491056423557	Dysbindin (Dystrobrevin binding protein 1)
PF05781	0.00251348228536545	MRVI1 protein
PF12090	0.00251603081902166	Spt20 family
PF13543	0.00252279819767047	SAM like domain present in kinase suppressor RAS 1
PF13251	0.00252279819767047	Domain of unknown function (DUF4042)
PF15736	0.0025284062659239	Domain of unknown function (DUF4684)
PF04621	0.00257230039243098	PEA3 subfamily ETS-domain transcription factor N terminal domain
PF02372	0.00280256899921314	Interleukin 15
PF03066	0.00280256899921314	Nucleoplasmin/nucleophosmin domain
PF04266	0.00299011002213174	ASCH domain
PF02879	0.00299011002213174	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II
PF00784	0.00300736276309865	MyTH4 domain
PF14650	0.0031558528605039	FAM75 family
PF16043	0.00333480206962738	Domain of unknown function (DUF4795)
PF02064	0.00349201244227584	MAS20 protein import receptor
PF07894	0.00350858499034684	Protein of unknown function (DUF1669)
PF08565	0.0036374683683846	Cdc37 Hsp90 binding domain
PF00244	0.00372876177850487	14-3-3 protein
PF16066	0.0037474221755328	Domain of unknown function (DUF4808)
PF10345	0.0037474221755328	Cohesin loading factor
PF01023	0.00377292095905112	S-100/ICaBP type calcium binding domain
PF01201	0.00387795380025524	Ribosomal protein S8e
PF03529	0.00394607052769874	Otx1 transcription factor
PF11759	0.00394607052769874	Keratin-associated matrix
