ID	CC	annotation
PF16920	0.874527597900914	Tyrosine-protein kinase receptor C2 Ig-like domain
PF04988	0.874408148844505	A-kinase anchoring protein 95 (AKAP95)
PF12075	0.873899961243145	KN motif
PF01463	0.87385425488931	Leucine rich repeat C-terminal domain
PF14948	0.873439620213235	RESP18 domain
PF06621	0.873359020726136	Single-minded protein C-terminus
PF16788	0.873336779047403	ATF-interacting protein binding domain
PF12347	0.873073276157078	Holliday junction regulator protein family C-terminal repeat
PF00048	0.872548564832803	Small cytokines (intecrine/chemokine), interleukin-8 like
PF17069	0.872371260407322	Arginine/Serine-Rich protein 1
PF16665	0.872076462225169	Unstructured region on nuclear receptor coactivator protein
PF06467	0.871869990334376	MYM-type Zinc finger with FCS sequence motif
PF05110	0.871808680863601	AF-4 proto-oncoprotein
PF06907	0.871788861820299	Latexin
PF15274	0.871788861820299	Muscular LMNA-interacting protein
PF14161	0.871614582396555	Centrosome-associated N terminus
PF00748	0.871510039489673	Calpain inhibitor
PF01160	0.870772546322991	Vertebrate endogenous opioids neuropeptide
PF03521	0.870537135502294	Kv2 voltage-gated K+ channel
PF05760	0.870464524900763	Immediate early response protein (IER)
PF05196	0.869976398755666	PTN/MK heparin-binding protein family, N-terminal domain
PF15327	0.869424437793498	Tankyrase binding protein C terminal domain
PF15183	0.869403800400505	Melanocortin-2 receptor accessory protein family
PF01108	0.868196864821528	Tissue factor
PF07469	0.868037343652227	Domain of unknown function (DUF1518)
PF00219	0.867968077363451	Insulin-like growth factor binding protein
PF07092	0.867414577924715	Protein of unknown function (DUF1356)
PF06009	0.867372187363628	Laminin Domain II
PF00220	0.867322077028084	Neurohypophysial hormones, N-terminal Domain
PF04272	0.867322077028084	Phospholamban
PF08157	0.867322077028084	NUC129 domain
PF09034	0.867322077028084	TRADD, N-terminal domain
PF09387	0.867322077028084	Mitochondrial RNA binding protein MRP
PF09396	0.867322077028084	Thrombin light chain
PF10580	0.867322077028084	Gap junction protein N-terminal region
PF11803	0.867322077028084	UDP-glucuronate decarboxylase N-terminal
PF12162	0.867322077028084	STAT1 TAZ2 binding domain
PF12374	0.867322077028084	Double-sex mab3 related transcription factor 1
PF12547	0.867322077028084	Capicua transcriptional repressor modulator
PF12940	0.867322077028084	Recombination-activation protein 1 (RAG1), recombinase
PF13341	0.867322077028084	RAG2 PHD domain
PF14669	0.867322077028084	Putative aspartate racemase
PF15117	0.867322077028084	Uncharacterised protein family UPF0697
PF15153	0.867322077028084	Cytokine-like protein 1
PF15355	0.867322077028084	Stretch-responsive small skeletal muscle X protein, Chisel
PF15429	0.867322077028084	Domain of unknown function (DUF4628)
PF15435	0.867322077028084	UNC119-binding protein C5orf30 homologue
PF16598	0.867322077028084	Linker region of enhancer of mRNA-decapping protein 3
PF16602	0.867322077028084	Linker region of USP19 deubiquitinase
PF16606	0.867322077028084	Unstructured conserved, between two C2H2-type zinc-fingers
PF16700	0.867322077028084	Synphilin-1 alpha-Synuclein-binding domain
PF16726	0.867322077028084	Inositol polyphosphate 5-phosphatase clathrin binding domain
PF16756	0.867322077028084	Partner and localizer of BRCA2 WD40 domain
PF17256	0.867322077028084	Anaphase Promoting Complex Subunit 16
PF06668	0.866954301945089	Inter-alpha-trypsin inhibitor heavy chain C-terminus
PF12284	0.866285778383862	Hox protein A13 N terminal
PF16597	0.86624962531679	Thyroglobulin_1 repeat associated disordered domain
PF12606	0.866237911003908	Tumour necrosis factor receptor superfamily member 19
PF01839	0.865748398047458	FG-GAP repeat
PF12232	0.865641594488741	Myogenic determination factor 5
PF14061	0.864805079174073	Polycomb-like MTF2 factor 2
PF05300	0.864792027297116	Protein of unknown function (DUF737)
PF00473	0.864692757679012	Corticotropin-releasing factor family
PF15063	0.864264818439353	Thyroid cancer protein 1
PF12180	0.863909024228085	TSG101 and ALIX binding domain of CEP55
PF12598	0.863876620772617	T-box transcription factor
PF00525	0.863723204057251	Alpha crystallin A chain, N terminal
PF08702	0.863662774346506	Fibrinogen alpha/beta chain family
PF06752	0.86303361502056	Enhancer of Polycomb C-terminus
PF07686	0.863011624162084	Immunoglobulin V-set domain
PF12605	0.862003597595918	Casein kinase 1 gamma C terminal
PF05507	0.861599537382382	Microfibril-associated glycoprotein (MAGP)
PF10581	0.861368619667231	Synapsin N-terminal
PF16619	0.86128238278651	Unstructured region C-term to UIM in Ataxin3
PF14957	0.861119955616269	Cdc42 effector
PF00880	0.860635470081177	Nebulin repeat
PF01530	0.860305741593734	Zinc finger, C2HC type
PF00123	0.860055620358905	Peptide hormone
PF11918	0.859714097815928	N-terminal domain of Peptidase_S41 in eukaryotic IRBP
PF04598	0.859592409754092	Gasdermin family
PF00184	0.859203355841521	Neurohypophysial hormones, C-terminal Domain
PF06328	0.859152567425892	Ig-like C2-type domain
PF08430	0.858648261807034	Forkhead N-terminal region
PF16616	0.85848818425532	Unstructured region on Polyhomeotic-like protein 1 and 2
PF15289	0.858355486482596	Regulatory factor X-associated C-terminal binding domain
PF15090	0.858094394748663	Domain of unknown function (DUF4553)
PF15262	0.857988859791805	Domain of unknown function (DUF4592)
PF15269	0.857226013851453	Zinc-finger
PF04692	0.857211471579297	Platelet-derived growth factor, N terminal region
PF03826	0.85672619002009	OAR domain
PF09007	0.856560157744927	EBP50, C-terminal
PF03508	0.855759992266807	Gap junction alpha-1 protein (Cx43)
PF15184	0.855759992266807	Mitochondrial import receptor subunit TOM6 homolog
PF03068	0.855557713144685	Protein-arginine deiminase (PAD)
PF01421	0.855515606142017	Reprolysin (M12B) family zinc metalloprotease
PF13293	0.85528356346286	Domain of unknown function (DUF4074)
PF15336	0.854633043598418	Autism susceptibility gene 2 protein
PF00322	0.854499452696872	Endothelin family
PF01271	0.85445775615404	Granin (chromogranin or secretogranin)
PF08826	0.85397033129284	DMPK coiled coil domain like
PF11057	0.853957244008048	Cortexin of kidney
PF12485	0.853813227209086	Lymphocyte signaling adaptor protein
PF04812	0.853779141184465	Hepatocyte nuclear factor 1 (HNF-1), beta isoform C terminus
PF15027	0.853643359294847	Domain of unknown function (DUF4525)
PF12045	0.853414649127311	Protein of unknown function (DUF3528)
PF09294	0.853321071293515	Interferon-alpha/beta receptor, fibronectin type III
PF11569	0.853258613196086	Homeodomain leucine-zipper encoding, Homez
PF10393	0.853219565458947	Trimeric coiled-coil oligomerisation domain of matrilin
PF07988	0.853214723328635	LMSTEN motif
PF12845	0.853038959197493	TBD domain
PF15252	0.851985468402913	Domain of unknown function (DUF4589)
PF12026	0.851818983497985	Domain of unknown function (DUF3513)
PF15173	0.851723182257638	FAM180 family
PF00243	0.851648593259054	Nerve growth factor family
PF05361	0.851277971135151	PKC-activated protein phosphatase-1 inhibitor
PF11414	0.850990862658012	Adenomatous polyposis coli tumour suppressor protein
PF10482	0.850950085394669	Tumour-suppressor protein CtIP N-terminal domain
PF15735	0.850842400815427	Domain of unknown function (DUF4683)
PF15176	0.850580799181564	Leucine-rich repeat family 19 TM domain
PF03509	0.849947810408204	Gap junction alpha-8 protein (Cx50)
PF05104	0.849947810408204	Ribosome receptor lysine/proline rich region
PF05824	0.849947810408204	Pro-melanin-concentrating hormone (Pro-MCH)
PF08365	0.849947810408204	Insulin-like growth factor II E-peptide
PF09303	0.849947810408204	KCNMB2, ball and chain domain
PF15187	0.849947810408204	Oesophageal cancer-related gene 4
PF15683	0.849947810408204	Testis development-related protein
PF15724	0.849947810408204	TMEM119 family
PF16801	0.849947810408204	Dimerisation domain of Male-specific-Lethal 1
PF15232	0.849277278669639	Domain of unknown function (DUF4585)
PF16545	0.849162840827291	Cerebral cavernous malformation protein, harmonin-homology
PF14944	0.848337006754357	Tongue Cancer Chemotherapy Resistant Protein 1
PF04487	0.847312585854277	CITED
PF12509	0.847217302641045	Protein of unknown function (DUF3715)
PF02208	0.846957957565381	Sorbin homologous domain
PF12414	0.846833320530906	Calcitonin gene-related peptide regulator C terminal
PF00594	0.846537378793496	Vitamin K-dependent carboxylation/gamma-carboxyglutamic (GLA) domain
PF06789	0.84650593501052	Uncharacterised protein family (UPF0258)
PF13916	0.845901158927634	PP1-regulatory protein, Phostensin N-terminal
PF08527	0.845884412002	Protein-arginine deiminase (PAD) middle domain
PF15706	0.845861872798685	Mature oligodendrocyte transmembrane protein, TMEM132D, C-term
PF16423	0.845161258192636	Transcription factor COE1 helix-loop-helix domain
PF12179	0.845049593326014	I-kappa-kinase-beta NEMO binding domain
PF00096	0.84486236013605	Zinc finger, C2H2 type
PF01562	0.844858372865589	Reprolysin family propeptide
PF08832	0.844737338819826	Steroid receptor coactivator
PF02070	0.844687123145342	Neuromedin U
PF03827	0.844687123145342	Orexin receptor type 2
PF08072	0.844687123145342	BDHCT (NUC031) domain
PF13775	0.844687123145342	Domain of unknown function (DUF4171)
PF14674	0.844687123145342	FANCI solenoid 1 cap
PF15455	0.844687123145342	Proline-rich 19
PF15744	0.844687123145342	Uncharacterized protein family UPF0492
PF16637	0.844687123145342	Putative zinc-finger between two C2H2 zinc-fingers on Patz
PF16766	0.844687123145342	Binding region of GANP to ENY2
PF15467	0.843758404080984	Secretogranin-3
PF16322	0.843560526932157	Tubby N-terminal
PF06021	0.843485447845344	Aralkyl acyl-CoA:amino acid N-acyltransferase
PF05350	0.843265172857936	Glycogen synthase kinase-3 binding
PF14722	0.84293908866535	Ki-ras-induced actin-interacting protein-IP3R-interacting domain
PF02044	0.842706194478991	Bombesin-like peptide
PF00993	0.842572611634296	Class II histocompatibility antigen, alpha domain
PF15453	0.842528632816899	Protein incorporated later into Tight Junctions
PF06959	0.842425532113142	RecQ helicase protein-like 5 (RecQ5)
PF07941	0.842425532113142	Potassium channel Kv1.4 tandem inactivation domain
PF14396	0.842425532113142	Cystic fibrosis TM conductance regulator (CFTR), regulator domain
PF15191	0.842425532113142	Synaptonemal complex central element protein 3
PF15360	0.842425532113142	APJ endogenous ligand
PF16681	0.842425532113142	Ig-like domain on T-cell surface glycoprotein CD3 epsilon chain
PF12203	0.841889752434268	Glutamine rich N terminal domain of histone deacetylase 4
PF09067	0.841875299809783	Erythropoietin receptor, ligand binding
PF04589	0.841669396472402	RFX1 transcription activation region
PF08043	0.841578968338408	Xin repeat
PF16644	0.841204621712993	Regulatory region of Na+/H+ exchanger NHE binds to calmodulin
PF15440	0.841202002861527	THRAP3/BCLAF1 family
PF08474	0.841007957375442	Myelin transcription factor 1
PF11936	0.840805490573439	Domain of unknown function (DUF3454)
PF15550	0.840774531395595	Draxin
PF09596	0.840507232246912	MamL-1 domain
PF08374	0.840424366114161	Protocadherin
PF12316	0.840058764040676	Segment polarity protein dishevelled (Dsh) C terminal
PF12177	0.839989653618879	Prohormone convertase enzyme
PF08944	0.839785541839329	NADPH oxidase subunit p47Phox, C terminal domain
PF16621	0.839785541839329	SH3 terminal domain of 2nd SH3 on Neutrophil cytosol factor 1
PF05283	0.839571301541935	Multi-glycosylated core protein 24 (MGC-24), sialomucin
PF11404	0.83934120459932	Potassium voltage-gated channel
PF11413	0.839271635747531	Hypoxia-inducible factor-1
PF15233	0.839224953736786	Synaptonemal complex central element protein 1
PF01017	0.839084387489594	STAT protein, all-alpha domain
PF04731	0.83902029043229	Caudal like protein activation region
PF10606	0.838704145210787	Homer-binding domain of metabotropic glutamate receptor
PF12595	0.838327626112978	Rhomboid serine protease
PF16615	0.838032865908493	Unstructured region one on RhoGEF 6 and 7
PF08947	0.837954266133275	BPS (Between PH and SH2)
PF16184	0.837628023009279	Cadherin-like
PF10524	0.837572456684152	Nuclear factor I protein pre-N-terminus
PF15920	0.837258770026986	N-terminal of Junction-mediating and WASP homolog-associated
PF00093	0.837199050415644	von Willebrand factor type C domain
PF00758	0.837086104899377	Erythropoietin/thrombopoietin
PF08831	0.83707934200378	Class II MHC-associated invariant chain trimerisation domain
PF12577	0.83707934200378	PPAR gamma N-terminal region
PF14991	0.83707934200378	Protein melan-A
PF16624	0.83707934200378	Unstructured region upstream of a zinc-finger
PF16648	0.83707934200378	Unstructured region on Calpain-3
PF16556	0.836122558581967	Interleukin-17 receptor, fibronectin-III-like domain 1
PF12489	0.835989115228665	Nuclear coactivator
PF02946	0.835771122716142	GTF2I-like repeat
PF00047	0.835546790141323	Immunoglobulin domain
PF00681	0.835485905732138	Plectin repeat
PF08945	0.835375912692292	Bcl-x interacting, BH3 domain
PF04553	0.835156229273226	Tis11B like protein, N terminus
PF12067	0.834460142179708	Sox 17/18 central domain
PF15230	0.834268826586239	Serine/arginine repetitive matrix protein C-terminus
PF15268	0.833870671945845	Dapper
PF13908	0.833618941539722	Wnt and FGF inhibitory regulator
PF05805	0.833413990396276	L6 membrane protein
PF15321	0.833305826448387	ATPase family AAA domain containing 4
PF05986	0.833064741962172	ADAM-TS Spacer 1
PF06345	0.832569991902255	DRF Autoregulatory Domain
PF14048	0.832490721853172	C-terminal domain of methyl-CpG binding protein 2 and 3
PF08384	0.832335929734941	Pro-opiomelanocortin, N-terminal region
PF08788	0.832239914961009	NHR2 domain like
PF12336	0.832220815479645	SOX transcription factor
PF00157	0.831852091266913	Pou domain - N-terminal to homeobox domain
PF08504	0.831635865070422	Runx inhibition domain
PF15298	0.831144220148849	AJAP1/PANP C-terminus
PF16959	0.83110926084114	Renal amino acid transporter
PF02159	0.830906614464059	Oestrogen receptor
PF10476	0.830906614464059	Protein of unknown function C-terminus (DUF2448)
PF15088	0.830906614464059	NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial
PF16601	0.830906614464059	Rabosyn-5 repeating NPF sequence-motif
PF08383	0.830760509196536	Maf N-terminal region
PF14513	0.830627556717366	Diacylglycerol kinase N-terminus
PF00193	0.83053859672422	Extracellular link domain
PF09316	0.830311764559537	C-myb, C-terminal
PF15363	0.830156870165617	Domain of unknown function (DUF4596)
PF16034	0.830016776974891	JAKMIP CC3 domain
PF16629	0.829956708610002	Armadillo-associated region on APC
PF04617	0.829949914386931	Hox9 activation region
PF01437	0.829894420053518	Plexin repeat
PF08916	0.829876673237022	Phenylalanine zipper
PF06818	0.829784077847481	Fez1
PF15273	0.829587014900894	NHS-like
PF00489	0.829550690527547	Interleukin-6/G-CSF/MGF family
PF15137	0.829550690527547	Domain of unknown function (DUF4571)
PF00061	0.829198544831815	Lipocalin / cytosolic fatty-acid binding protein family
PF15316	0.829133581269287	MyoD family inhibitor
PF16564	0.828895522069468	p55-binding region of Methyl-CpG-binding domain proteins MBD
PF05956	0.828677830904996	APC basic domain
PF00688	0.828635454882441	TGF-beta propeptide
PF15807	0.82833686659312	Membrane-associated protein 117 kDa, PDZK1-interacting protein 1
PF03285	0.828233727258593	Paralemmin
PF15317	0.828182018152758	Cardiac transcription factor regulator, Developmental protein
PF00167	0.827964671473024	Fibroblast growth factor
PF12610	0.827699374560726	Suppressor of cytokine signalling
PF14981	0.827182458997282	FAM165 family
PF15304	0.827073580194393	A-kinase anchor protein 2 C-terminus
PF15434	0.827052444148259	Family 104
PF08080	0.826834159504229	RNPHF zinc finger
PF16519	0.826494499309538	Tetramerisation domain of TRPM
PF07502	0.826345238768708	MANEC domain
PF15223	0.826317553031211	Domain of unknown function (DUF4584)
PF15342	0.826276273902337	FAM212 family
PF17217	0.826264395948169	UPA domain
PF14575	0.826185550501269	Ephrin type-A receptor 2 transmembrane domain
PF09240	0.826150226261236	Interleukin-6 receptor alpha chain, binding
PF03736	0.825448386947179	EPTP domain
PF02058	0.825242318943011	Guanylin precursor
PF15178	0.824574315383795	Mitochondrial import receptor subunit TOM5 homolog
PF15347	0.824143891458019	Phosphoprotein associated with glycosphingolipid-enriched
PF15506	0.824143891458019	OCC1 family
PF15512	0.824143891458019	Chromatin assembly factor complex 1 subunit p60, C-terminal
PF02158	0.824034720720693	Neuregulin family
PF15374	0.823847470041207	Coiled-coil domain-containing protein 71L
PF10600	0.823749580233871	PDZ-associated domain of NMDA receptors
PF05438	0.823723937997782	Thyrotropin-releasing hormone (TRH)
PF03535	0.82370168200431	Paxillin family
PF02828	0.823436148382845	L27 domain
PF01296	0.822755813798826	Galanin
PF12403	0.822705438707578	Paired-box protein 2 C terminal
PF00714	0.822675008380558	Interferon gamma
PF03511	0.822675008380558	Fanconi anaemia group A protein
PF04593	0.822675008380558	Selenoprotein P, C terminal region
PF04813	0.822675008380558	Hepatocyte nuclear factor 1 (HNF-1), alpha isoform C terminus
PF05937	0.822675008380558	EB-1 Binding Domain
PF07421	0.822675008380558	Neurotensin/neuromedin N precursor
PF09049	0.822675008380558	Stannin transmembrane
PF09050	0.822675008380558	Stannin unstructured linker
PF09051	0.822675008380558	Stannin cytoplasmic
PF10430	0.822675008380558	Tie-2 Ig-like domain 1
PF11037	0.822675008380558	Insulin-resistance promoting peptide in skeletal muscle
PF12369	0.822675008380558	Gonadotropin hormone receptor transmembrane region
PF14971	0.822675008380558	Domain of unknown function (DUF4510)
PF15029	0.822675008380558	Transmembrane protein 174
PF15036	0.822675008380558	Interleukin 34
PF15108	0.822675008380558	Voltage-dependent calcium channel gamma-like subunit protein family
PF15147	0.822675008380558	Domain of unknown function (DUF4578)
PF15552	0.822675008380558	Domain of unknown function (DUF4657)
PF16630	0.822675008380558	Unstructured region on APC between 1st and 2nd catenin-bdg motifs
PF16633	0.822675008380558	Unstructured region on APC between 1st two creatine-rich regions
PF16634	0.822675008380558	Unstructured region on APC between APC_crr and SAMP
PF16635	0.822675008380558	Unstructured region on APC between SAMP and APC_crr
PF16636	0.822675008380558	Unstructured region on APC between APC_crr regions 5 and 6
PF02029	0.822662347974473	Caldesmon
PF16096	0.82257769710819	Fragile X-related 1 protein C-terminal region 2
PF00039	0.822469577231319	Fibronectin type I domain
PF09422	0.822230168389543	WTX protein
PF08824	0.822186902987742	Serine rich protein interaction domain
PF00159	0.822172517945312	Pancreatic hormone peptide
PF02063	0.821766452591316	MARCKS family
PF11928	0.821724583422107	Domain of unknown function (DUF3446)
PF00969	0.821674705772237	Class II histocompatibility antigen, beta domain
PF01101	0.821441562263815	HMG14 and HMG17
PF01390	0.821277906052814	SEA domain
PF15157	0.821244392976713	Fusion protein IQCJ-SCHIP1 with IQ-like motif
PF15017	0.821205919980496	Putative WW-binding domain and destruction box
PF04732	0.82110090226309	Intermediate filament head (DNA binding) region
PF08210	0.820851013144117	APOBEC-like N-terminal domain
PF13895	0.820834453542253	Immunoglobulin domain
PF12140	0.820808113514218	SLED domain
PF08444	0.820730117181455	Aralkyl acyl-CoA:amino acid N-acyltransferase, C-terminal region
PF12360	0.820463751544608	Paired box protein 7
PF05349	0.82034261280725	GATA-type transcription activator, N-terminal
PF04382	0.820297094050344	SAB domain
PF15060	0.820138703142923	Differentiation and proliferation regulator
PF09443	0.820122081867401	Cripto_Frl-1_Cryptic (CFC)
PF09667	0.8200747800063	Domain of unknown function (DUF2028)
PF16607	0.8200747800063	Phosphorylation region of CYLD, unstructured
PF09310	0.820067469703299	POU domain, class 2, associating factor 1
PF07292	0.819858356774433	Nmi/IFP 35 domain (NID)
PF00976	0.819842911109727	Corticotropin ACTH domain
PF08516	0.819672557745893	ADAM cysteine-rich
PF08143	0.819410022087111	CBFNT (NUC161) domain
PF08736	0.819389541833945	FERM adjacent (FA)
PF00836	0.819376914237407	Stathmin family
PF02793	0.818895140124056	Hormone receptor domain
PF07894	0.817845200658722	Protein of unknown function (DUF1669)
PF02394	0.817803741621146	Interleukin-1 propeptide
PF04089	0.817591037741722	BRICHOS domain
PF06484	0.816842099332372	Teneurin Intracellular Region
PF07706	0.815325437400859	Aminotransferase ubiquitination site
PF14940	0.815311830770618	Transmembrane 219
PF15831	0.81518938380484	Domain of unknown function (DUF4713)
PF05279	0.814771856107064	Aspartyl beta-hydroxylase N-terminal region
PF16885	0.814029092846137	Voltage-gated calcium channel subunit alpha, C-term
PF07400	0.813513728292867	Interleukin 11
PF08815	0.813318007931062	Nuclear receptor coactivator
PF11628	0.813250886950501	T-cell surface glycoprotein CD3 zeta chain
PF15387	0.813158356490583	Domain of unknown function (DUF4611)
PF16623	0.812609630445938	Unstructured linker region between on GAS7 protein
PF09457	0.81255669479136	FIP domain
PF13922	0.812455068281499	PHD domain of transcriptional enhancer, Asx
PF09263	0.812322719099895	Peroxisome biogenesis factor 1, N-terminal
PF15208	0.812204135124349	Rab15 effector
PF15312	0.812204135124349	Junctional sarcoplasmic reticulum protein
PF15576	0.812204135124349	Domain of unknown function (DUF4661)
PF02188	0.812184014572795	GoLoco motif
PF04709	0.811813344629184	Anti-Mullerian hormone, N terminal region
PF15557	0.811813344629184	CAF1 complex subunit p150, region binding to PCNA
PF17061	0.811813344629184	PARM
PF00357	0.811398502033364	Integrin alpha cytoplasmic region
PF15129	0.811332793589572	FAM150 family
PF08526	0.811233482294737	Protein-arginine deiminase (PAD) N-terminal domain
PF04704	0.810902367041663	Zfx / Zfy transcription activation region
PF16907	0.810797384498297	Proline rich region of Caskin proteins
PF10461	0.810753421006316	Peptidase S68
PF16680	0.810204166050383	T-cell surface glycoprotein CD3 delta chain
PF12196	0.810029342735997	FHA Ki67 binding domain of hNIFK
PF15103	0.810029342735997	G0/G1 switch protein 2
PF12618	0.810008374105925	Protein of unknown function (DUF3776)
PF06031	0.81000333819766	SERTA motif
PF11956	0.809833417976298	Ankyrin-G binding motif of KCNQ2-3
PF14816	0.809610083853188	Family of unknown function, FAM178
PF11365	0.80959226417726	Protein SOGA
PF01387	0.809223606135367	Synuclein
PF01404	0.808885967534564	Ephrin receptor ligand binding domain
PF06617	0.808323039318982	M-phase inducer phosphatase
PF01056	0.807919242054562	Myc amino-terminal region
PF03529	0.807682778326142	Otx1 transcription factor
PF15171	0.807605798176059	Neuropeptide secretory protein family, NPQ, spexin
PF15037	0.807562048509252	Interleukin-17 receptor extracellular region
PF08778	0.807459210380056	HIF-1 alpha C terminal transactivation domain
PF16664	0.807168232608487	Unstructured on SH3 and cysteine-rich domain-containing protein 2
PF03832	0.807091726592094	WSK motif
PF16218	0.807023235604536	Peptidase family C101
PF09305	0.806694687960217	TACI, cysteine-rich domain
PF02865	0.806519112098773	STAT protein, protein interaction domain
PF15148	0.806141251894556	Apolipoprotein F
PF08014	0.805791973918161	Domain of unknown function (DUF1704)
PF10608	0.805704296683146	Polyubiquitination (PEST) N-terminal domain of MAGUK
PF16638	0.805588247180374	Unstructured region on methyltransferase between zinc-fingers
PF02351	0.805534934174206	GDNF/GAS1 domain
PF16553	0.805519162810484	BCORL-PCGF1-binding domain
PF15297	0.804863164159044	Cytoskeleton-associated protein 2 C-terminus
PF00726	0.804547449203089	Interleukin 10
PF02072	0.804504414463671	Prepro-orexin
PF08983	0.804398542523227	Domain of unknown function (DUF1856)
PF16517	0.803539991858621	Novel Ras effector 1 C-terminal SARAH (Sav/Rassf/Hpo) domain
PF09738	0.803180985331135	LRRFIP family
PF00918	0.803112899924975	Gastrin/cholecystokinin family
PF12235	0.803060390518415	Fragile X-related 1 protein core C terminal
PF13757	0.802985557853005	Vault protein inter-alpha-trypsin domain
PF16742	0.802813914633149	N-terminus of interleukin 17 receptor D
PF12052	0.80204795223419	Voltage gated calcium channel subunit beta domain 4Aa N terminal
PF11577	0.802027488384126	NF-kappa-B essential modulator NEMO
PF15344	0.801707698297725	FAM217 family
PF15756	0.80165847026328	Domain of unknown function (DUF4690)
PF08688	0.80163250645722	Apx/Shroom domain ASD1
PF15156	0.801563987310867	Ceroid-lipofuscinosis neuronal protein 6
PF01759	0.801500865701406	UNC-6/NTR/C345C module
PF14925	0.801212352095571	Domain of unknown function
PF02344	0.800976288402292	Myc leucine zipper domain
PF02078	0.800821182644218	Synapsin, N-terminal domain
PF16208	0.80068569557682	Keratin type II head
PF15237	0.800322738669776	PTRF/SDPR family
PF00054	0.79986404370268	Laminin G domain
PF11851	0.799598407317035	Domain of unknown function (DUF3371)
PF09470	0.798739726248859	Telethonin protein
PF14665	0.798739726248859	Rapamycin-insensitive companion of mTOR, phosphorylation-site
PF06365	0.79865026652354	CD34/Podocalyxin family
PF00028	0.79851384852908	Cadherin domain
PF03821	0.798468456670424	Golgi 4-transmembrane spanning transporter
PF15161	0.79823295016771	Neuropeptide-like
PF00631	0.798225817236762	GGL domain
PF01403	0.798153382286689	Sema domain
PF12301	0.798007880845663	CD99 antigen like protein 2
PF01821	0.7974412844265	Anaphylotoxin-like domain
PF11881	0.79673058499675	C-terminal domain of SPAR protein
PF16098	0.796035460496815	Fragile X-related mental retardation protein C-terminal region 2
PF15010	0.796000593035023	Putative cell signalling
PF15494	0.795499450722639	Scavenger receptor cysteine-rich domain
PF02318	0.795411485618964	FYVE-type zinc finger
PF15936	0.794583413723605	Domain of unknown function (DUF4749)
PF14965	0.794522656206287	Negative regulator of p53/TP53
PF15133	0.794389840282675	Domain of unknown function (DUF4569)
PF05399	0.794272426775274	Ectropic viral integration site 2A protein (EVI2A)
PF06614	0.794272426775274	Neuromodulin
PF07010	0.794272426775274	Endomucin
PF09164	0.794272426775274	Vitamin D binding protein, domain III
PF10426	0.794272426775274	Recombination-activating protein 1 zinc-finger domain
PF10570	0.794272426775274	Myelin-PO cytoplasmic C-term p65 binding region
PF12109	0.794272426775274	CXCR4 Chemokine receptor N terminal
PF12491	0.794272426775274	Apolipoprotein B100 C terminal
PF12820	0.794272426775274	Serine-rich domain associated with BRCT
PF14985	0.794272426775274	TM140 protein family
PF14986	0.794272426775274	Domain of unknown function (DUF4514)
