Feature	GO
gene:LOC100683843|protein_id:XP_003435439.1	GO:0004984; GO:0016021; GO:0007186; GO:0004930
gene:DMRTB1|protein_id:XP_005620332.1	GO:0043565; GO:0006355
gene:IFT172|protein_id:XP_540128.2	GO:0005515
gene:DIO1|protein_id:NP_001007127.1	GO:0004800; GO:0055114
gene:MAP3K8|protein_id:XP_005617113.1	GO:0004672; GO:0005524; GO:0006468
gene:TNIP2|protein_id:XP_005618568.1	GO:0070530
gene:TRADD|protein_id:XP_013969589.1	GO:0043123; GO:0005515; GO:0007165; GO:0060090
gene:GCLC|protein_id:XP_852845.1	GO:0003824; GO:0004357; GO:0006750
gene:ARHGAP8|protein_id:NP_001191334.1	GO:0007165
gene:LOC106558905|protein_id:XP_022276043.1	GO:0007186; GO:0004984; GO:0016021
gene:MPZL3|protein_id:XP_022273951.1	GO:0016020
gene:FBXO2|protein_id:XP_022270290.1	GO:0005515
gene:LOC100856216|protein_id:XP_022270161.1	GO:0003677; GO:0006352; GO:0000786; GO:0005634; GO:0046982
gene:LOC102156614|protein_id:XP_005615836.1	GO:0008234; GO:0006508
gene:SPAST|protein_id:XP_850973.1	GO:0005524; GO:0008568
gene:CHPF|protein_id:XP_003640243.1	GO:0008376; GO:0032580
gene:CRAT|protein_id:XP_005625307.1	GO:0016746
gene:ZNF451|protein_id:XP_022281889.1	GO:0003676
gene:LOC100855830|protein_id:XP_022272290.1	GO:0005515
gene:LOC102156332|protein_id:XP_022280189.1	GO:0005576; GO:0042157; GO:0006869; GO:0008289
gene:OTOF|protein_id:XP_005630291.2	GO:0016021
gene:SMYD1|protein_id:XP_852104.1	GO:0005515
gene:SLC22A1|protein_id:XP_022280832.1	GO:0016021; GO:0022857; GO:0055085
gene:COR56B6|protein_id:XP_013978303.1	GO:0007186; GO:0004930; GO:0004984; GO:0016021
gene:LOC484492|protein_id:XP_541606.2	GO:0016712; GO:0016705; GO:0055114; GO:0020037; GO:0005506
gene:CACNG6|protein_id:XP_541431.3	GO:0006816; GO:0016020; GO:0016021
gene:XDH|protein_id:XP_540143.2	GO:0043546; GO:0055114; GO:0071949; GO:0004854; GO:0051536; GO:0004855; GO:0050660; GO:0016491; GO:0046872; GO:0005506; GO:0051537; GO:0009055
gene:KCNJ2|protein_id:NP_001003120.1	GO:0016021; GO:0016020; GO:0006813; GO:0005242
gene:SOHLH2|protein_id:XP_022265629.1	GO:0046983
gene:TKT|protein_id:XP_005632479.1	GO:0003824
gene:TIGD3|protein_id:XP_003639699.1	GO:0003677; GO:0003676
gene:CDC14A|protein_id:XP_005621923.2	GO:0016311; GO:0016791; GO:0006470; GO:0008138; GO:0004725
gene:MRPL15|protein_id:XP_003640068.1	GO:0015934; GO:0003735; GO:0006412
gene:SLC29A1|protein_id:XP_013973501.1	GO:0016021; GO:0005337; GO:1901642
gene:OR5H2|protein_id:XP_545065.3	GO:0016021; GO:0004930; GO:0004984; GO:0007186
gene:TMEM62|protein_id:XP_013964939.1	GO:0016787
gene:UBE4A|protein_id:XP_850081.1	GO:0004842; GO:0000151; GO:0016567; GO:0006511; GO:0034450
gene:TAB3|protein_id:XP_005641286.1	GO:0005515
gene:PTGR1|protein_id:XP_005626978.1	GO:0055114; GO:0032440; GO:0005737; GO:0047522; GO:0016491
gene:DEDD2|protein_id:XP_855274.1	GO:0042981; GO:0005515
gene:MNAT1|protein_id:XP_022277792.1	GO:0061575; GO:0045737; GO:0006289; GO:0005675
gene:PKIA|protein_id:XP_853383.2	GO:0004862; GO:0006469
gene:UNC45B|protein_id:XP_005624856.1	GO:0005515
gene:DDOST|protein_id:NP_001003321.1	GO:0005789; GO:0018279
gene:LOC100684572|protein_id:XP_003434104.1	GO:0004984; GO:0007186; GO:0016021; GO:0004930
gene:LOC608395|protein_id:XP_850517.1	GO:0006629
gene:RSPH9|protein_id:XP_005627453.1	GO:0060271; GO:0001534; GO:0060294
gene:S100A10|protein_id:XP_003432305.1	GO:0005509
gene:IBA57|protein_id:XP_013974680.1	GO:0005515
gene:SHC2|protein_id:XP_022263036.1	GO:0005515; GO:0035556
gene:BCAS2|protein_id:XP_533014.1	GO:0006397
gene:ADGRL3|protein_id:XP_013974300.1	GO:0007186; GO:0004888; GO:0007166; GO:0016020; GO:0004930; GO:0030246; GO:0016021
gene:DKK4|protein_id:XP_848913.1	GO:0007275; GO:0005576; GO:0030178
gene:SLC7A9|protein_id:NP_001041574.1	GO:0055085; GO:0016020; GO:0022857
gene:PRMT9|protein_id:XP_532684.2	GO:0006479; GO:0008168; GO:0005515
gene:ANXA8L1|protein_id:XP_022273334.1	GO:0005544; GO:0005509
gene:BUD23|protein_id:XP_022275263.1	GO:0008168; GO:0016435; GO:0070476
gene:RGL3|protein_id:XP_542058.3	GO:0007264; GO:0005085; GO:0007165
gene:TBK1|protein_id:XP_022279864.1	GO:0006468; GO:0005524; GO:0004672
gene:ZBTB48|protein_id:XP_005620525.1	GO:0005515; GO:0003676
gene:CRHR2|protein_id:XP_005628739.1	GO:0016020; GO:0007166; GO:0007186; GO:0004888; GO:0016021; GO:0004930
gene:PANK2|protein_id:XP_022264761.1	GO:0004594; GO:0015937; GO:0005524
gene:TNRC6B|protein_id:XP_022280094.1	GO:0003676
gene:KCTD15|protein_id:XP_022281911.1	GO:0051260; GO:0005515
gene:BIN3|protein_id:XP_005635765.1	GO:0005737; GO:0005515
gene:MOCOS|protein_id:XP_547604.4	GO:0008265; GO:0006777; GO:0003824; GO:0030170; GO:0030151
gene:TRIM22|protein_id:XP_005633651.1	GO:0008270; GO:0005515
gene:CTC1|protein_id:XP_005620081.1	GO:0003697
gene:ABCC9|protein_id:XP_005637115.1	GO:0008281; GO:0055085; GO:0016887; GO:0016020; GO:0006813; GO:0005524; GO:0042626; GO:0016021
gene:NR1I3|protein_id:XP_013966750.1	GO:0043565; GO:0004879; GO:0005634; GO:0003677; GO:0008270; GO:0003700; GO:0003707; GO:0006355
gene:BHMT|protein_id:XP_536313.2	GO:0008270; GO:0047150; GO:0009086
gene:TRPC5|protein_id:XP_022271718.1	GO:0016021; GO:0005515; GO:0005262; GO:0016020; GO:0006811; GO:0055085; GO:0005216; GO:0070588
gene:LOC607096|protein_id:XP_013969831.1	GO:0008305; GO:0007155
gene:SUGP2|protein_id:XP_022262540.1	GO:0003723; GO:0003676; GO:0006396
gene:HASPIN|protein_id:XP_854539.1	GO:0004672; GO:0006468; GO:0005524
gene:CHCHD6|protein_id:XP_533716.5	GO:0061617; GO:0005739
gene:LOC607305|protein_id:XP_005642265.1	GO:0035064
gene:CREB3L3|protein_id:XP_022263096.1	GO:0003700; GO:0006355
gene:RPS9|protein_id:XP_533590.3	GO:0003735; GO:0019843; GO:0015935; GO:0006412; GO:0003723
gene:STIM2|protein_id:XP_013968122.1	GO:0005246; GO:0005515; GO:0006874
gene:ASB7|protein_id:XP_545824.1	GO:0005515; GO:0035556
gene:ADGB|protein_id:XP_013968177.1	GO:0006508; GO:0004198; GO:0005515
gene:USO1|protein_id:XP_005639121.1	GO:0006886; GO:0000139; GO:0005515; GO:0016192; GO:0005737; GO:0048280
gene:PTCHD4|protein_id:XP_003639477.1	GO:0016021
gene:KCNU1|protein_id:XP_013975467.1	GO:0005216; GO:0006811; GO:0055085; GO:0016020; GO:0006813
gene:SUPT7L|protein_id:XP_005630337.1	GO:0046982
gene:B3GNT7|protein_id:XP_543284.3	GO:0016020; GO:0008378; GO:0006486
gene:ADAM8|protein_id:XP_022267534.1	GO:0008237; GO:0006508; GO:0004222
gene:ERI1|protein_id:XP_539997.2	GO:0003676
gene:ABI3BP|protein_id:XP_005639462.1	GO:0005515
gene:GNG7|protein_id:XP_022262969.1	GO:0005834; GO:0003924; GO:0007186
gene:MED15|protein_id:XP_003433489.1	GO:0006357; GO:0016592; GO:0003712
gene:ZDHHC12|protein_id:XP_861511.1	GO:0016409
gene:MPL|protein_id:XP_853442.1	GO:0005515
gene:PLD5|protein_id:XP_013970709.1	GO:0003824
gene:KCNJ8|protein_id:XP_013964184.1	GO:0016021; GO:0005242; GO:0006813; GO:0016020; GO:0015272
gene:PDXK|protein_id:XP_013965253.1	GO:0009443; GO:0008478
gene:MAP7D1|protein_id:XP_013975074.1	GO:0000226; GO:0015630
gene:FGD4|protein_id:XP_003433606.1	GO:0005089; GO:0035023; GO:0005085; GO:0046872
gene:LOC491503|protein_id:XP_548624.5	GO:0005515
gene:CHP2|protein_id:XP_013969941.1	GO:0005509
gene:WDR33|protein_id:XP_003639747.1	GO:0005515
gene:NUP37|protein_id:XP_005629353.1	GO:0005515
gene:BAZ2A|protein_id:XP_005625575.1	GO:0003677; GO:0005634; GO:0005515
gene:NIN|protein_id:XP_013971363.1	GO:0005509
gene:ANKRD34B|protein_id:XP_005618225.1	GO:0005515
gene:LOC100856146|protein_id:XP_022267515.1	GO:0007186; GO:0004984; GO:0004930; GO:0016021
gene:EFCAB7|protein_id:XP_536685.1	GO:0005509
gene:DMGDH|protein_id:XP_022272471.1	GO:0016491; GO:0055114; GO:0005515
gene:RAD50|protein_id:XP_531901.2	GO:0030870; GO:0000723; GO:0016887; GO:0005634; GO:0006281
gene:AP2A1|protein_id:XP_541490.4	GO:0006886; GO:0035615; GO:0016192; GO:0030122; GO:0015031; GO:0030131; GO:0072583; GO:0030117
gene:SERPINC1|protein_id:XP_537187.4	GO:0030193; GO:0004867
gene:CARD9|protein_id:XP_005625173.1	GO:0042981
gene:COR2Y2|protein_id:XP_545435.4	GO:0004984; GO:0007186; GO:0016021; GO:0004930
gene:DLL3|protein_id:XP_013972121.2	GO:0007219; GO:0016021; GO:0005509; GO:0007275
gene:TMC6|protein_id:XP_022279603.1	GO:0016021
gene:ISX|protein_id:XP_853196.2	GO:0006355; GO:0003677; GO:0043565
gene:PI16|protein_id:XP_538890.2	GO:0005576
gene:KCTD1|protein_id:XP_022277221.1	GO:0051260; GO:0005515
gene:NAA11|protein_id:XP_005639164.1	GO:0008080
gene:LOC610164|protein_id:XP_852675.1	GO:0016491
gene:NKX1-1|protein_id:XP_003639026.2	GO:0003677; GO:0043565; GO:0006355
gene:DIS3L|protein_id:XP_013964859.1	GO:0003723; GO:0004540
gene:CPA5|protein_id:XP_005628434.1	GO:0004180; GO:0004181; GO:0006508; GO:0008270
gene:LOC485194|protein_id:XP_013978033.1	GO:0016021; GO:0004930; GO:0004984; GO:0007186
gene:DSC2|protein_id:XP_866930.1	GO:0007155; GO:0007156; GO:0005509; GO:0016020; GO:0005886
gene:PCDH20|protein_id:XP_005634010.1	GO:0007156; GO:0007155; GO:0005886; GO:0016020; GO:0005509
gene:RCN3|protein_id:XP_022279520.1	GO:0005509
gene:ELAC1|protein_id:XP_022272615.1	GO:0016891; GO:0042779
gene:NRAS|protein_id:NP_001273994.1	GO:0007165; GO:0016020; GO:0003924; GO:0005525
gene:ACADL|protein_id:XP_536053.3	GO:0004466; GO:0016627; GO:0050660; GO:0042758; GO:0055114; GO:0003995
gene:TAF9B|protein_id:XP_013967361.1	GO:0006352; GO:0046982
gene:LYST|protein_id:XP_022273100.1	GO:0005515
gene:WDR17|protein_id:XP_013975648.1	GO:0005515
gene:WFDC2|protein_id:NP_001003241.1	GO:0005576; GO:0030414
gene:ST7L|protein_id:XP_013976098.2	GO:0005515
gene:USP10|protein_id:XP_022275154.1	GO:0016579; GO:0036459; GO:0006511
gene:LOC608349|protein_id:XP_850442.2	GO:0016021; GO:0004930; GO:0004984; GO:0007186
gene:GLRX|protein_id:XP_005618145.1	GO:0015035; GO:0009055; GO:0045454
gene:SNRK|protein_id:XP_022264125.1	GO:0004672; GO:0006468; GO:0005524
gene:DUSP28|protein_id:XP_022265516.1	GO:0006470; GO:0008138
gene:STRN4|protein_id:XP_022280383.1	GO:0005515
gene:NSG2|protein_id:XP_852717.1	GO:0007212; GO:0016021; GO:0032051; GO:0048268
gene:CAPZA2|protein_id:NP_001013013.1	GO:0051016; GO:0008290
gene:KCNIP4|protein_id:XP_005618717.1	GO:0005509
gene:LOC100687633|protein_id:XP_003433416.1	GO:0004930; GO:0016021; GO:0007186; GO:0004984
gene:WNT8A|protein_id:XP_022281051.1	GO:0005102; GO:0005576; GO:0016055; GO:0007275
gene:OR28H03|protein_id:NP_001300773.1	GO:0004930; GO:0016021; GO:0007186; GO:0004984
gene:TRIT1|protein_id:XP_532548.2	GO:0008033; GO:0008270; GO:0052381; GO:0005524; GO:0003676
gene:VN1R4|protein_id:NP_001013874.1	GO:0016021; GO:0016503; GO:0007186
gene:NPPC|protein_id:XP_852684.1	GO:0005179; GO:0005576
gene:JUN|protein_id:XP_005620302.1	GO:0003700; GO:0006355; GO:0003677
gene:SBK1|protein_id:XP_005622123.1	GO:0004674; GO:0004672; GO:0006468; GO:0005524
gene:PDGFD|protein_id:XP_022274088.1	GO:0016020; GO:0008083
gene:LOC610160|protein_id:XP_852671.1	GO:0016747
gene:LOC480074|protein_id:XP_005622581.1	GO:0008168
gene:BMP7|protein_id:NP_001183981.1	GO:0008083
gene:ALDH2|protein_id:XP_013963474.1	GO:0055114; GO:0016620; GO:0016491
gene:GNL3L|protein_id:XP_005641448.2	GO:0005525
gene:INSM1|protein_id:XP_849395.2	GO:0003676
gene:KCNQ1|protein_id:XP_022260829.1	GO:0016020; GO:0008076; GO:0006813; GO:0005216; GO:0006811; GO:0055085; GO:0005249
gene:GLIS3|protein_id:XP_005615981.1	GO:0003676
gene:KCNA1|protein_id:NP_001300753.1	GO:0005515; GO:0051260; GO:0005249; GO:0055085; GO:0006811; GO:0005216; GO:0006813; GO:0008076; GO:0016020
gene:AP3D1|protein_id:XP_005633160.1	GO:0030117; GO:0006886; GO:0016192
gene:TXLNA|protein_id:XP_005617709.1	GO:0019905
gene:RP1L1|protein_id:XP_013962952.1	GO:0035556
gene:SPATA17|protein_id:XP_005640879.1	GO:0005515
gene:RAB9A|protein_id:NP_001183960.1	GO:0003924; GO:0005525; GO:0032482
gene:OR14D11|protein_id:XP_540709.1	GO:0016021; GO:0004930; GO:0004984; GO:0007186
gene:ARHGAP20|protein_id:XP_005619862.1	GO:0007165
gene:RHBDD3|protein_id:XP_005636466.1	GO:0004252; GO:0005515; GO:0016021
gene:ESRRB|protein_id:XP_022277951.1	GO:0043565; GO:0005634; GO:0003677; GO:0008270; GO:0003700; GO:0003707; GO:0006355
gene:EIF2S3|protein_id:XP_537983.2	GO:0005525; GO:0003924
gene:CLGN|protein_id:XP_533285.3	GO:0051082; GO:0005515; GO:0006457; GO:0005783; GO:0005509
gene:MED1|protein_id:XP_864009.2	GO:0003712; GO:0006357; GO:0016592
gene:MEN1|protein_id:XP_005631114.1	GO:0005634
gene:HSPB7|protein_id:XP_865029.1	GO:0007507
gene:IL17F|protein_id:XP_538959.2	GO:0006954; GO:0005576; GO:0005125
gene:RTKN|protein_id:XP_532998.2	GO:0007165
gene:AASDH|protein_id:XP_005628278.1	GO:0005515; GO:0003824
gene:LOC484859|protein_id:XP_003432884.1	GO:0004930; GO:0016021; GO:0007186; GO:0004984
gene:COR51A16|protein_id:XP_852594.3	GO:0004930; GO:0016021; GO:0007186; GO:0004984
gene:NAP1L5|protein_id:XP_005639230.1	GO:0006334; GO:0005634
gene:CARD6|protein_id:XP_005619425.1	GO:0042981
gene:SYS1|protein_id:XP_013962583.1	GO:0000139
gene:PLXNA4|protein_id:XP_539370.2	GO:0005515; GO:0007165
gene:HOXB4|protein_id:XP_022278779.1	GO:0006355; GO:0003677; GO:0043565
gene:ITIH5|protein_id:XP_005617259.1	GO:0004867; GO:0030212
gene:ENTPD3|protein_id:XP_013962269.1	GO:0016787
gene:PHKA1|protein_id:XP_005641551.1	GO:0003824
gene:LOC482236|protein_id:XP_005628416.1	GO:0007186; GO:0004984; GO:0004930; GO:0016021
gene:WT1|protein_id:XP_005631206.1	GO:0003676; GO:0006355; GO:0005634
gene:NEK6|protein_id:XP_005625443.1	GO:0004672; GO:0005524; GO:0006468
gene:POGZ|protein_id:XP_005630865.2	GO:0003677; GO:0003676
gene:ORC6|protein_id:XP_013975110.1	GO:0005664; GO:0003677; GO:0006260
gene:EMC9|protein_id:XP_537381.3	GO:0072546
gene:PPM1E|protein_id:XP_853253.1	GO:0003824; GO:0043169
gene:WARS|protein_id:XP_022278086.1	GO:0006418; GO:0004812; GO:0006436; GO:0004830; GO:0000166; GO:0005524
gene:PPARG|protein_id:NP_001019803.1	GO:0005634; GO:0004879; GO:0043565; GO:0008270; GO:0003677; GO:0003700; GO:0006355; GO:0003707
gene:SERINC1|protein_id:XP_533483.1	GO:0016020
gene:PMCH|protein_id:NP_001005755.1	GO:0007268; GO:0030354
gene:LYZF2|protein_id:NP_001300804.1	GO:0003796
gene:ZCCHC6|protein_id:XP_005615850.1	GO:0003676; GO:0008270; GO:0016779
gene:DUSP7|protein_id:XP_541858.4	GO:0016311; GO:0006470; GO:0016791; GO:0008138; GO:0017017
gene:CPO|protein_id:XP_005640645.1	GO:0006508; GO:0004181; GO:0008270
gene:POLR3H|protein_id:XP_849136.1	GO:0003899; GO:0003677; GO:0006351
gene:DLG1|protein_id:XP_013965688.1	GO:0005515
