GO	CC	annotation
GO:0004713	0.66088580670675	protein tyrosine kinase activity
GO:0004896	0.66088580670675	cytokine receptor activity
GO:0004908	0.66088580670675	interleukin-1 receptor activity
GO:0005615	0.659550323370911	extracellular space
GO:0044421	0.659550323370911	extracellular region part
GO:0038023	0.65705812080365	signaling receptor activity
GO:0003796	0.654157201948005	lysozyme activity
GO:0061783	0.654157201948005	peptidoglycan muralytic activity
GO:0009968	0.653965536479455	negative regulation of signal transduction
GO:0010648	0.653965536479455	negative regulation of cell communication
GO:0023057	0.653965536479455	negative regulation of signaling
GO:1902532	0.653965536479455	negative regulation of intracellular signal transduction
GO:0004721	0.646808299324252	phosphoprotein phosphatase activity
GO:0051493	0.646068634557776	regulation of cytoskeleton organization
GO:0009888	0.643682937554331	tissue development
GO:0031012	0.643585131138511	extracellular matrix
GO:0019888	0.643585131138511	protein phosphatase regulator activity
GO:0008544	0.640124996024863	epidermis development
GO:0048585	0.640124996024863	negative regulation of response to stimulus
GO:0005923	0.640124996024863	bicellular tight junction
GO:0043296	0.640124996024863	apical junction complex
GO:0070160	0.640124996024863	tight junction
GO:0019902	0.638806551663768	phosphatase binding
GO:0001503	0.636664860911215	ossification
GO:0040007	0.636664860911215	growth
GO:0040008	0.636664860911215	regulation of growth
GO:0000226	0.635317999806421	microtubule cytoskeleton organization
GO:0001990	0.633357261754223	regulation of systemic arterial blood pressure by hormone
GO:0003013	0.633357261754223	circulatory system process
GO:0003044	0.633357261754223	regulation of systemic arterial blood pressure mediated by a chemical signal
GO:0003073	0.633357261754223	regulation of systemic arterial blood pressure
GO:0003081	0.633357261754223	regulation of systemic arterial blood pressure by renin-angiotensin
GO:0008015	0.633357261754223	blood circulation
GO:0008217	0.633357261754223	regulation of blood pressure
GO:0050886	0.633357261754223	endocrine process
GO:0003730	0.631488951247573	mRNA 3'-UTR binding
GO:0003676	0.630628612722809	nucleic acid binding
GO:0008384	0.629744590683919	IkappaB kinase activity
GO:0005125	0.629709121695261	cytokine activity
GO:0008138	0.628132319584885	protein tyrosine/serine/threonine phosphatase activity
GO:0017017	0.628132319584885	MAP kinase tyrosine/serine/threonine phosphatase activity
GO:0033549	0.628132319584885	MAP kinase phosphatase activity
GO:0048513	0.626284455570271	animal organ development
GO:0004709	0.626284455570271	MAP kinase kinase kinase activity
GO:0005212	0.626284455570271	structural constituent of eye lens
GO:0032007	0.626121035531755	negative regulation of TOR signaling
GO:0048284	0.625949196451275	organelle fusion
GO:0004888	0.625148013391552	transmembrane signaling receptor activity
GO:0043066	0.623183825406374	negative regulation of apoptotic process
GO:0043069	0.623183825406374	negative regulation of programmed cell death
GO:0060548	0.623183825406374	negative regulation of cell death
GO:0008201	0.622695787889737	heparin binding
GO:0007275	0.62059235491291	multicellular organism development
GO:0001664	0.619517847046862	G protein-coupled receptor binding
GO:0005742	0.619364185342976	mitochondrial outer membrane translocase complex
GO:0098799	0.619364185342976	outer mitochondrial membrane protein complex
GO:0010941	0.619008757667633	regulation of cell death
GO:0042981	0.619008757667633	regulation of apoptotic process
GO:0043067	0.619008757667633	regulation of programmed cell death
GO:0042742	0.615904050229328	defense response to bacterium
GO:0009617	0.615904050229328	response to bacterium
GO:0001649	0.611768690877732	osteoblast differentiation
GO:0007283	0.611442478939847	spermatogenesis
GO:0048232	0.611442478939847	male gamete generation
GO:0007017	0.610905102368137	microtubule-based process
GO:0051262	0.610073575973053	protein tetramerization
GO:0044430	0.609772230646704	cytoskeletal part
GO:0004715	0.608983780002032	non-membrane spanning protein tyrosine kinase activity
GO:0004064	0.608231388870125	arylesterase activity
GO:0032501	0.607554700397932	multicellular organismal process
GO:0004114	0.606541228646013	3',5'-cyclic-nucleotide phosphodiesterase activity
GO:0001527	0.605523644888384	microfibril
GO:0044420	0.605523644888384	extracellular matrix component
GO:0004697	0.605332604154478	protein kinase C activity
GO:0019911	0.602063509774736	structural constituent of myelin sheath
GO:0005126	0.601595983141179	cytokine receptor binding
GO:0043292	0.601465562034069	contractile fiber
GO:0005861	0.601465562034069	troponin complex
GO:0005865	0.601465562034069	striated muscle thin filament
GO:0030016	0.601465562034069	myofibril
GO:0030017	0.601465562034069	sarcomere
GO:0036379	0.601465562034069	myofilament
GO:0044449	0.601465562034069	contractile fiber part
GO:0031410	0.600054579449475	cytoplasmic vesicle
GO:0031982	0.600054579449475	vesicle
GO:0097708	0.600054579449475	intracellular vesicle
GO:0008219	0.599961542159368	cell death
GO:0005856	0.598666928647189	cytoskeleton
GO:0004252	0.59785936212788	serine-type endopeptidase activity
GO:0007218	0.597589284262922	neuropeptide signaling pathway
GO:0006915	0.597397603945012	apoptotic process
GO:0012501	0.597397603945012	programmed cell death
GO:0006303	0.596544540612221	double-strand break repair via nonhomologous end joining
GO:0004910	0.596472694060202	interleukin-1, type II, blocking receptor activity
GO:0048040	0.59514323954744	UDP-glucuronate decarboxylase activity
GO:0005539	0.594646428074884	glycosaminoglycan binding
GO:0003912	0.594122741114581	DNA nucleotidylexotransferase activity
GO:0003012	0.593828260060204	muscle system process
GO:0006936	0.593828260060204	muscle contraction
GO:0006821	0.593828260060204	chloride transport
GO:0006937	0.593828260060204	regulation of muscle contraction
GO:0006939	0.593828260060204	smooth muscle contraction
GO:0006940	0.593828260060204	regulation of smooth muscle contraction
GO:0044057	0.593828260060204	regulation of system process
GO:0090257	0.593828260060204	regulation of muscle system process
GO:0004714	0.593828260060204	transmembrane receptor protein tyrosine kinase activity
GO:0005007	0.593828260060204	fibroblast growth factor-activated receptor activity
GO:0019199	0.593828260060204	transmembrane receptor protein kinase activity
GO:0004860	0.591683104433792	protein kinase inhibitor activity
GO:0019887	0.591683104433792	protein kinase regulator activity
GO:0019207	0.591683104433792	kinase regulator activity
GO:0019210	0.591683104433792	kinase inhibitor activity
GO:0005201	0.585985608840341	extracellular matrix structural constituent
GO:0032947	0.584762834206496	protein-containing complex scaffold activity
GO:0000408	0.583064001569686	EKC/KEOPS complex
GO:0007399	0.582681650735967	nervous system development
GO:0045738	0.579176257061384	negative regulation of DNA repair
GO:2000779	0.579176257061384	regulation of double-strand break repair
GO:2000780	0.579176257061384	negative regulation of double-strand break repair
GO:2001021	0.579176257061384	negative regulation of response to DNA damage stimulus
GO:2001032	0.579176257061384	regulation of double-strand break repair via nonhomologous end joining
GO:2001033	0.579176257061384	negative regulation of double-strand break repair via nonhomologous end joining
GO:0031854	0.579176257061384	orexigenic neuropeptide QRFP receptor binding
GO:0071855	0.579176257061384	neuropeptide receptor binding
GO:0001067	0.578766835690585	regulatory region nucleic acid binding
GO:0044212	0.578766835690585	transcription regulatory region DNA binding
GO:0004535	0.576916212287736	poly(A)-specific ribonuclease activity
GO:0007229	0.575810632847782	integrin-mediated signaling pathway
GO:0097159	0.574081017819789	organic cyclic compound binding
GO:1901363	0.574081017819789	heterocyclic compound binding
GO:2001069	0.573571325541435	glycogen binding
GO:0031325	0.572710928518609	positive regulation of cellular metabolic process
GO:0031399	0.572710928518609	regulation of protein modification process
GO:0031401	0.572710928518609	positive regulation of protein modification process
GO:0032270	0.572710928518609	positive regulation of cellular protein metabolic process
GO:0051173	0.572710928518609	positive regulation of nitrogen compound metabolic process
GO:0051247	0.572710928518609	positive regulation of protein metabolic process
GO:0022412	0.572652361308729	cellular process involved in reproduction in multicellular organism
GO:0000428	0.572162611159405	DNA-directed RNA polymerase complex
GO:0016591	0.572162611159405	RNA polymerase II, holoenzyme
GO:0030880	0.572162611159405	RNA polymerase complex
GO:0055029	0.572162611159405	nuclear DNA-directed RNA polymerase complex
GO:0061695	0.572162611159405	transferase complex, transferring phosphorus-containing groups
GO:0050954	0.567462158638257	sensory perception of mechanical stimulus
GO:0050877	0.567462158638257	nervous system process
GO:0007600	0.567462158638257	sensory perception
GO:0007605	0.567462158638257	sensory perception of sound
GO:0000976	0.567462158638257	transcription regulatory region sequence-specific DNA binding
GO:0003690	0.567462158638257	double-stranded DNA binding
GO:1990837	0.567462158638257	sequence-specific double-stranded DNA binding
GO:0008191	0.566597068260031	metalloendopeptidase inhibitor activity
GO:0051018	0.566536147618139	protein kinase A binding
GO:0005183	0.565182323224257	gonadotropin hormone-releasing hormone activity
GO:0019955	0.565182323224257	cytokine binding
GO:0042470	0.565123570752157	melanosome
GO:0048770	0.565123570752157	pigment granule
GO:0006906	0.564229773008187	vesicle fusion
GO:0006898	0.564229773008187	receptor-mediated endocytosis
GO:0061025	0.564229773008187	membrane fusion
GO:0031338	0.564229773008187	regulation of vesicle fusion
GO:0035493	0.564229773008187	SNARE complex assembly
GO:0035542	0.564229773008187	regulation of SNARE complex assembly
GO:0072583	0.564229773008187	clathrin-dependent endocytosis
GO:0090174	0.564229773008187	organelle membrane fusion
GO:0046332	0.562924780743378	SMAD binding
GO:0002376	0.562271955967785	immune system process
GO:0006955	0.562271955967785	immune response
GO:0012506	0.560541888410961	vesicle membrane
GO:0030659	0.560541888410961	cytoplasmic vesicle membrane
GO:0004346	0.558515639328626	glucose-6-phosphatase activity
GO:0050309	0.558515639328626	sugar-terminal-phosphatase activity
GO:0018022	0.557947398425146	peptidyl-lysine methylation
GO:0018027	0.557947398425146	peptidyl-lysine dimethylation
GO:0031056	0.557947398425146	regulation of histone modification
GO:0031058	0.557947398425146	positive regulation of histone modification
GO:0031060	0.557947398425146	regulation of histone methylation
GO:0031062	0.557947398425146	positive regulation of histone methylation
GO:0034968	0.557947398425146	histone lysine methylation
GO:0036123	0.557947398425146	histone H3-K9 dimethylation
GO:0051567	0.557947398425146	histone H3-K9 methylation
GO:0051570	0.557947398425146	regulation of histone H3-K9 methylation
GO:0051574	0.557947398425146	positive regulation of histone H3-K9 methylation
GO:0061647	0.557947398425146	histone H3-K9 modification
GO:1900109	0.557947398425146	regulation of histone H3-K9 dimethylation
GO:1900111	0.557947398425146	positive regulation of histone H3-K9 dimethylation
GO:1902275	0.557947398425146	regulation of chromatin organization
GO:1905269	0.557947398425146	positive regulation of chromatin organization
GO:2001252	0.557947398425146	positive regulation of chromosome organization
GO:0004800	0.557947398425146	thyroxine 5'-deiodinase activity
GO:0015698	0.557566062342176	inorganic anion transport
GO:0007009	0.556148146806831	plasma membrane organization
GO:0007186	0.555218008435941	G protein-coupled receptor signaling pathway
GO:0001501	0.554888220474939	skeletal system development
GO:0051216	0.554888220474939	cartilage development
GO:0061448	0.554888220474939	connective tissue development
GO:0002064	0.553621618183665	epithelial cell development
GO:0003334	0.553621618183665	keratinocyte development
GO:0009913	0.553621618183665	epidermal cell differentiation
GO:0030216	0.553621618183665	keratinocyte differentiation
GO:0030855	0.553621618183665	epithelial cell differentiation
GO:0043588	0.553621618183665	skin development
GO:0060429	0.553621618183665	epithelium development
GO:0060089	0.550283503331419	molecular transducer activity
GO:0001669	0.550025808743234	acrosomal vesicle
GO:0097223	0.550025808743234	sperm part
GO:0005576	0.547952003838694	extracellular region
GO:0001881	0.547183139934629	receptor recycling
GO:0043112	0.547183139934629	receptor metabolic process
GO:0002080	0.545905765232048	acrosomal membrane
GO:0030667	0.545905765232048	secretory granule membrane
GO:0031225	0.545905765232048	anchored component of membrane
GO:0005165	0.545625841451791	neurotrophin receptor binding
GO:0007507	0.543678357435041	heart development
GO:0072359	0.543678357435041	circulatory system development
GO:0007281	0.541810046928391	germ cell development
GO:0098797	0.541352644426663	plasma membrane protein complex
GO:0000285	0.537473591627142	1-phosphatidylinositol-3-phosphate 5-kinase activity
GO:0016307	0.537473591627142	phosphatidylinositol phosphate kinase activity
GO:0004909	0.533545634698493	interleukin-1, type I, activating receptor activity
GO:0035004	0.532468494395143	phosphatidylinositol 3-kinase activity
GO:0043228	0.532284969413209	non-membrane-bounded organelle
GO:0043232	0.532284969413209	intracellular non-membrane-bounded organelle
GO:0019829	0.532199183547206	cation-transporting ATPase activity
GO:0005388	0.532199183547206	calcium-transporting ATPase activity
GO:0015662	0.532199183547206	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism
GO:0015085	0.532199183547206	calcium ion transmembrane transporter activity
GO:0022853	0.532199183547206	active ion transmembrane transporter activity
GO:0042625	0.532199183547206	ATPase coupled ion transmembrane transporter activity
GO:0051053	0.531036752198853	negative regulation of DNA metabolic process
GO:0005516	0.529900600107858	calmodulin binding
GO:0019953	0.527619999048161	sexual reproduction
GO:0044703	0.527619999048161	multi-organism reproductive process
GO:0004869	0.526767805456914	cysteine-type endopeptidase inhibitor activity
GO:0017046	0.526731401279587	peptide hormone binding
GO:0042165	0.526731401279587	neurotransmitter binding
GO:0042277	0.526731401279587	peptide binding
GO:0051424	0.526731401279587	corticotropin-releasing hormone binding
GO:0035064	0.524958040919392	methylated histone binding
GO:0140034	0.524958040919392	methylation-dependent protein binding
GO:0008053	0.52369700983451	mitochondrial fusion
GO:0044459	0.523397374831616	plasma membrane part
GO:0048731	0.522125101921945	system development
GO:0030154	0.521850866089344	cell differentiation
GO:0015631	0.519992013999509	tubulin binding
GO:0008484	0.5192644751605	sulfuric ester hydrolase activity
GO:0050801	0.519055493471695	ion homeostasis
GO:0048878	0.519055493471695	chemical homeostasis
GO:0055065	0.519055493471695	metal ion homeostasis
GO:0055070	0.519055493471695	copper ion homeostasis
GO:0055076	0.519055493471695	transition metal ion homeostasis
GO:0055080	0.519055493471695	cation homeostasis
GO:0098771	0.519055493471695	inorganic ion homeostasis
GO:0007265	0.518246766970339	Ras protein signal transduction
GO:0046578	0.518246766970339	regulation of Ras protein signal transduction
GO:0046580	0.518246766970339	negative regulation of Ras protein signal transduction
GO:0051056	0.518246766970339	regulation of small GTPase mediated signal transduction
GO:0051058	0.518246766970339	negative regulation of small GTPase mediated signal transduction
GO:0048306	0.518246766970339	calcium-dependent protein binding
GO:0030278	0.517522010341946	regulation of ossification
GO:0045595	0.517522010341946	regulation of cell differentiation
GO:0045667	0.517522010341946	regulation of osteoblast differentiation
GO:0044456	0.515949131413111	synapse part
GO:0045202	0.515949131413111	synapse
GO:0048786	0.515949131413111	presynaptic active zone
GO:0097458	0.515949131413111	neuron part
GO:0098793	0.515949131413111	presynapse
GO:0009607	0.51559420518926	response to biotic stimulus
GO:0051707	0.51559420518926	response to other organism
GO:0043207	0.51559420518926	response to external biotic stimulus
GO:0098542	0.51559420518926	defense response to other organism
GO:0007010	0.513379372687874	cytoskeleton organization
GO:0008092	0.512616240751289	cytoskeletal protein binding
GO:0043044	0.5123798224386	ATP-dependent chromatin remodeling
GO:0043890	0.5123798224386	N-acetylgalactosamine-6-sulfatase activity
GO:0007169	0.509467523693534	transmembrane receptor protein tyrosine kinase signaling pathway
GO:0070513	0.508180457808698	death domain binding
GO:0001533	0.507459439555412	cornified envelope
GO:1904970	0.504705330120196	brush border assembly
GO:0034237	0.504557229729613	protein kinase A regulatory subunit binding
GO:0005149	0.503084789214417	interleukin-1 receptor binding
GO:0070851	0.503084789214417	growth factor receptor binding
GO:0030676	0.50064593337512	Rac guanyl-nucleotide exchange factor activity
GO:0048365	0.50064593337512	Rac GTPase binding
GO:0051239	0.500637395316248	regulation of multicellular organismal process
GO:0000323	0.498963022756662	lytic vacuole
GO:0005764	0.498963022756662	lysosome
GO:0005184	0.498963022756662	neuropeptide hormone activity
GO:0009986	0.498710138873423	cell surface
GO:0016021	0.497864694254849	integral component of membrane
GO:0031224	0.497864694254849	intrinsic component of membrane
GO:0044425	0.497864694254849	membrane part
GO:0045444	0.494335488532428	fat cell differentiation
GO:0006479	0.493939905077903	protein methylation
GO:0008213	0.493939905077903	protein alkylation
GO:0016571	0.493939905077903	histone methylation
GO:0005911	0.493297711110607	cell-cell junction
GO:0030054	0.493297711110607	cell junction
GO:0045569	0.492823340666134	TRAIL binding
GO:0009605	0.492018443602136	response to external stimulus
GO:0097264	0.490805913715757	self proteolysis
GO:0048515	0.489497352742202	spermatid differentiation
GO:0016032	0.488225156075455	viral process
GO:0030551	0.48601312709279	cyclic nucleotide binding
GO:0035438	0.48601312709279	cyclic-di-GMP binding
GO:0016010	0.48590390832058	dystrophin-associated glycoprotein complex
GO:0016011	0.48590390832058	dystroglycan complex
GO:0016012	0.48590390832058	sarcoglycan complex
GO:0090665	0.48590390832058	glycoprotein complex
GO:0004423	0.484453448892757	iduronate-2-sulfatase activity
GO:0004866	0.480703348822127	endopeptidase inhibitor activity
GO:0061135	0.480703348822127	endopeptidase regulator activity
GO:0030731	0.480155800208954	guanidinoacetate N-methyltransferase activity
GO:0007224	0.479405775401058	smoothened signaling pathway
GO:0004699	0.478742673789959	calcium-independent protein kinase C activity
GO:0080025	0.476260355311664	phosphatidylinositol-3,5-bisphosphate binding
GO:1902936	0.476260355311664	phosphatidylinositol bisphosphate binding
GO:0004551	0.474544271996259	nucleotide diphosphatase activity
GO:0008796	0.474544271996259	bis(5'-nucleosyl)-tetraphosphatase activity
GO:0008146	0.468249894189429	sulfotransferase activity
GO:0007167	0.467513800956365	enzyme linked receptor protein signaling pathway
GO:0098772	0.465903010179229	molecular function regulator
GO:0001784	0.465661984997968	phosphotyrosine residue binding
GO:0045309	0.465661984997968	protein phosphorylated amino acid binding
GO:0051219	0.465661984997968	phosphoprotein binding
GO:0008568	0.463256659603496	microtubule-severing ATPase activity
GO:0043240	0.461928037671996	Fanconi anaemia nuclear complex
GO:0002252	0.459338285804468	immune effector process
GO:0009615	0.459338285804468	response to virus
GO:0051607	0.459338285804468	defense response to virus
GO:0051704	0.458764319357014	multi-organism process
GO:0010256	0.458527236931009	endomembrane system organization
GO:0030414	0.458287130483271	peptidase inhibitor activity
GO:0061134	0.458287130483271	peptidase regulator activity
GO:0042802	0.457480985846985	identical protein binding
GO:0044433	0.456360799891729	cytoplasmic vesicle part
GO:0050793	0.4550077674447	regulation of developmental process
GO:0030674	0.453846396184558	protein binding, bridging
GO:0005070	0.453846396184558	SH3/SH2 adaptor activity
GO:0035591	0.453846396184558	signaling adaptor activity
GO:0060090	0.453846396184558	molecular adaptor activity
GO:0003677	0.45361005476553	DNA binding
GO:0007417	0.452022131143633	central nervous system development
GO:0043547	0.449817564774228	positive regulation of GTPase activity
GO:0051345	0.449817564774228	positive regulation of hydrolase activity
GO:0043254	0.447671615284088	regulation of protein complex assembly
GO:0044087	0.447671615284088	regulation of cellular component biogenesis
GO:0051128	0.447052810388965	regulation of cellular component organization
GO:0008063	0.444549086926233	Toll signaling pathway
GO:0035556	0.443775690434569	intracellular signal transduction
GO:0007420	0.441806941739257	brain development
GO:0021537	0.441806941739257	telencephalon development
GO:0021543	0.441806941739257	pallium development
GO:0021987	0.441806941739257	cerebral cortex development
GO:0030900	0.441806941739257	forebrain development
GO:0060322	0.441806941739257	head development
GO:0005891	0.441334598111209	voltage-gated calcium channel complex
GO:0034703	0.441334598111209	cation channel complex
GO:0034704	0.441334598111209	calcium channel complex
GO:0036128	0.441334598111209	CatSper complex
GO:0007051	0.440703636600686	spindle organization
GO:0007052	0.440703636600686	mitotic spindle organization
GO:0051225	0.440703636600686	spindle assembly
GO:0090307	0.440703636600686	mitotic spindle assembly
GO:1902850	0.440703636600686	microtubule cytoskeleton organization involved in mitosis
GO:0006952	0.438890507020261	defense response
GO:0005198	0.43885850826909	structural molecule activity
GO:0007178	0.437527493023304	transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0007179	0.437527493023304	transforming growth factor beta receptor signaling pathway
GO:0070848	0.437527493023304	response to growth factor
GO:0071363	0.437527493023304	cellular response to growth factor stimulus
GO:0071559	0.437527493023304	response to transforming growth factor beta
GO:0071560	0.437527493023304	cellular response to transforming growth factor beta stimulus
GO:0010498	0.437465034099493	proteasomal protein catabolic process
GO:0030433	0.437465034099493	ubiquitin-dependent ERAD pathway
GO:0034976	0.437465034099493	response to endoplasmic reticulum stress
GO:0036503	0.437465034099493	ERAD pathway
GO:0043161	0.437465034099493	proteasome-mediated ubiquitin-dependent protein catabolic process
GO:0004067	0.434708522323202	asparaginase activity
GO:0016782	0.43394132610361	transferase activity, transferring sulfur-containing groups
GO:0071310	0.433117877024012	cellular response to organic substance
GO:0071495	0.433117877024012	cellular response to endogenous stimulus
GO:0017174	0.431672671099401	glycine N-methyltransferase activity
GO:0000726	0.429147272582678	non-recombinational repair
GO:0008234	0.42902414393813	cysteine-type peptidase activity
GO:0004565	0.427852006178735	beta-galactosidase activity
GO:0015925	0.427852006178735	galactosidase activity
GO:0043085	0.42760357735756	positive regulation of catalytic activity
GO:0044093	0.42760357735756	positive regulation of molecular function
GO:0033043	0.427348003319479	regulation of organelle organization
GO:0007098	0.426059882132443	centrosome cycle
GO:0007099	0.426059882132443	centriole replication
GO:0031023	0.426059882132443	microtubule organizing center organization
GO:0051298	0.426059882132443	centrosome duplication
GO:0098534	0.426059882132443	centriole assembly
GO:0050789	0.42410696177265	regulation of biological process
GO:0010638	0.419885101231972	positive regulation of organelle organization
GO:0051130	0.419885101231972	positive regulation of cellular component organization
GO:0016567	0.419337929232053	protein ubiquitination
GO:0003779	0.41918977960717	actin binding
GO:0005921	0.418681250606482	gap junction
GO:0001735	0.418341406006855	prenylcysteine oxidase activity
GO:0016670	0.418341406006855	oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor
GO:0070887	0.417320264488181	cellular response to chemical stimulus
GO:0009893	0.416889360445312	positive regulation of metabolic process
GO:0010604	0.416889360445312	positive regulation of macromolecule metabolic process
GO:0050794	0.41673118852443	regulation of cellular process
GO:0016051	0.414831396357271	carbohydrate biosynthetic process
GO:0007154	0.41427259744169	cell communication
GO:0065007	0.41427259744169	biological regulation
GO:0048522	0.411930477501626	positive regulation of cellular process
GO:0005544	0.410478866980597	calcium-dependent phospholipid binding
GO:0007160	0.410267213084157	cell-matrix adhesion
GO:0031589	0.410267213084157	cell-substrate adhesion
GO:0008537	0.409815506171959	proteasome activator complex
GO:0023052	0.40935541527621	signaling
GO:0040029	0.408019374052858	regulation of gene expression, epigenetic
GO:0007165	0.40689682419347	signal transduction
GO:0001765	0.406715717315369	membrane raft assembly
GO:0031579	0.406715717315369	membrane raft organization
GO:0044091	0.406715717315369	membrane biogenesis
GO:0044854	0.406715717315369	plasma membrane raft assembly
GO:0044857	0.406715717315369	plasma membrane raft organization
GO:0070836	0.406715717315369	caveola assembly
GO:0071709	0.406715717315369	membrane assembly
GO:0019068	0.406053778823941	virion assembly
GO:0006022	0.405638258654684	aminoglycan metabolic process
GO:0006026	0.405638258654684	aminoglycan catabolic process
GO:0006027	0.405638258654684	glycosaminoglycan catabolic process
GO:0030203	0.405638258654684	glycosaminoglycan metabolic process
GO:0030212	0.405638258654684	hyaluronan metabolic process
GO:0030214	0.405638258654684	hyaluronan catabolic process
GO:1901136	0.405638258654684	carbohydrate derivative catabolic process
GO:1903510	0.405638258654684	mucopolysaccharide metabolic process
GO:0008017	0.40443823311073	microtubule binding
GO:0016441	0.402106049791223	posttranscriptional gene silencing
GO:0035194	0.402106049791223	posttranscriptional gene silencing by RNA
GO:0035195	0.402106049791223	gene silencing by miRNA
GO:0060147	0.402106049791223	regulation of posttranscriptional gene silencing
GO:0060964	0.402106049791223	regulation of gene silencing by miRNA
GO:0060966	0.402106049791223	regulation of gene silencing by RNA
GO:0060968	0.402106049791223	regulation of gene silencing
GO:0044403	0.401686758929669	symbiont process
GO:0044419	0.401686758929669	interspecies interaction between organisms
GO:0051260	0.399505944216806	protein homooligomerization
GO:0042562	0.396226128543771	hormone binding
GO:0005575	0.39460386877977	cellular_component
GO:0015629	0.393504351093112	actin cytoskeleton
GO:0061024	0.392864590947878	membrane organization
GO:0030234	0.39214527769703	enzyme regulator activity
GO:0003953	0.392098587179857	NAD+ nucleosidase activity
GO:0004857	0.391154563796518	enzyme inhibitor activity
GO:0042138	0.391129635449313	meiotic DNA double-strand break formation
GO:0004867	0.389825869997815	serine-type endopeptidase inhibitor activity
GO:0019058	0.389565116907515	viral life cycle
GO:0005216	0.389011196729622	ion channel activity
