GO	CC	annotation
GO:0045859	4.70042888774775e-07	regulation of protein kinase activity
GO:0045860	4.70042888774775e-07	positive regulation of protein kinase activity
GO:0045937	4.70042888774775e-07	positive regulation of phosphate metabolic process
GO:0050730	4.70042888774775e-07	regulation of peptidyl-tyrosine phosphorylation
GO:0050731	4.70042888774775e-07	positive regulation of peptidyl-tyrosine phosphorylation
GO:0051174	4.70042888774775e-07	regulation of phosphorus metabolic process
GO:0051338	4.70042888774775e-07	regulation of transferase activity
GO:0051347	4.70042888774775e-07	positive regulation of transferase activity
GO:0061097	4.70042888774775e-07	regulation of protein tyrosine kinase activity
GO:0061098	4.70042888774775e-07	positive regulation of protein tyrosine kinase activity
GO:0043890	5.74426338584249e-07	N-acetylgalactosamine-6-sulfatase activity
GO:0000255	7.22901284838159e-07	allantoin metabolic process
GO:0019428	7.22901284838159e-07	allantoin biosynthetic process
GO:0030832	4.65908149805452e-06	regulation of actin filament length
GO:0008064	4.65908149805452e-06	regulation of actin polymerization or depolymerization
GO:0008154	4.65908149805452e-06	actin polymerization or depolymerization
GO:0030041	4.65908149805452e-06	actin filament polymerization
GO:0030833	4.65908149805452e-06	regulation of actin filament polymerization
GO:0030838	4.65908149805452e-06	positive regulation of actin filament polymerization
GO:0031334	4.65908149805452e-06	positive regulation of protein complex assembly
GO:0032271	4.65908149805452e-06	regulation of protein polymerization
GO:0032273	4.65908149805452e-06	positive regulation of protein polymerization
GO:0032535	4.65908149805452e-06	regulation of cellular component size
GO:0032956	4.65908149805452e-06	regulation of actin cytoskeleton organization
GO:0032970	4.65908149805452e-06	regulation of actin filament-based process
GO:0044089	4.65908149805452e-06	positive regulation of cellular component biogenesis
GO:0045010	4.65908149805452e-06	actin nucleation
GO:0051125	4.65908149805452e-06	regulation of actin nucleation
GO:0051126	4.65908149805452e-06	negative regulation of actin nucleation
GO:0051258	4.65908149805452e-06	protein polymerization
GO:0051494	4.65908149805452e-06	negative regulation of cytoskeleton organization
GO:0051495	4.65908149805452e-06	positive regulation of cytoskeleton organization
GO:0090066	4.65908149805452e-06	regulation of anatomical structure size
GO:0110053	4.65908149805452e-06	regulation of actin filament organization
GO:1902903	4.65908149805452e-06	regulation of supramolecular fiber organization
GO:1902904	4.65908149805452e-06	negative regulation of supramolecular fiber organization
GO:1902905	4.65908149805452e-06	positive regulation of supramolecular fiber organization
GO:0071107	4.7461854299414e-06	response to parathyroid hormone
GO:0043085	4.96677125036481e-06	positive regulation of catalytic activity
GO:0044093	4.96677125036481e-06	positive regulation of molecular function
GO:0004909	6.43239238498581e-06	interleukin-1, type I, activating receptor activity
GO:0043229	6.74346459844292e-06	intracellular organelle
GO:0043226	6.74346459844292e-06	organelle
GO:0051641	6.90888362199348e-06	cellular localization
GO:0008191	1.1864242920164e-05	metalloendopeptidase inhibitor activity
GO:0007030	2.33348471975058e-05	Golgi organization
GO:0008544	2.61464223316341e-05	epidermis development
GO:0009888	4.10594353611375e-05	tissue development
GO:0005623	4.91113132323535e-05	cell
GO:0044464	4.91113132323535e-05	cell part
GO:0044424	6.42841004133327e-05	intracellular part
GO:0005622	7.47009401648561e-05	intracellular
GO:0000350	0.00012829516283329	generation of catalytic spliceosome for second transesterification step
GO:0000393	0.00012829516283329	spliceosomal conformational changes to generate catalytic conformation
GO:0043254	0.000152275458974617	regulation of protein complex assembly
GO:0044087	0.000152275458974617	regulation of cellular component biogenesis
GO:0016925	0.000208061080928946	protein sumoylation
GO:0140030	0.000411816421529583	modification-dependent protein binding
GO:0032947	0.000469910874394295	protein-containing complex scaffold activity
GO:0007029	0.000646175662991316	endoplasmic reticulum organization
GO:0045048	0.000646175662991316	protein insertion into ER membrane
GO:0051205	0.000646175662991316	protein insertion into membrane
GO:0071816	0.000646175662991316	tail-anchored membrane protein insertion into ER membrane
GO:0032502	0.000711433912143305	developmental process
GO:0008138	0.000925349659622545	protein tyrosine/serine/threonine phosphatase activity
GO:0017017	0.000925349659622545	MAP kinase tyrosine/serine/threonine phosphatase activity
GO:0033549	0.000925349659622545	MAP kinase phosphatase activity
GO:0004896	0.000947997201868408	cytokine receptor activity
GO:0004908	0.000947997201868408	interleukin-1 receptor activity
GO:0048856	0.000954826797257591	anatomical structure development
GO:0004721	0.00107776248194959	phosphoprotein phosphatase activity
GO:0000266	0.001135711044558	mitochondrial fission
GO:0005891	0.00153853398018578	voltage-gated calcium channel complex
GO:0034703	0.00153853398018578	cation channel complex
GO:0034704	0.00153853398018578	calcium channel complex
GO:0036128	0.00153853398018578	CatSper complex
GO:0016192	0.00160706644481973	vesicle-mediated transport
GO:0034061	0.00164471464603517	DNA polymerase activity
GO:0048522	0.00175173012005246	positive regulation of cellular process
GO:0006518	0.00245025405395926	peptide metabolic process
GO:0043043	0.00252728289477766	peptide biosynthetic process
GO:0006412	0.00255923720377143	translation
GO:0007062	0.0025702651827936	sister chromatid cohesion
GO:0007064	0.0025702651827936	mitotic sister chromatid cohesion
GO:0016638	0.0025872403793316	oxidoreductase activity, acting on the CH-NH2 group of donors
GO:0016639	0.0025872403793316	oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor
GO:0140097	0.00279961505110357	catalytic activity, acting on DNA
GO:0004800	0.00292736009813628	thyroxine 5'-deiodinase activity
GO:0005730	0.00298876636395486	nucleolus
GO:0043603	0.00359653552588229	cellular amide metabolic process
GO:0043604	0.00371466261935877	amide biosynthetic process
GO:0008418	0.00389727607554014	protein-N-terminal asparagine amidohydrolase activity
GO:0007186	0.00406116852284491	G protein-coupled receptor signaling pathway
GO:0003924	0.0044699286569544	GTPase activity
GO:0005882	0.00484137031990614	intermediate filament
GO:0045111	0.00484137031990614	intermediate filament cytoskeleton
GO:0099513	0.00484137031990614	polymeric cytoskeletal fiber
GO:0032446	0.00484137031990614	protein modification by small protein conjugation
GO:0070647	0.00484137031990614	protein modification by small protein conjugation or removal
GO:0045095	0.00484137031990614	keratin filament
GO:0044092	0.00491391547906682	negative regulation of molecular function
GO:0044430	0.00542805925076833	cytoskeletal part
GO:0008053	0.00598042305733874	mitochondrial fusion
GO:0072657	0.00599629480630063	protein localization to membrane
GO:0090150	0.00599629480630063	establishment of protein localization to membrane
GO:0017174	0.00646005639487945	glycine N-methyltransferase activity
GO:0005741	0.00669515394953851	mitochondrial outer membrane
GO:0031968	0.00669515394953851	organelle outer membrane
GO:0016054	0.00696240360000684	organic acid catabolic process
GO:0044282	0.00696240360000684	small molecule catabolic process
GO:0046395	0.00696240360000684	carboxylic acid catabolic process
GO:0099080	0.00731300860142449	supramolecular complex
GO:0099081	0.00731300860142449	supramolecular polymer
GO:0099512	0.00731300860142449	supramolecular fiber
GO:0016469	0.00731300860142449	proton-transporting two-sector ATPase complex
GO:0000220	0.00731300860142449	vacuolar proton-transporting V-type ATPase, V0 domain
GO:0033176	0.00731300860142449	proton-transporting V-type ATPase complex
GO:0033177	0.00731300860142449	proton-transporting two-sector ATPase complex, proton-transporting domain
GO:0033179	0.00731300860142449	proton-transporting V-type ATPase, V0 domain
GO:0044437	0.00731300860142449	vacuolar part
GO:0005852	0.0078546464865478	eukaryotic translation initiation factor 3 complex
GO:0004013	0.00904340321942411	adenosylhomocysteinase activity
GO:0016802	0.00904340321942411	trialkylsulfonium hydrolase activity
GO:0019899	0.00945685242804834	enzyme binding
GO:0003682	0.0103825843387445	chromatin binding
GO:0009063	0.0107478768047824	cellular amino acid catabolic process
GO:0048518	0.0142970544276555	positive regulation of biological process
GO:0042162	0.0145310564963237	telomeric DNA binding
GO:0043047	0.0145310564963237	single-stranded telomeric DNA binding
GO:0098847	0.0145310564963237	sequence-specific single stranded DNA binding
GO:0019829	0.0145310564963237	cation-transporting ATPase activity
GO:0005388	0.0145310564963237	calcium-transporting ATPase activity
GO:0015662	0.0145310564963237	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism
GO:0015085	0.0145310564963237	calcium ion transmembrane transporter activity
GO:0022853	0.0145310564963237	active ion transmembrane transporter activity
GO:0042625	0.0145310564963237	ATPase coupled ion transmembrane transporter activity
GO:0009986	0.0145310564963237	cell surface
GO:0019901	0.0146589835853546	protein kinase binding
GO:0008408	0.0157053984661619	3'-5' exonuclease activity
GO:0008297	0.0172277802647029	single-stranded DNA exodeoxyribonuclease activity
GO:0008409	0.0172277802647029	5'-3' exonuclease activity
GO:0035312	0.0172277802647029	5'-3' exodeoxyribonuclease activity
GO:0045145	0.0172277802647029	single-stranded DNA 5'-3' exodeoxyribonuclease activity
GO:0032182	0.0172277802647029	ubiquitin-like protein binding
GO:0043130	0.0172277802647029	ubiquitin binding
GO:0005773	0.0190727681478546	vacuole
GO:0071821	0.020936512165682	FANCM-MHF complex
GO:0048284	0.022106547614286	organelle fusion
GO:0008121	0.0240404176151621	ubiquinol-cytochrome-c reductase activity
GO:0016679	0.0240404176151621	oxidoreductase activity, acting on diphenols and related substances as donors
GO:0016681	0.0240404176151621	oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor
GO:0019900	0.0258763421586676	kinase binding
GO:0004529	0.0269870790139455	exodeoxyribonuclease activity
GO:0016895	0.0269870790139455	exodeoxyribonuclease activity, producing 5'-phosphomonoesters
GO:0004620	0.0273271953356794	phospholipase activity
GO:0016298	0.0273271953356794	lipase activity
GO:0050290	0.0305602642582266	sphingomyelin phosphodiesterase D activity
GO:0017111	0.0351595283974725	nucleoside-triphosphatase activity
GO:0044267	0.043995072214912	cellular protein metabolic process
GO:0044455	0.044574189151553	mitochondrial membrane part
GO:0033365	0.0471410570514349	protein localization to organelle
GO:0003697	0.0538100669749938	single-stranded DNA binding
GO:0006352	0.0561005228623065	DNA-templated transcription, initiation
GO:0015631	0.0561005228623065	tubulin binding
GO:0004129	0.0593398144541633	cytochrome-c oxidase activity
GO:0015002	0.0593398144541633	heme-copper terminal oxidase activity
GO:0015078	0.0593398144541633	proton transmembrane transporter activity
GO:0016675	0.0593398144541633	oxidoreductase activity, acting on a heme group of donors
GO:0016676	0.0593398144541633	oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor
GO:0022857	0.0634668378739047	transmembrane transporter activity
GO:0044446	0.0680976418272793	intracellular organelle part
GO:0008324	0.0680976418272793	cation transmembrane transporter activity
GO:0015075	0.0680976418272793	ion transmembrane transporter activity
GO:0015318	0.0680976418272793	inorganic molecular entity transmembrane transporter activity
GO:0022890	0.0680976418272793	inorganic cation transmembrane transporter activity
GO:0044422	0.0680976418272793	organelle part
GO:0042742	0.0740435542985213	defense response to bacterium
GO:0009617	0.0740435542985213	response to bacterium
GO:0042626	0.0746596421295439	ATPase activity, coupled to transmembrane movement of substances
GO:0015399	0.0746596421295439	primary active transmembrane transporter activity
GO:0015405	0.0746596421295439	P-P-bond-hydrolysis-driven transmembrane transporter activity
GO:0043492	0.0746596421295439	ATPase activity, coupled to movement of substances
GO:0070567	0.0746596421295439	cytidylyltransferase activity
GO:0018022	0.0762461722158572	peptidyl-lysine methylation
GO:0018027	0.0762461722158572	peptidyl-lysine dimethylation
GO:0031056	0.0762461722158572	regulation of histone modification
GO:0031058	0.0762461722158572	positive regulation of histone modification
GO:0031060	0.0762461722158572	regulation of histone methylation
GO:0031062	0.0762461722158572	positive regulation of histone methylation
GO:0034968	0.0762461722158572	histone lysine methylation
GO:0036123	0.0762461722158572	histone H3-K9 dimethylation
GO:0051567	0.0762461722158572	histone H3-K9 methylation
GO:0051570	0.0762461722158572	regulation of histone H3-K9 methylation
GO:0051574	0.0762461722158572	positive regulation of histone H3-K9 methylation
GO:0061647	0.0762461722158572	histone H3-K9 modification
GO:1900109	0.0762461722158572	regulation of histone H3-K9 dimethylation
GO:1900111	0.0762461722158572	positive regulation of histone H3-K9 dimethylation
GO:1902275	0.0762461722158572	regulation of chromatin organization
GO:1905269	0.0762461722158572	positive regulation of chromatin organization
GO:2001252	0.0762461722158572	positive regulation of chromosome organization
GO:0042623	0.0764759166024035	ATPase activity, coupled
GO:0004423	0.0797659437800546	iduronate-2-sulfatase activity
GO:0004045	0.0810821397008472	aminoacyl-tRNA hydrolase activity
GO:0098655	0.0865915598808057	cation transmembrane transport
GO:0098662	0.0865915598808057	inorganic cation transmembrane transport
GO:0098660	0.0867984770546576	inorganic ion transmembrane transport
GO:0004672	0.0906126227889104	protein kinase activity
GO:0052689	0.0925043243072108	carboxylic ester hydrolase activity
GO:0016887	0.0957101330419021	ATPase activity
GO:0019538	0.102170732220537	protein metabolic process
GO:0008134	0.102570336187365	transcription factor binding
GO:0004674	0.107103917863725	protein serine/threonine kinase activity
GO:0015077	0.108535951795803	monovalent inorganic cation transmembrane transporter activity
GO:0015035	0.110734575031072	protein disulfide oxidoreductase activity
GO:0016811	0.115053596032615	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
GO:0016801	0.124634491028242	hydrolase activity, acting on ether bonds
GO:0042256	0.127103602006988	mature ribosome assembly
GO:0043292	0.127103602006988	contractile fiber
GO:0005861	0.127103602006988	troponin complex
GO:0005865	0.127103602006988	striated muscle thin filament
GO:0030016	0.127103602006988	myofibril
GO:0030017	0.127103602006988	sarcomere
GO:0036379	0.127103602006988	myofilament
GO:0044449	0.127103602006988	contractile fiber part
GO:0016773	0.131453424198624	phosphotransferase activity, alcohol group as acceptor
GO:0005149	0.132574675689073	interleukin-1 receptor binding
GO:0070851	0.132574675689073	growth factor receptor binding
GO:0048018	0.138032107308638	receptor ligand activity
GO:0030545	0.138032107308638	receptor regulator activity
GO:0008537	0.143417257438349	proteasome activator complex
GO:0022624	0.147905225893488	proteasome accessory complex
GO:0016805	0.154089815329412	dipeptidase activity
GO:0033044	0.1555067561947	regulation of chromosome organization
GO:1901566	0.156512269405452	organonitrogen compound biosynthetic process
GO:0008083	0.156512269405452	growth factor activity
GO:0018205	0.156866987156074	peptidyl-lysine modification
GO:0019211	0.156866987156074	phosphatase activator activity
GO:0061630	0.161614773436224	ubiquitin protein ligase activity
GO:0061659	0.161614773436224	ubiquitin-like protein ligase activity
GO:0007267	0.162269514666766	cell-cell signaling
GO:0019208	0.166802569897454	phosphatase regulator activity
GO:0016818	0.169115714239502	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
GO:0001664	0.191491244689818	G protein-coupled receptor binding
GO:0019867	0.192140190047789	outer membrane
GO:0010243	0.199458881756741	response to organonitrogen compound
GO:1901698	0.199458881756741	response to nitrogen compound
GO:0004565	0.199458881756741	beta-galactosidase activity
GO:0015925	0.199458881756741	galactosidase activity
GO:0098798	0.207903250976816	mitochondrial protein complex
GO:0005743	0.209924994964704	mitochondrial inner membrane
GO:0047429	0.210332687404349	nucleoside-triphosphate diphosphatase activity
GO:0016817	0.210332687404349	hydrolase activity, acting on acid anhydrides
GO:0005102	0.212882734214814	signaling receptor binding
GO:0005126	0.227895593891744	cytokine receptor binding
GO:0005215	0.230645176395059	transporter activity
GO:0042255	0.239667158822527	ribosome assembly
GO:0016462	0.245673324908806	pyrophosphatase activity
GO:0004379	0.249549577922351	glycylpeptide N-tetradecanoyltransferase activity
GO:0019107	0.249549577922351	myristoyltransferase activity
GO:0016055	0.256934629472012	Wnt signaling pathway
GO:0198738	0.256934629472012	cell-cell signaling by wnt
GO:1905114	0.256934629472012	cell surface receptor signaling pathway involved in cell-cell signaling
GO:0046912	0.258743448801127	transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer
GO:0034702	0.26577747086878	ion channel complex
GO:1902495	0.26577747086878	transmembrane transporter complex
GO:1990351	0.26577747086878	transporter complex
GO:0015629	0.274926599999731	actin cytoskeleton
GO:0016410	0.281487290927523	N-acyltransferase activity
GO:1901564	0.286054371142912	organonitrogen compound metabolic process
GO:0000502	0.286054371142912	proteasome complex
GO:1905368	0.286054371142912	peptidase complex
GO:1905369	0.286054371142912	endopeptidase complex
GO:0006605	0.309093016840119	protein targeting
GO:0006612	0.309093016840119	protein targeting to membrane
GO:0006613	0.309093016840119	cotranslational protein targeting to membrane
GO:0006614	0.309093016840119	SRP-dependent cotranslational protein targeting to membrane
GO:0045047	0.309093016840119	protein targeting to ER
GO:0070972	0.309093016840119	protein localization to endoplasmic reticulum
GO:0072599	0.309093016840119	establishment of protein localization to endoplasmic reticulum
GO:0070925	0.314031794572425	organelle assembly
GO:0019866	0.324109438335943	organelle inner membrane
GO:0007005	0.356872059239794	mitochondrion organization
GO:0042254	0.361310871384198	ribosome biogenesis
GO:0098797	0.36143249138835	plasma membrane protein complex
GO:0016743	0.362190486095479	carboxyl- or carbamoyltransferase activity
GO:0006479	0.381055333597375	protein methylation
GO:0008213	0.381055333597375	protein alkylation
GO:0016571	0.381055333597375	histone methylation
GO:0070070	0.382663031546401	proton-transporting V-type ATPase complex assembly
GO:0070072	0.382663031546401	vacuolar proton-transporting V-type ATPase complex assembly
GO:0042393	0.390304467802151	histone binding
GO:0005794	0.393607366880052	Golgi apparatus
GO:0006733	0.40082410675218	oxidoreduction coenzyme metabolic process
GO:0006743	0.40082410675218	ubiquinone metabolic process
GO:0006744	0.40082410675218	ubiquinone biosynthetic process
GO:0042180	0.40082410675218	cellular ketone metabolic process
GO:0042181	0.40082410675218	ketone biosynthetic process
GO:1901661	0.40082410675218	quinone metabolic process
GO:1901663	0.40082410675218	quinone biosynthetic process
GO:0005740	0.420015663523383	mitochondrial envelope
GO:0031966	0.420015663523383	mitochondrial membrane
GO:0012505	0.429053821030395	endomembrane system
GO:0008026	0.431333286171641	ATP-dependent helicase activity
GO:0070035	0.431333286171641	purine NTP-dependent helicase activity
GO:0005815	0.43665396376697	microtubule organizing center
GO:0033043	0.43665396376697	regulation of organelle organization
GO:0001882	0.43665396376697	nucleoside binding
GO:0001883	0.43665396376697	purine nucleoside binding
GO:0005525	0.43665396376697	GTP binding
GO:0032549	0.43665396376697	ribonucleoside binding
GO:0032550	0.43665396376697	purine ribonucleoside binding
GO:0019001	0.43665396376697	guanyl nucleotide binding
GO:0032561	0.43665396376697	guanyl ribonucleotide binding
GO:0044425	0.43665396376697	membrane part
GO:0003712	0.43665396376697	transcription coregulator activity
GO:0015036	0.437625538771618	disulfide oxidoreductase activity
GO:0005854	0.442363252893893	nascent polypeptide-associated complex
GO:0005576	0.44750758393069	extracellular region
GO:0003678	0.44750758393069	DNA helicase activity
GO:0004003	0.44750758393069	ATP-dependent DNA helicase activity
GO:0008094	0.44750758393069	DNA-dependent ATPase activity
GO:0016528	0.452441427782636	sarcoplasm
GO:0030314	0.452441427782636	junctional membrane complex
GO:0016746	0.457366549743718	transferase activity, transferring acyl groups
GO:0003796	0.457366549743718	lysozyme activity
GO:0061783	0.457366549743718	peptidoglycan muralytic activity
GO:0016021	0.457366549743718	integral component of membrane
GO:0031224	0.460816502753015	intrinsic component of membrane
GO:0070071	0.465384111999623	proton-transporting two-sector ATPase complex assembly
GO:0045569	0.466008476724352	TRAIL binding
GO:0009607	0.466008476724352	response to biotic stimulus
GO:0051707	0.466008476724352	response to other organism
GO:0043207	0.466008476724352	response to external biotic stimulus
GO:0098542	0.466008476724352	defense response to other organism
GO:0016570	0.468208678170814	histone modification
GO:0016569	0.468208678170814	covalent chromatin modification
GO:0009055	0.480133222646986	electron transfer activity
GO:0005923	0.512512786246185	bicellular tight junction
GO:0043296	0.512512786246185	apical junction complex
GO:0070160	0.512512786246185	tight junction
GO:0031109	0.558102957846449	microtubule polymerization or depolymerization
GO:0031110	0.558102957846449	regulation of microtubule polymerization or depolymerization
GO:0032886	0.558102957846449	regulation of microtubule-based process
GO:0070507	0.558102957846449	regulation of microtubule cytoskeleton organization
GO:0007217	0.559951513141828	tachykinin receptor signaling pathway
GO:0008219	0.571088625828665	cell death
GO:0004910	0.57683338218192	interleukin-1, type II, blocking receptor activity
GO:0006915	0.57683338218192	apoptotic process
GO:0012501	0.57683338218192	programmed cell death
GO:0009605	0.58231632544722	response to external stimulus
GO:0031967	0.590895533574756	organelle envelope
GO:1902494	0.591361164792956	catalytic complex
GO:0031975	0.591361164792956	envelope
GO:0016667	0.593540272228999	oxidoreductase activity, acting on a sulfur group of donors
GO:0098796	0.596192419662414	membrane protein complex
GO:0016032	0.596565498123807	viral process
GO:0044403	0.596565498123807	symbiont process
GO:0044419	0.596565498123807	interspecies interaction between organisms
GO:0010941	0.596565498123807	regulation of cell death
GO:0042981	0.596565498123807	regulation of apoptotic process
GO:0043067	0.596565498123807	regulation of programmed cell death
GO:0022804	0.596565498123807	active transmembrane transporter activity
GO:0005840	0.627135316512499	ribosome
GO:0000151	0.627135316512499	ubiquitin ligase complex
GO:0000152	0.627135316512499	nuclear ubiquitin ligase complex
GO:0005680	0.627135316512499	anaphase-promoting complex
GO:0031461	0.627135316512499	cullin-RING ubiquitin ligase complex
GO:0015630	0.628912152941773	microtubule cytoskeleton
GO:0017056	0.62967665413028	structural constituent of nuclear pore
GO:0044877	0.641450871708783	protein-containing complex binding
GO:0055085	0.643402439583001	transmembrane transport
GO:0097367	0.669018412879595	carbohydrate derivative binding
GO:0072594	0.669018412879595	establishment of protein localization to organelle
GO:0017076	0.669018412879595	purine nucleotide binding
GO:0032555	0.669018412879595	purine ribonucleotide binding
GO:0046873	0.672208761159313	metal ion transmembrane transporter activity
GO:0046983	0.685097713114658	protein dimerization activity
GO:0032553	0.685097713114658	ribonucleotide binding
GO:0051015	0.685097713114658	actin filament binding
GO:0035639	0.685097713114658	purine ribonucleoside triphosphate binding
GO:0044429	0.685097713114658	mitochondrial part
GO:0007088	0.685097713114658	regulation of mitotic nuclear division
GO:0044772	0.685097713114658	mitotic cell cycle phase transition
GO:0007091	0.685097713114658	metaphase/anaphase transition of mitotic cell cycle
GO:0007093	0.685097713114658	mitotic cell cycle checkpoint
GO:0007094	0.685097713114658	mitotic spindle assembly checkpoint
GO:0007346	0.685097713114658	regulation of mitotic cell cycle
GO:0010564	0.685097713114658	regulation of cell cycle process
GO:0010948	0.685097713114658	negative regulation of cell cycle process
GO:0010965	0.685097713114658	regulation of mitotic sister chromatid separation
GO:0030071	0.685097713114658	regulation of mitotic metaphase/anaphase transition
GO:0031577	0.685097713114658	spindle checkpoint
GO:0033045	0.685097713114658	regulation of sister chromatid segregation
GO:0033046	0.685097713114658	negative regulation of sister chromatid segregation
GO:0033047	0.685097713114658	regulation of mitotic sister chromatid segregation
GO:0033048	0.685097713114658	negative regulation of mitotic sister chromatid segregation
GO:0044770	0.685097713114658	cell cycle phase transition
GO:0044784	0.685097713114658	metaphase/anaphase transition of cell cycle
GO:0045839	0.685097713114658	negative regulation of mitotic nuclear division
GO:0045841	0.685097713114658	negative regulation of mitotic metaphase/anaphase transition
GO:0045930	0.685097713114658	negative regulation of mitotic cell cycle
GO:0051304	0.685097713114658	chromosome separation
GO:0051306	0.685097713114658	mitotic sister chromatid separation
GO:0051783	0.685097713114658	regulation of nuclear division
GO:0051784	0.685097713114658	negative regulation of nuclear division
