GO	CC	annotation
GO:0051240	0.883993405506452	positive regulation of multicellular organismal process
GO:0060249	0.883993405506452	anatomical structure homeostasis
GO:0061458	0.883993405506452	reproductive system development
GO:0071369	0.883993405506452	cellular response to ethylene stimulus
GO:0071669	0.883993405506452	plant-type cell wall organization or biogenesis
GO:0090558	0.883993405506452	plant epidermis development
GO:2000026	0.883993405506452	regulation of multicellular organismal development
GO:2000028	0.883993405506452	regulation of photoperiodism, flowering
GO:2000038	0.883993405506452	regulation of stomatal complex development
GO:2000123	0.883993405506452	positive regulation of stomatal complex development
GO:2000241	0.883993405506452	regulation of reproductive process
GO:0004143	0.883993405506452	diacylglycerol kinase activity
GO:0016636	0.883993405506452	oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor
GO:0051743	0.883993405506452	red chlorophyll catabolite reductase activity
GO:0006555	0.883993405506452	methionine metabolic process
GO:0009066	0.883993405506452	aspartate family amino acid metabolic process
GO:0009067	0.883993405506452	aspartate family amino acid biosynthetic process
GO:0009086	0.883993405506452	methionine biosynthetic process
GO:0019509	0.883993405506452	L-methionine salvage from methylthioadenosine
GO:0043094	0.883993405506452	cellular metabolic compound salvage
GO:0043102	0.883993405506452	amino acid salvage
GO:0071265	0.883993405506452	L-methionine biosynthetic process
GO:0071267	0.883993405506452	L-methionine salvage
GO:0043531	0.883993405506452	ADP binding
GO:0048519	0.883993405506452	negative regulation of biological process
GO:0031975	0.883993405506452	envelope
GO:0051726	0.871148336238049	regulation of cell cycle
GO:0000271	0.86656901430682	polysaccharide biosynthetic process
GO:0009733	0.86656901430682	response to auxin
GO:0010383	0.86656901430682	cell wall polysaccharide metabolic process
GO:0010410	0.86656901430682	hemicellulose metabolic process
GO:0033692	0.86656901430682	cellular polysaccharide biosynthetic process
GO:0034637	0.86656901430682	cellular carbohydrate biosynthetic process
GO:0044036	0.86656901430682	cell wall macromolecule metabolic process
GO:0044038	0.86656901430682	cell wall macromolecule biosynthetic process
GO:0044262	0.86656901430682	cellular carbohydrate metabolic process
GO:0044264	0.86656901430682	cellular polysaccharide metabolic process
GO:0045491	0.86656901430682	xylan metabolic process
GO:0045492	0.86656901430682	xylan biosynthetic process
GO:0070589	0.86656901430682	cellular component macromolecule biosynthetic process
GO:0070592	0.86656901430682	cell wall polysaccharide biosynthetic process
GO:0031519	0.86656901430682	PcG protein complex
GO:0016837	0.86656901430682	carbon-oxygen lyase activity, acting on polysaccharides
GO:0030570	0.86656901430682	pectate lyase activity
GO:0033926	0.86656901430682	glycopeptide alpha-N-acetylgalactosaminidase activity
GO:0140103	0.86656901430682	catalytic activity, acting on a glycoprotein
GO:0016485	0.866414740765648	protein processing
GO:0030908	0.866414740765648	protein splicing
GO:0000904	0.865479308231423	cell morphogenesis involved in differentiation
GO:0006935	0.865479308231423	chemotaxis
GO:0007286	0.865479308231423	spermatid development
GO:0007291	0.865479308231423	sperm individualization
GO:0007349	0.865479308231423	cellularization
GO:0007409	0.865479308231423	axonogenesis
GO:0007411	0.865479308231423	axon guidance
GO:0008156	0.865479308231423	negative regulation of DNA replication
GO:0008643	0.865479308231423	carbohydrate transport
GO:0009401	0.865479308231423	phosphoenolpyruvate-dependent sugar phosphotransferase system
GO:0022008	0.865479308231423	neurogenesis
GO:0030182	0.865479308231423	neuron differentiation
GO:0031175	0.865479308231423	neuron projection development
GO:0032297	0.865479308231423	negative regulation of DNA-dependent DNA replication initiation
GO:0032990	0.865479308231423	cell part morphogenesis
GO:0042330	0.865479308231423	taxis
GO:0042618	0.865479308231423	poly-hydroxybutyrate metabolic process
GO:0042619	0.865479308231423	poly-hydroxybutyrate biosynthetic process
GO:0048666	0.865479308231423	neuron development
GO:0048667	0.865479308231423	cell morphogenesis involved in neuron differentiation
GO:0048699	0.865479308231423	generation of neurons
GO:0048812	0.865479308231423	neuron projection morphogenesis
GO:0048858	0.865479308231423	cell projection morphogenesis
GO:0061564	0.865479308231423	axon development
GO:0097485	0.865479308231423	neuron projection guidance
GO:0120039	0.865479308231423	plasma membrane bounded cell projection morphogenesis
GO:1901440	0.865479308231423	poly(hydroxyalkanoate) metabolic process
GO:1901441	0.865479308231423	poly(hydroxyalkanoate) biosynthetic process
GO:2000104	0.865479308231423	negative regulation of DNA-dependent DNA replication
GO:0004474	0.865479308231423	malate synthase activity
GO:0008658	0.865479308231423	penicillin binding
GO:0009007	0.865479308231423	site-specific DNA-methyltransferase (adenine-specific) activity
GO:0009008	0.865479308231423	DNA-methyltransferase activity
GO:0031406	0.865479308231423	carboxylic acid binding
GO:0033293	0.865479308231423	monocarboxylic acid binding
GO:0043177	0.865479308231423	organic acid binding
GO:1990234	0.865479308231423	transferase complex
GO:0090729	0.862636296597064	toxin activity
GO:0030145	0.862636296597064	manganese ion binding
GO:0008830	0.862636296597064	dTDP-4-dehydrorhamnose 3,5-epimerase activity
GO:0008236	0.861013472016732	serine-type peptidase activity
GO:0017171	0.861013472016732	serine hydrolase activity
GO:0031967	0.859765814356617	organelle envelope
GO:0140096	0.859765814356617	catalytic activity, acting on a protein
GO:0016570	0.847332920608322	histone modification
GO:0016569	0.847332920608322	covalent chromatin modification
GO:0006890	0.834088743473604	retrograde vesicle-mediated transport, Golgi to ER
GO:0050220	0.830568111027841	prostaglandin-E synthase activity
GO:0016042	0.824966163186108	lipid catabolic process
GO:0031090	0.824719503138325	organelle membrane
GO:0043169	0.824719503138325	cation binding
GO:0005892	0.822964968531535	acetylcholine-gated channel complex
GO:0043235	0.822964968531535	receptor complex
GO:0098802	0.822964968531535	plasma membrane receptor complex
GO:0004312	0.821974167128219	fatty acid synthase activity
GO:0040011	0.821308428255245	locomotion
GO:0019213	0.821308428255245	deacetylase activity
GO:0098796	0.809074820242157	membrane protein complex
GO:0003682	0.790756951873182	chromatin binding
GO:0004560	0.787578843190054	alpha-L-fucosidase activity
GO:0015928	0.787578843190054	fucosidase activity
GO:0010970	0.787578843190054	transport along microtubule
GO:0030705	0.787578843190054	cytoskeleton-dependent intracellular transport
GO:0031503	0.787578843190054	protein-containing complex localization
GO:0042073	0.787578843190054	intraciliary transport
GO:0044782	0.787578843190054	cilium organization
GO:0099111	0.787578843190054	microtubule-based transport
GO:0009236	0.786271038617587	cobalamin biosynthetic process
GO:0015689	0.786271038617587	molybdate ion transport
GO:0033014	0.786271038617587	tetrapyrrole biosynthetic process
GO:0042274	0.786271038617587	ribosomal small subunit biogenesis
GO:0008855	0.786271038617587	exodeoxyribonuclease VII activity
GO:0008408	0.786246409166116	3'-5' exonuclease activity
GO:0007015	0.783851879332468	actin filament organization
GO:0097435	0.783851879332468	supramolecular fiber organization
GO:0005929	0.783851879332468	cilium
GO:0034464	0.783851879332468	BBSome
GO:0042995	0.783851879332468	cell projection
GO:0044441	0.783851879332468	ciliary part
GO:0044463	0.783851879332468	cell projection part
GO:0120025	0.783851879332468	plasma membrane bounded cell projection
GO:0120038	0.783851879332468	plasma membrane bounded cell projection part
GO:0008218	0.781309631860711	bioluminescence
GO:0003995	0.778252166463322	acyl-CoA dehydrogenase activity
GO:0016192	0.772726110743904	vesicle-mediated transport
GO:0000175	0.772191079817853	3'-5'-exoribonuclease activity
GO:0004532	0.772191079817853	exoribonuclease activity
GO:0016896	0.772191079817853	exoribonuclease activity, producing 5'-phosphomonoesters
GO:0009055	0.764960236417922	electron transfer activity
GO:0016763	0.764960236417922	transferase activity, transferring pentosyl groups
GO:0050511	0.764657331667816	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity
GO:0016050	0.756444780261695	vesicle organization
GO:0016854	0.75443136936614	racemase and epimerase activity
GO:0016857	0.75443136936614	racemase and epimerase activity, acting on carbohydrates and derivatives
GO:0046872	0.748684787868148	metal ion binding
GO:0004112	0.748414433886024	cyclic-nucleotide phosphodiesterase activity
GO:0019899	0.739185906752066	enzyme binding
GO:0006353	0.734625466795386	DNA-templated transcription, termination
GO:0019028	0.731959718138748	viral capsid
GO:0001871	0.731083824672017	pattern binding
GO:0030247	0.731083824672017	polysaccharide binding
GO:0001653	0.729548629781143	peptide receptor activity
GO:0004930	0.729548629781143	G protein-coupled receptor activity
GO:0008528	0.729548629781143	G protein-coupled peptide receptor activity
GO:0017062	0.729548629781143	respiratory chain complex III assembly
GO:0034551	0.729548629781143	mitochondrial respiratory chain complex III assembly
GO:0009110	0.717030448660887	vitamin biosynthetic process
GO:0042364	0.717030448660887	water-soluble vitamin biosynthetic process
GO:0030246	0.717030448660887	carbohydrate binding
GO:0006450	0.713349873462426	regulation of translational fidelity
GO:0016805	0.709357207722667	dipeptidase activity
GO:0033108	0.709003873705146	mitochondrial respiratory chain complex assembly
GO:0006820	0.687337443837967	anion transport
GO:0004180	0.678595468965699	carboxypeptidase activity
GO:0004181	0.678595468965699	metallocarboxypeptidase activity
GO:0030030	0.677778960146491	cell projection organization
GO:0120036	0.677778960146491	plasma membrane bounded cell projection organization
GO:0005976	0.668313158999826	polysaccharide metabolic process
GO:0005549	0.668313158999826	odorant binding
GO:0030695	0.667078523063062	GTPase regulator activity
GO:0060589	0.667078523063062	nucleoside-triphosphatase regulator activity
GO:0006342	0.648816511142932	chromatin silencing
GO:0045814	0.648816511142932	negative regulation of gene expression, epigenetic
GO:0008410	0.646126787531147	CoA-transferase activity
GO:0015708	0.636709702797333	silicic acid import across plasma membrane
GO:0098661	0.636709702797333	inorganic anion transmembrane transport
GO:0098739	0.636709702797333	import across plasma membrane
GO:0006658	0.632825912803413	phosphatidylserine metabolic process
GO:0006659	0.632825912803413	phosphatidylserine biosynthetic process
GO:0016846	0.631793048799183	carbon-sulfur lyase activity
GO:0071944	0.604961893320484	cell periphery
GO:0042393	0.601695847915012	histone binding
GO:0000184	0.597927239519745	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
GO:0071203	0.590153679068729	WASH complex
GO:0004791	0.589198775002499	thioredoxin-disulfide reductase activity
GO:0016668	0.589198775002499	oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor
GO:0006323	0.576758057893867	DNA packaging
GO:0071103	0.576758057893867	DNA conformation change
GO:0004527	0.561524716845267	exonuclease activity
GO:0005085	0.561298064960203	guanyl-nucleotide exchange factor activity
GO:0022607	0.554871080848696	cellular component assembly
GO:0007030	0.543016019247737	Golgi organization
GO:0007623	0.543016019247737	circadian rhythm
GO:0042752	0.543016019247737	regulation of circadian rhythm
GO:0042753	0.543016019247737	positive regulation of circadian rhythm
GO:0048511	0.543016019247737	rhythmic process
GO:0005746	0.543016019247737	mitochondrial respiratory chain
GO:0005654	0.540737549490854	nucleoplasm
GO:0044451	0.540737549490854	nucleoplasm part
GO:0008081	0.540737549490854	phosphoric diester hydrolase activity
GO:0004731	0.540686016270288	purine-nucleoside phosphorylase activity
GO:0017061	0.540686016270288	S-methyl-5-thioadenosine phosphorylase activity
GO:0005886	0.528633105642788	plasma membrane
GO:0048583	0.526498207779871	regulation of response to stimulus
GO:0005515	0.526498207779871	protein binding
GO:2001070	0.525560916642262	starch binding
GO:0070273	0.523111754575048	phosphatidylinositol-4-phosphate binding
GO:0007018	0.520382650253181	microtubule-based movement
GO:0009063	0.516794097208621	cellular amino acid catabolic process
GO:0042302	0.512939102259079	structural constituent of cuticle
GO:0010011	0.512775454021431	auxin binding
GO:0048523	0.512775454021431	negative regulation of cellular process
GO:0004222	0.512775454021431	metalloendopeptidase activity
GO:0017022	0.512693391683121	myosin binding
GO:0005869	0.510625379601408	dynactin complex
GO:0005875	0.510625379601408	microtubule associated complex
GO:0006928	0.506967845922078	movement of cell or subcellular component
GO:0008767	0.506770328776601	UDP-galactopyranose mutase activity
GO:0017056	0.499677196803619	structural constituent of nuclear pore
GO:0003909	0.49769147380637	DNA ligase activity
GO:0016886	0.49769147380637	ligase activity, forming phosphoric ester bonds
GO:0017000	0.496536869122896	antibiotic biosynthetic process
GO:0016158	0.496536869122896	3-phytase activity
GO:1901981	0.496291723348486	phosphatidylinositol phosphate binding
GO:0051301	0.494964144583373	cell division
GO:0065003	0.485881244602368	protein-containing complex assembly
GO:0016798	0.485881244602368	hydrolase activity, acting on glycosyl bonds
GO:0006771	0.483049772791467	riboflavin metabolic process
GO:0009231	0.483049772791467	riboflavin biosynthetic process
GO:0042726	0.483049772791467	flavin-containing compound metabolic process
GO:0042727	0.483049772791467	flavin-containing compound biosynthetic process
GO:0012505	0.472367321091606	endomembrane system
GO:0016840	0.468187560789327	carbon-nitrogen lyase activity
GO:0016841	0.468187560789327	ammonia-lyase activity
GO:0016603	0.461080384595621	glutaminyl-peptide cyclotransferase activity
GO:0005740	0.458576812939714	mitochondrial envelope
GO:0031966	0.458576812939714	mitochondrial membrane
GO:0009555	0.452547022632843	pollen development
GO:0048229	0.452547022632843	gametophyte development
GO:0048193	0.451928957842053	Golgi vesicle transport
GO:0000785	0.451928957842053	chromatin
GO:0000790	0.451928957842053	nuclear chromatin
GO:0031011	0.451928957842053	Ino80 complex
GO:0033202	0.451928957842053	DNA helicase complex
GO:0070603	0.451928957842053	SWI/SNF superfamily-type complex
GO:0097346	0.451928957842053	INO80-type complex
GO:1904949	0.451928957842053	ATPase complex
GO:0031409	0.443058190647577	pigment binding
GO:0006835	0.430710722703365	dicarboxylic acid transport
GO:0015743	0.430710722703365	malate transport
GO:0015740	0.430710722703365	C4-dicarboxylate transport
GO:0006888	0.42583616473407	ER to Golgi vesicle-mediated transport
GO:0009237	0.421421440632086	siderophore metabolic process
GO:0019184	0.421421440632086	nonribosomal peptide biosynthetic process
GO:0019290	0.421421440632086	siderophore biosynthetic process
GO:0008966	0.421421440632086	phosphoglucosamine mutase activity
GO:0008773	0.417348204492598	[protein-PII] uridylyltransferase activity
GO:0070569	0.417348204492598	uridylyltransferase activity
GO:0017016	0.404108239624162	Ras GTPase binding
GO:0017048	0.404108239624162	Rho GTPase binding
GO:0031267	0.404108239624162	small GTPase binding
GO:0009966	0.394340422890544	regulation of signal transduction
GO:0010646	0.394340422890544	regulation of cell communication
GO:0015630	0.394147047207457	microtubule cytoskeleton
GO:0003713	0.366377984283326	transcription coactivator activity
GO:0031929	0.354715567586863	TOR signaling
GO:0032006	0.354715567586863	regulation of TOR signaling
GO:0004830	0.353985107185725	tryptophan-tRNA ligase activity
GO:0004749	0.349221097095637	ribose phosphate diphosphokinase activity
GO:0016778	0.349221097095637	diphosphotransferase activity
GO:0004820	0.342192652357984	glycine-tRNA ligase activity
GO:0019900	0.338939143322749	kinase binding
GO:0019901	0.338939143322749	protein kinase binding
GO:0007264	0.336583677971442	small GTPase mediated signal transduction
GO:0009404	0.327961972467138	toxin metabolic process
GO:0070469	0.324333485641291	respiratory chain
GO:0120114	0.321215431458967	Sm-like protein family complex
GO:0045229	0.319091160631169	external encapsulating structure organization
GO:0071555	0.319091160631169	cell wall organization
GO:0000272	0.318873398253929	polysaccharide catabolic process
GO:0016052	0.318873398253929	carbohydrate catabolic process
GO:0000266	0.318730319082312	mitochondrial fission
GO:0000724	0.315123290685637	double-strand break repair via homologous recombination
GO:0000725	0.315123290685637	recombinational repair
GO:0008418	0.312801458770929	protein-N-terminal asparagine amidohydrolase activity
GO:0000502	0.311890022037846	proteasome complex
GO:1905368	0.311890022037846	peptidase complex
GO:1905369	0.311890022037846	endopeptidase complex
GO:0005637	0.311357352320924	nuclear inner membrane
GO:0005639	0.311357352320924	integral component of nuclear inner membrane
GO:0031229	0.311357352320924	intrinsic component of nuclear inner membrane
GO:0031300	0.311357352320924	intrinsic component of organelle membrane
GO:0031301	0.311357352320924	integral component of organelle membrane
GO:0031965	0.311357352320924	nuclear membrane
GO:0044453	0.311357352320924	nuclear membrane part
GO:0046558	0.310844224129423	arabinan endo-1,5-alpha-L-arabinosidase activity
GO:0001897	0.306242467176043	cytolysis by symbiont of host cells
GO:0001906	0.306242467176043	cell killing
GO:0001907	0.306242467176043	killing by symbiont of host cells
GO:0019835	0.306242467176043	cytolysis
GO:0009403	0.306242467176043	toxin biosynthetic process
GO:0019836	0.306242467176043	hemolysis by symbiont of host erythrocytes
GO:0031640	0.306242467176043	killing of cells of other organism
GO:0033609	0.306242467176043	oxalate metabolic process
GO:0035821	0.306242467176043	modification of morphology or physiology of other organism
GO:0043385	0.306242467176043	mycotoxin metabolic process
GO:0043386	0.306242467176043	mycotoxin biosynthetic process
GO:0044003	0.306242467176043	modification by symbiont of host morphology or physiology
GO:0044004	0.306242467176043	disruption by symbiont of host cell
GO:0044179	0.306242467176043	hemolysis in other organism
GO:0044364	0.306242467176043	disruption of cells of other organism
GO:0051701	0.306242467176043	interaction with host
GO:0051715	0.306242467176043	cytolysis in other organism
GO:0051801	0.306242467176043	cytolysis in other organism involved in symbiotic interaction
GO:0051817	0.306242467176043	modification of morphology or physiology of other organism involved in symbiotic interaction
GO:0051818	0.306242467176043	disruption of cells of other organism involved in symbiotic interaction
GO:0051883	0.306242467176043	killing of cells in other organism involved in symbiotic interaction
GO:0052331	0.306242467176043	hemolysis in other organism involved in symbiotic interaction
GO:0016977	0.306242467176043	chitosanase activity
GO:0050032	0.306242467176043	L-rhamnonate dehydratase activity
GO:0006760	0.303867374765821	folic acid-containing compound metabolic process
GO:0009396	0.303867374765821	folic acid-containing compound biosynthetic process
GO:0042559	0.303867374765821	pteridine-containing compound biosynthetic process
GO:0019866	0.301069990274604	organelle inner membrane
GO:0019012	0.299740405961915	virion
GO:0044423	0.299740405961915	virion part
GO:0016773	0.295998334023023	phosphotransferase activity, alcohol group as acceptor
GO:0050188	0.295998334023023	phosphoenolpyruvate mutase activity
GO:0061630	0.290206568143038	ubiquitin protein ligase activity
GO:0061659	0.290206568143038	ubiquitin-like protein ligase activity
GO:0030001	0.285382079075434	metal ion transport
GO:0032259	0.283408455604196	methylation
GO:0009249	0.280182122572461	protein lipoylation
GO:0018065	0.280182122572461	protein-cofactor linkage
GO:0016539	0.276418596860515	intein-mediated protein splicing
GO:0007062	0.273185941915216	sister chromatid cohesion
GO:0007064	0.273185941915216	mitotic sister chromatid cohesion
GO:0015926	0.272956158001766	glucosidase activity
GO:0045277	0.257764196179088	respiratory chain complex IV
GO:0098803	0.257764196179088	respiratory chain complex
GO:0019904	0.255784104001145	protein domain specific binding
GO:0008430	0.251225471797943	selenium binding
GO:0005743	0.249502031802781	mitochondrial inner membrane
GO:0030798	0.24940886792344	trans-aconitate 2-methyltransferase activity
GO:0009439	0.247033291101198	cyanate metabolic process
GO:0003910	0.246163838055782	DNA ligase (ATP) activity
GO:0050825	0.238952538476651	ice binding
GO:0050824	0.238952538476651	water binding
GO:0005773	0.22793957666244	vacuole
GO:0051640	0.22793928003454	organelle localization
GO:0008242	0.222450369222577	omega peptidase activity
GO:0016803	0.221884984015633	ether hydrolase activity
GO:0033961	0.221884984015633	cis-stilbene-oxide hydrolase activity
GO:0004690	0.218755374677118	cyclic nucleotide-dependent protein kinase activity
GO:0004692	0.218755374677118	cGMP-dependent protein kinase activity
GO:0051321	0.215103056551981	meiotic cell cycle
GO:0042398	0.213840381498633	cellular modified amino acid biosynthetic process
GO:0004843	0.211065581527387	thiol-dependent ubiquitin-specific protease activity
GO:0036459	0.211065581527387	thiol-dependent ubiquitinyl hydrolase activity
GO:0019783	0.211065581527387	ubiquitin-like protein-specific protease activity
GO:0101005	0.211065581527387	ubiquitinyl hydrolase activity
GO:0015035	0.205921788697857	protein disulfide oxidoreductase activity
GO:0019219	0.20303182767559	regulation of nucleobase-containing compound metabolic process
GO:0071107	0.195446704814666	response to parathyroid hormone
GO:0048646	0.195446704814666	anatomical structure formation involved in morphogenesis
GO:0018298	0.193220489752625	protein-chromophore linkage
GO:0019031	0.191493210444032	viral envelope
GO:0036338	0.191493210444032	viral membrane
GO:0008761	0.191493210444032	UDP-N-acetylglucosamine 2-epimerase activity
GO:0008798	0.191493210444032	beta-aspartyl-peptidase activity
GO:0051252	0.187425395706081	regulation of RNA metabolic process
GO:0005215	0.187425395706081	transporter activity
GO:0044550	0.187318887472142	secondary metabolite biosynthetic process
GO:0007338	0.18681191531609	single fertilization
GO:0009566	0.18681191531609	fertilization
GO:0006355	0.180064359296979	regulation of transcription, DNA-templated
GO:1903506	0.180064359296979	regulation of nucleic acid-templated transcription
GO:2001141	0.180064359296979	regulation of RNA biosynthetic process
GO:0003697	0.178950239340569	single-stranded DNA binding
GO:0010257	0.177519340580243	NADH dehydrogenase complex assembly
GO:0032981	0.177519340580243	mitochondrial respiratory chain complex I assembly
GO:0050290	0.177519340580243	sphingomyelin phosphodiesterase D activity
GO:0009889	0.17311346793316	regulation of biosynthetic process
GO:0051020	0.168093613220269	GTPase binding
GO:0044431	0.165895167829943	Golgi apparatus part
GO:0004620	0.160372439142965	phospholipase activity
GO:0016298	0.160372439142965	lipase activity
GO:0031323	0.158998920905072	regulation of cellular metabolic process
GO:0051171	0.158998920905072	regulation of nitrogen compound metabolic process
GO:0080090	0.158998920905072	regulation of primary metabolic process
GO:0008252	0.156282315797582	nucleotidase activity
GO:0035091	0.152409842409774	phosphatidylinositol binding
GO:0008535	0.149105733853215	respiratory chain complex IV assembly
GO:0033617	0.149105733853215	mitochondrial respiratory chain complex IV assembly
GO:0004366	0.147606528516007	glycerol-3-phosphate O-acyltransferase activity
GO:0005507	0.14603138954762	copper ion binding
