GO	CC	annotation
GO:0000197	0	activation of MAPKKK activity involved in cell wall organization or biogenesis
GO:0000198	0	activation of MAPKK activity involved in cell wall organization or biogenesis
GO:0000199	0	activation of MAPK activity involved in cell wall organization or biogenesis
GO:0000200	0	inactivation of MAPK activity involved in cell wall organization or biogenesis
GO:0000209	0	protein polyubiquitination
GO:0019941	25.0409420846702	modification-dependent protein catabolic process
GO:0000212	0	meiotic spindle organization
GO:0000226	21.4270742798713	microtubule cytoskeleton organization
GO:0000236	0	mitotic prometaphase
GO:0000237	0	leptotene
GO:0000238	0	zygotene
GO:0000239	0	pachytene
GO:0000240	0	diplotene
GO:0000241	0	diakinesis
GO:0000244	0	spliceosomal tri-snRNP complex assembly
GO:0000245	0	spliceosomal complex assembly
GO:0000255	0.590576403020708	allantoin metabolic process
GO:0000256	0	allantoin catabolic process
GO:0000266	0.70364902559409	mitochondrial fission
GO:0000270	0	peptidoglycan metabolic process
GO:0000271	1.88382071540921	polysaccharide biosynthetic process
GO:0000272	0.218084789955091	polysaccharide catabolic process
GO:0000278	1.47912300977599	mitotic cell cycle
GO:0000279	0	M phase
GO:0000280	2.81524594948604	nuclear division
GO:0000281	0.357839042710273	mitotic cytokinesis
GO:0000282	0	cellular bud site selection
GO:0000753	0.300406229028335	cell morphogenesis involved in conjugation with cellular fusion
GO:0000288	0	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay
GO:0000289	0	nuclear-transcribed mRNA poly(A) tail shortening
GO:0000290	0	deadenylation-dependent decapping of nuclear-transcribed mRNA
GO:0000291	0	nuclear-transcribed mRNA catabolic process, exonucleolytic
GO:0000292	0	RNA fragment catabolic process
GO:0000294	0	nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay
GO:0000296	0	spermine transport
GO:0000301	0	retrograde transport, vesicle recycling within Golgi
GO:0000302	0	response to reactive oxygen species
GO:0000303	0	response to superoxide
GO:0000304	0	response to singlet oxygen
GO:0000305	0	response to oxygen radical
GO:0000316	0	sulfite transport
GO:0000320	0	re-entry into mitotic cell cycle
GO:0000321	0	re-entry into mitotic cell cycle after pheromone arrest
GO:0000335	0	negative regulation of transposition, DNA-mediated
GO:0000336	0	positive regulation of transposition, DNA-mediated
GO:0000337	0	regulation of transposition, DNA-mediated
GO:0000338	0	protein deneddylation
GO:0000348	0	mRNA branch site recognition
GO:0000349	0	generation of catalytic spliceosome for first transesterification step
GO:0000350	0.668999981771118	generation of catalytic spliceosome for second transesterification step
GO:0000352	0	trans assembly of SL-containing precatalytic spliceosome
GO:0000353	0	formation of quadruple SL/U4/U5/U6 snRNP
GO:0000354	0	cis assembly of pre-catalytic spliceosome
GO:0000365	0	mRNA trans splicing, via spliceosome
GO:0000366	0	intergenic mRNA trans splicing
GO:0000372	0	Group I intron splicing
GO:0000373	0	Group II intron splicing
GO:0000374	0	Group III intron splicing
GO:0000375	1.83861029173614	RNA splicing, via transesterification reactions
GO:0000376	0	RNA splicing, via transesterification reactions with guanosine as nucleophile
GO:0000377	1.83861029173614	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile
GO:0000378	0	RNA exon ligation
GO:0000379	0	tRNA-type intron splice site recognition and cleavage
GO:0000380	0	alternative mRNA splicing, via spliceosome
GO:0000381	0	regulation of alternative mRNA splicing, via spliceosome
GO:0000387	0.384136662673268	spliceosomal snRNP assembly
GO:0000388	0	spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)
GO:0000389	0	mRNA 3'-splice site recognition
GO:0000390	0	spliceosomal complex disassembly
GO:0000393	0.668999981771118	spliceosomal conformational changes to generate catalytic conformation
GO:0000394	0	RNA splicing, via endonucleolytic cleavage and ligation
GO:0000395	0	mRNA 5'-splice site recognition
GO:0000398	1.83861029173614	mRNA splicing, via spliceosome
GO:0000409	0	regulation of transcription by galactose
GO:0000410	0	carbon catabolite repression of transcription by galactose
GO:0000411	0	positive regulation of transcription by galactose
GO:0000412	0	histone peptidyl-prolyl isomerization
GO:0000413	0	protein peptidyl-prolyl isomerization
GO:0000414	0	regulation of histone H3-K36 methylation
GO:0000415	0	negative regulation of histone H3-K36 methylation
GO:0000416	0	positive regulation of histone H3-K36 methylation
GO:0000422	0	autophagy of mitochondrion
GO:0000423	0	mitophagy
GO:0000424	0	micromitophagy
GO:0000425	0	pexophagy
GO:0000426	0	micropexophagy
GO:0000429	0	carbon catabolite regulation of transcription from RNA polymerase II promoter
GO:0000430	0	regulation of transcription from RNA polymerase II promoter by glucose
GO:0000431	0	regulation of transcription from RNA polymerase II promoter by galactose
GO:0000432	0	positive regulation of transcription from RNA polymerase II promoter by glucose
GO:0000433	0	carbon catabolite repression of transcription from RNA polymerase II promoter by glucose
GO:0000434	0	carbon catabolite repression of transcription from RNA polymerase II promoter by galactose
GO:0000435	0	positive regulation of transcription from RNA polymerase II promoter by galactose
GO:0000436	0	carbon catabolite activation of transcription from RNA polymerase II promoter
GO:0000437	0	carbon catabolite repression of transcription from RNA polymerase II promoter
GO:0000447	0	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000448	0	cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000449	0	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S)
GO:0000450	0	cleavage of bicistronic rRNA transcript (SSU-rRNA, LSU-rRNA)
GO:0000451	0	rRNA 2'-O-methylation
GO:0000452	0	snoRNA guided rRNA 2'-O-methylation
GO:0000453	0	enzyme-directed rRNA 2'-O-methylation
GO:0000454	0	snoRNA guided rRNA pseudouridine synthesis
GO:0000455	0	enzyme-directed rRNA pseudouridine synthesis
GO:0000457	0	endonucleolytic cleavage between SSU-rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S)
GO:0000458	0	endonucleolytic cleavage between LSU-rRNA and 5S rRNA of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S)
GO:0000459	0	exonucleolytic trimming involved in rRNA processing
GO:0000460	0	maturation of 5.8S rRNA
GO:0000461	0	endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000462	0	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000463	0	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000464	0	endonucleolytic cleavage in ITS1 upstream of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000465	0	exonucleolytic trimming to generate mature 5'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000466	0	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000467	0	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000468	0	generation of mature 3'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000469	0.272745749558887	cleavage involved in rRNA processing
GO:0000470	0	maturation of LSU-rRNA
GO:0000471	0	endonucleolytic cleavage in 3'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000472	0	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000473	0	maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)
GO:0000474	0	maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)
GO:0000475	0	maturation of 2S rRNA
GO:0000476	0	maturation of 4.5S rRNA
GO:0000477	0	generation of mature 5'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000478	0	endonucleolytic cleavage involved in rRNA processing
GO:0000479	0	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000480	0	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000481	0	maturation of 5S rRNA
GO:0000482	0	maturation of 5S rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000483	0	endonucleolytic cleavage of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)
GO:0000484	0	cleavage between SSU-rRNA and 5.8S rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)
GO:0000485	0	cleavage between 2S rRNA and LSU-rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)
GO:0000486	0	cleavage between 5.8S rRNA and 2S rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)
GO:0000487	0	maturation of 5.8S rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA)
GO:0000488	0	maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)
GO:0000489	0	maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA)
GO:0000491	0	small nucleolar ribonucleoprotein complex assembly
GO:0000492	0	box C/D snoRNP assembly
GO:0000493	0	box H/ACA snoRNP assembly
GO:0000494	0	box C/D snoRNA 3'-end processing
GO:0000495	0	box H/ACA snoRNA 3'-end processing
GO:0000501	0	flocculation via cell wall protein-carbohydrate interaction
GO:0000578	0	embryonic axis specification
GO:0000705	0	achiasmate meiosis I
GO:0000706	0	meiotic DNA double-strand break processing
GO:0000707	0	meiotic DNA recombinase assembly
GO:0000708	0	meiotic strand invasion
GO:0000709	0	meiotic joint molecule formation
GO:0000710	0	meiotic mismatch repair
GO:0000711	0	meiotic DNA repair synthesis
GO:0000712	0	resolution of meiotic recombination intermediates
GO:0000713	0	meiotic heteroduplex formation
GO:0000714	0	meiotic strand displacement
GO:0000715	0	nucleotide-excision repair, DNA damage recognition
GO:0000716	0	transcription-coupled nucleotide-excision repair, DNA damage recognition
GO:0000717	0	nucleotide-excision repair, DNA duplex unwinding
GO:0000718	0	nucleotide-excision repair, DNA damage removal
GO:0000719	0	photoreactive repair
GO:0000720	0	pyrimidine dimer repair by nucleotide-excision repair
GO:0000722	0	telomere maintenance via recombination
GO:0000723	0.218084789955091	telomere maintenance
GO:0000724	0.962086147960546	double-strand break repair via homologous recombination
GO:0000725	0.962086147960546	recombinational repair
GO:0000726	0.985875864149333	non-recombinational repair
GO:0000727	0	double-strand break repair via break-induced replication
GO:0000728	0	gene conversion at mating-type locus, DNA double-strand break formation
GO:0000729	0	DNA double-strand break processing
GO:0000730	0	DNA recombinase assembly
GO:0000731	0	DNA synthesis involved in DNA repair
GO:0000732	0	strand displacement
GO:0000733	0	DNA strand renaturation
GO:0000734	0	gene conversion at mating-type locus, DNA repair synthesis
GO:0000735	0	removal of nonhomologous ends
GO:0000736	0	double-strand break repair via single-strand annealing, removal of nonhomologous ends
GO:0000737	0	DNA catabolic process, endonucleolytic
GO:0000738	0	DNA catabolic process, exonucleolytic
GO:0036292	0	DNA rewinding
GO:0000740	0	nuclear membrane fusion
GO:0000741	0	karyogamy
GO:0000742	0	karyogamy involved in conjugation with cellular fusion
GO:0000743	0	nuclear migration involved in conjugation with cellular fusion
GO:0000744	0	karyogamy involved in conjugation with mutual genetic exchange
GO:0000745	0	nuclear migration involved in conjugation with mutual genetic exchange
GO:0000746	0.300406229028335	conjugation
GO:0000747	0.300406229028335	conjugation with cellular fusion
GO:0000748	0	conjugation with mutual genetic exchange
GO:0000749	0	response to pheromone triggering conjugation with cellular fusion
GO:0000751	0	mitotic cell cycle G1 arrest in response to pheromone
GO:0000752	0	agglutination involved in conjugation with cellular fusion
GO:0000754	0	adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion
GO:0000755	0	cytogamy
GO:0000756	0	response to pheromone regulating conjugation with mutual genetic exchange
GO:0000758	0	agglutination involved in conjugation with mutual genetic exchange
GO:0000759	0	cell morphogenesis involved in conjugation with mutual genetic exchange
GO:0000760	0	adaptation to pheromone regulating conjugation with mutual genetic exchange
GO:0000761	0	conjugant formation
GO:0000762	0	pheromone-induced unidirectional conjugation
GO:0000765	0	response to pheromone regulating pheromone-induced unidirectional conjugation
GO:0000766	0	negative adaptation of signaling pathway by response to pheromone involved in pheromone-induced unidirectional conjugation
GO:0000767	0.300406229028335	cell morphogenesis involved in conjugation
GO:0000768	0	syncytium formation by plasma membrane fusion
GO:0000769	0	syncytium formation by mitosis without cytokinesis
GO:0000770	0	peptide pheromone export
GO:0000771	0	agglutination involved in conjugation
GO:0000819	1.15082155171966	sister chromatid segregation
GO:0000820	0	regulation of glutamine family amino acid metabolic process
GO:0000821	0	regulation of arginine metabolic process
GO:0052746	0	inositol phosphorylation
GO:0000902	1.86919834127478	cell morphogenesis
GO:0000904	0.468521285665818	cell morphogenesis involved in differentiation
GO:0000905	0	sporocarp development involved in asexual reproduction
GO:0000909	0	sporocarp development involved in sexual reproduction
GO:0000910	0.357839042710273	cytokinesis
GO:0000911	0	cytokinesis by cell plate formation
GO:0000912	0	assembly of actomyosin apparatus involved in cytokinesis
GO:0000913	0	preprophase band assembly
GO:0000914	0	phragmoplast assembly
GO:0000915	0	actomyosin contractile ring assembly
GO:0000916	0	actomyosin contractile ring contraction
GO:0000919	0	cell plate assembly
GO:0000920	0	septum digestion after cytokinesis
GO:0000947	0	amino acid catabolic process to alcohol via Ehrlich pathway
GO:0000948	0	amino acid catabolic process to carboxylic acid via Ehrlich pathway
GO:0000949	0	aromatic amino acid family catabolic process to alcohol via Ehrlich pathway
GO:0000950	0	branched-chain amino acid catabolic process to alcohol via Ehrlich pathway
GO:0000951	0	methionine catabolic process to 3-methylthiopropanol
GO:0000952	0	aromatic amino acid family catabolic process to carboxylic acid via Ehrlich pathway
GO:0000953	0	branched-chain amino acid catabolic process to carboxylic acid via Ehrlich pathway
GO:0000954	0	methionine catabolic process to 3-methylthiopropanoate
GO:0000955	0	amino acid catabolic process via Ehrlich pathway
GO:0000956	1.19398901004053	nuclear-transcribed mRNA catabolic process
GO:0000957	0	mitochondrial RNA catabolic process
GO:0000958	0	mitochondrial mRNA catabolic process
GO:0000959	0	mitochondrial RNA metabolic process
GO:0000960	0	regulation of mitochondrial RNA catabolic process
GO:0000961	0	negative regulation of mitochondrial RNA catabolic process
GO:0000962	0	positive regulation of mitochondrial RNA catabolic process
GO:0000963	0	mitochondrial RNA processing
GO:0000964	0	mitochondrial RNA 5'-end processing
GO:0000965	0	mitochondrial RNA 3'-end processing
GO:0000966	0	RNA 5'-end processing
GO:0000967	0	rRNA 5'-end processing
GO:0000968	0	tRNA exon ligation
GO:0000969	0	tRNA exon ligation utilizing ATP as source of linkage phosphate
GO:0000970	0	tRNA exon ligation utilizing GTP as source of linkage phosphate
GO:0000971	0	tRNA exon ligation utilizing 2',3' cyclic phosphate of 5'-exon as source of linkage phosphate
GO:0000972	0	transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery
GO:0000973	0	posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery
GO:0001014	0	snoRNA transcription by RNA polymerase III
GO:0001015	0	snoRNA transcription by RNA polymerase II
GO:0001059	0	transcription by RNA polymerase IV
GO:0001060	0	transcription by RNA polymerase V
GO:0001079	0	nitrogen catabolite regulation of transcription from RNA polymerase II promoter
GO:0001080	0	nitrogen catabolite activation of transcription from RNA polymerase II promoter
GO:0001081	0	nitrogen catabolite repression of transcription from RNA polymerase II promoter
GO:0001100	0	negative regulation of exit from mitosis
GO:0001101	1.66967208698258	response to acid chemical
GO:0001109	0	promoter clearance during DNA-templated transcription
GO:0001110	0	promoter clearance from RNA polymerase III promoter
GO:0001111	0	promoter clearance from RNA polymerase II promoter
GO:0001112	0	DNA-templated transcriptional open complex formation
GO:0001113	0	transcriptional open complex formation at RNA polymerase II promoter
GO:0001115	0	protein-DNA-RNA complex subunit organization
GO:0001116	0	protein-DNA-RNA complex assembly
GO:0001117	0	protein-DNA-RNA complex disassembly
GO:0001118	0	transcription ternary complex disassembly
GO:0001119	0	protein-DNA-RNA complex remodeling
GO:0001120	0	protein-DNA complex remodeling
GO:0001121	0	bacterial transcription
GO:0001122	0	promoter clearance from bacterial-type RNA polymerase promoter
GO:0001123	0	transcription initiation from bacterial-type RNA polymerase promoter
GO:0001124	0	transcription elongation from bacterial-type RNA polymerase promoter
GO:0001125	0	transcription termination from bacterial-type RNA polymerase promoter
GO:0001126	0	bacterial-type RNA polymerase preinitiation complex assembly
GO:0001127	0	transcriptional open complex formation at bacterial-type RNA polymerase promoter
GO:0001171	0	reverse transcription
GO:0001172	0	transcription, RNA-templated
GO:0001173	0	DNA-templated transcriptional start site selection
GO:0001174	0	transcriptional start site selection at RNA polymerase II promoter
GO:0001175	0	transcriptional start site selection at RNA polymerase III promoter
GO:0001176	0	transcriptional start site selection at bacterial-type RNA polymerase promoter
GO:0001177	0	regulation of transcriptional open complex formation at RNA polymerase II promoter
GO:0001178	0	regulation of transcriptional start site selection at RNA polymerase II promoter
GO:0001182	0	promoter clearance from RNA polymerase I promoter
GO:0001183	0	transcription elongation from RNA polymerase I promoter for nuclear large rRNA transcript
GO:0001184	0	promoter clearance from RNA polymerase I promoter for nuclear large rRNA transcript
GO:0001188	0	RNA polymerase I preinitiation complex assembly
GO:0001192	0	maintenance of transcriptional fidelity during DNA-templated transcription elongation
GO:0001193	0	maintenance of transcriptional fidelity during DNA-templated transcription elongation from RNA polymerase II promoter
GO:0001194	0	maintenance of transcriptional fidelity during DNA-templated transcription elongation from bacterial-type RNA polymerase promoter
GO:0001195	0	maintenance of transcriptional fidelity during DNA-templated transcription elongation from RNA polymerase III promoter
GO:0001196	0	regulation of mating-type specific transcription from RNA polymerase II promoter
GO:0001197	0	positive regulation of mating-type specific transcription from RNA polymerase II promoter
GO:0001198	0	negative regulation of mating-type specific transcription from RNA polymerase II promoter
GO:0001207	0	histone displacement
GO:0001208	0	histone H2A-H2B dimer displacement
GO:0001300	0	chronological cell aging
GO:0001301	0	progressive alteration of chromatin involved in cell aging
GO:0001302	0	replicative cell aging
GO:0001303	0	nucleolar fragmentation involved in replicative aging
GO:0001304	0	progressive alteration of chromatin involved in replicative cell aging
GO:0001305	0	progressive alteration of chromatin involved in chronological cell aging
GO:0001306	0	age-dependent response to oxidative stress
GO:0001307	0	extrachromosomal circular DNA accumulation involved in replicative cell aging
GO:0001308	0	negative regulation of chromatin silencing involved in replicative cell aging
GO:1903824	0	negative regulation of telomere single strand break repair
GO:0001310	0	extrachromosomal rDNA circle accumulation involved in replicative cell aging
GO:0001311	0	formation of extrachromosomal circular rDNA by homologous recombination involved in replicative cell aging
GO:0001312	0	replication of extrachromosomal rDNA circles involved in replicative cell aging
GO:0001313	0	formation of extrachromosomal circular DNA involved in replicative cell aging
GO:0001314	0	replication of extrachromosomal circular DNA involved in replicative cell aging
GO:0001315	0	age-dependent response to reactive oxygen species
GO:0001316	0	age-dependent response to reactive oxygen species involved in replicative cell aging
GO:0001317	0	accumulation of oxidatively modified proteins involved in replicative cell aging
GO:0001318	0	formation of oxidatively modified proteins involved in replicative cell aging
GO:0001319	0	inheritance of oxidatively modified proteins involved in replicative cell aging
GO:0001320	0	age-dependent response to reactive oxygen species involved in chronological cell aging
GO:0001321	0	age-dependent general metabolic decline involved in replicative cell aging
GO:0001322	0	age-dependent response to oxidative stress involved in replicative cell aging
GO:0001323	0	age-dependent general metabolic decline involved in chronological cell aging
GO:0001324	0	age-dependent response to oxidative stress involved in chronological cell aging
GO:0001325	0	formation of extrachromosomal circular DNA
GO:0001326	0	replication of extrachromosomal circular DNA
GO:0001402	0	signal transduction involved in filamentous growth
GO:0001403	0	invasive growth in response to glucose limitation
GO:0044409	0	entry into host
GO:0001407	0	glycerophosphodiester transmembrane transport
GO:0001408	0	guanine nucleotide transport
GO:0001410	0	chlamydospore formation
GO:0001501	0.434769352926241	skeletal system development
GO:0001502	0	cartilage condensation
GO:0001503	1.67332005306815	ossification
GO:0001504	0	neurotransmitter uptake
GO:0001505	0	regulation of neurotransmitter levels
GO:0042136	0	neurotransmitter biosynthetic process
GO:0042137	0	sequestering of neurotransmitter
GO:0001507	0	acetylcholine catabolic process in synaptic cleft
GO:0001508	0	action potential
GO:0001510	0.448574979457305	RNA methylation
GO:0001514	0	selenocysteine incorporation
GO:0001516	0	prostaglandin biosynthetic process
GO:0001519	0	peptide amidation
GO:0001522	0	pseudouridine synthesis
GO:0001523	0	retinoid metabolic process
GO:0001525	0	angiogenesis
GO:0006029	0	proteoglycan metabolic process
GO:0006790	2.86164714635538	sulfur compound metabolic process
GO:0001539	0.156173761888606	cilium or flagellum-dependent cell motility
GO:0001541	0	ovarian follicle development
GO:0001542	0	ovulation from ovarian follicle
GO:0001543	0	ovarian follicle rupture
GO:0001544	0	initiation of primordial ovarian follicle growth
GO:0001545	0	primary ovarian follicle growth
GO:0001546	0	preantral ovarian follicle growth
GO:0001547	0	antral ovarian follicle growth
GO:0001548	0	follicular fluid formation in ovarian follicle antrum
GO:0001549	0	cumulus cell differentiation
GO:0001550	0	ovarian cumulus expansion
GO:0001551	0	ovarian follicle endowment
GO:0001552	0	ovarian follicle atresia
GO:0001553	0	luteinization
GO:0001554	0	luteolysis
GO:0001555	0	oocyte growth
GO:0001556	0	oocyte maturation
GO:0008152	211.261628342101	metabolic process
GO:0016049	0	cell growth
GO:0001558	0	regulation of cell growth
GO:0001559	0	regulation of cell growth by detection of nuclear:cytoplasmic ratio
GO:0001560	0	regulation of cell growth by extracellular stimulus
GO:0001561	0	fatty acid alpha-oxidation
GO:0001562	0	response to protozoan
GO:0001563	0	detection of protozoan
GO:0001568	0	blood vessel development
GO:0001569	0	branching involved in blood vessel morphogenesis
GO:0001570	0	vasculogenesis
GO:0001572	0	lactosylceramide biosynthetic process
GO:0001573	0	ganglioside metabolic process
GO:0001574	0	ganglioside biosynthetic process
GO:0001575	0	globoside metabolic process
GO:0001576	0	globoside biosynthetic process
GO:0007157	0	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules
GO:0001578	0	microtubule bundle formation
GO:0001579	0	medium-chain fatty acid transport
GO:0001580	0	detection of chemical stimulus involved in sensory perception of bitter taste
GO:0001581	0	detection of chemical stimulus involved in sensory perception of sour taste
GO:0001582	0	detection of chemical stimulus involved in sensory perception of sweet taste
GO:0001583	0	detection of chemical stimulus involved in sensory perception of salty taste
GO:0001649	1.19245596124645	osteoblast differentiation
GO:0001654	0	eye development
GO:0001655	0	urogenital system development
GO:0001656	0	metanephros development
GO:0001657	0	ureteric bud development
GO:0001658	0	branching involved in ureteric bud morphogenesis
GO:0001659	0	temperature homeostasis
GO:0001660	0	fever generation
GO:0001661	0	conditioned taste aversion
GO:0001662	0	behavioral fear response
GO:0001666	0	response to hypoxia
GO:0001667	0	ameboidal-type cell migration
GO:0001672	0	regulation of chromatin assembly or disassembly
GO:0001675	0	acrosome assembly
GO:0001676	0	long-chain fatty acid metabolic process
GO:0001677	0	formation of translation initiation ternary complex
GO:0001678	0	cellular glucose homeostasis
