GO	CC	annotation
GO:0043271	7.47989243236799e-10	negative regulation of ion transport
GO:0051051	7.47989243236799e-10	negative regulation of transport
GO:0051924	7.47989243236799e-10	regulation of calcium ion transport
GO:0051926	7.47989243236799e-10	negative regulation of calcium ion transport
GO:0070588	7.47989243236799e-10	calcium ion transmembrane transport
GO:0070838	7.47989243236799e-10	divalent metal ion transport
GO:0072511	7.47989243236799e-10	divalent inorganic cation transport
GO:1901019	7.47989243236799e-10	regulation of calcium ion transmembrane transporter activity
GO:1901020	7.47989243236799e-10	negative regulation of calcium ion transmembrane transporter activity
GO:1901385	7.47989243236799e-10	regulation of voltage-gated calcium channel activity
GO:1901386	7.47989243236799e-10	negative regulation of voltage-gated calcium channel activity
GO:1901841	7.47989243236799e-10	regulation of high voltage-gated calcium channel activity
GO:1901842	7.47989243236799e-10	negative regulation of high voltage-gated calcium channel activity
GO:1903169	7.47989243236799e-10	regulation of calcium ion transmembrane transport
GO:1903170	7.47989243236799e-10	negative regulation of calcium ion transmembrane transport
GO:1904062	7.47989243236799e-10	regulation of cation transmembrane transport
GO:1904063	7.47989243236799e-10	negative regulation of cation transmembrane transport
GO:2001257	7.47989243236799e-10	regulation of cation channel activity
GO:2001258	7.47989243236799e-10	negative regulation of cation channel activity
GO:0005742	7.70547697256915e-10	mitochondrial outer membrane translocase complex
GO:0098799	7.70547697256915e-10	outer mitochondrial membrane protein complex
GO:0043228	1.30903231289102e-09	non-membrane-bounded organelle
GO:0043232	1.30903231289102e-09	intracellular non-membrane-bounded organelle
GO:0046907	1.81046341647692e-09	intracellular transport
GO:0051649	1.81046341647692e-09	establishment of localization in cell
GO:0005212	1.8666854781741e-09	structural constituent of eye lens
GO:0005856	1.92624622239489e-09	cytoskeleton
GO:0031593	1.96184492432257e-09	polyubiquitin modification-dependent protein binding
GO:0070530	1.96184492432257e-09	K63-linked polyubiquitin modification-dependent protein binding
GO:0001932	1.80627834987686e-08	regulation of protein phosphorylation
GO:0001934	1.80627834987686e-08	positive regulation of protein phosphorylation
GO:0006468	1.80627834987686e-08	protein phosphorylation
GO:0010562	1.80627834987686e-08	positive regulation of phosphorus metabolic process
GO:0018108	1.80627834987686e-08	peptidyl-tyrosine phosphorylation
GO:0018212	1.80627834987686e-08	peptidyl-tyrosine modification
GO:0019220	1.80627834987686e-08	regulation of phosphate metabolic process
GO:0033674	1.80627834987686e-08	positive regulation of kinase activity
GO:0042325	1.80627834987686e-08	regulation of phosphorylation
GO:0042327	1.80627834987686e-08	positive regulation of phosphorylation
GO:0043549	1.80627834987686e-08	regulation of kinase activity
GO:0045859	1.80627834987686e-08	regulation of protein kinase activity
GO:0045860	1.80627834987686e-08	positive regulation of protein kinase activity
GO:0045937	1.80627834987686e-08	positive regulation of phosphate metabolic process
GO:0050730	1.80627834987686e-08	regulation of peptidyl-tyrosine phosphorylation
GO:0050731	1.80627834987686e-08	positive regulation of peptidyl-tyrosine phosphorylation
GO:0051174	1.80627834987686e-08	regulation of phosphorus metabolic process
GO:0051338	1.80627834987686e-08	regulation of transferase activity
GO:0051347	1.80627834987686e-08	positive regulation of transferase activity
GO:0061097	1.80627834987686e-08	regulation of protein tyrosine kinase activity
GO:0061098	1.80627834987686e-08	positive regulation of protein tyrosine kinase activity
GO:0043890	2.23248664340603e-08	N-acetylgalactosamine-6-sulfatase activity
GO:0000255	2.87266449433504e-08	allantoin metabolic process
GO:0019428	2.87266449433504e-08	allantoin biosynthetic process
GO:0030832	2.33971341605358e-07	regulation of actin filament length
GO:0008064	2.33971341605358e-07	regulation of actin polymerization or depolymerization
GO:0008154	2.33971341605358e-07	actin polymerization or depolymerization
GO:0030041	2.33971341605358e-07	actin filament polymerization
GO:0030833	2.33971341605358e-07	regulation of actin filament polymerization
GO:0030838	2.33971341605358e-07	positive regulation of actin filament polymerization
GO:0031334	2.33971341605358e-07	positive regulation of protein complex assembly
GO:0032271	2.33971341605358e-07	regulation of protein polymerization
GO:0032273	2.33971341605358e-07	positive regulation of protein polymerization
GO:0032535	2.33971341605358e-07	regulation of cellular component size
GO:0032956	2.33971341605358e-07	regulation of actin cytoskeleton organization
GO:0032970	2.33971341605358e-07	regulation of actin filament-based process
GO:0044089	2.33971341605358e-07	positive regulation of cellular component biogenesis
GO:0045010	2.33971341605358e-07	actin nucleation
GO:0051125	2.33971341605358e-07	regulation of actin nucleation
GO:0051126	2.33971341605358e-07	negative regulation of actin nucleation
GO:0051258	2.33971341605358e-07	protein polymerization
GO:0051494	2.33971341605358e-07	negative regulation of cytoskeleton organization
GO:0051495	2.33971341605358e-07	positive regulation of cytoskeleton organization
GO:0090066	2.33971341605358e-07	regulation of anatomical structure size
GO:0110053	2.33971341605358e-07	regulation of actin filament organization
GO:1902903	2.33971341605358e-07	regulation of supramolecular fiber organization
GO:1902904	2.33971341605358e-07	negative regulation of supramolecular fiber organization
GO:1902905	2.33971341605358e-07	positive regulation of supramolecular fiber organization
GO:0071107	2.40418126582185e-07	response to parathyroid hormone
GO:0043085	2.55929697617052e-07	positive regulation of catalytic activity
GO:0044093	2.55929697617052e-07	positive regulation of molecular function
GO:0004909	3.34259691621534e-07	interleukin-1, type I, activating receptor activity
GO:0043229	3.53924633417891e-07	intracellular organelle
GO:0043226	3.56314068302006e-07	organelle
GO:0051641	3.6807152920664e-07	cellular localization
GO:0008191	6.37249728899636e-07	metalloendopeptidase inhibitor activity
GO:0007030	1.26354631113132e-06	Golgi organization
GO:0008544	1.42720645915033e-06	epidermis development
GO:0009888	2.25916543908442e-06	tissue development
GO:0005623	2.74508650381714e-06	cell
GO:0044464	2.74508650381714e-06	cell part
GO:0044424	3.62124408441918e-06	intracellular part
GO:0005622	4.24066472551585e-06	intracellular
GO:0000350	7.39517969170057e-06	generation of catalytic spliceosome for second transesterification step
GO:0000393	7.39517969170057e-06	spliceosomal conformational changes to generate catalytic conformation
GO:0043254	8.91044170419158e-06	regulation of protein complex assembly
GO:0044087	8.91044170419158e-06	regulation of cellular component biogenesis
GO:0016925	1.22656095744139e-05	protein sumoylation
GO:0140030	2.44572197938966e-05	modification-dependent protein binding
GO:0032947	2.81125719615801e-05	protein-containing complex scaffold activity
GO:0007029	3.97863617824347e-05	endoplasmic reticulum organization
GO:0045048	3.97863617824347e-05	protein insertion into ER membrane
GO:0051205	3.97863617824347e-05	protein insertion into membrane
GO:0071816	3.97863617824347e-05	tail-anchored membrane protein insertion into ER membrane
GO:0032502	4.41151159494975e-05	developmental process
GO:0008138	5.85920090154013e-05	protein tyrosine/serine/threonine phosphatase activity
GO:0017017	5.85920090154013e-05	MAP kinase tyrosine/serine/threonine phosphatase activity
GO:0033549	5.85920090154013e-05	MAP kinase phosphatase activity
GO:0004896	6.08539688535615e-05	cytokine receptor activity
GO:0004908	6.08539688535615e-05	interleukin-1 receptor activity
GO:0048856	6.17093301284382e-05	anatomical structure development
GO:0004721	7.01251571224844e-05	phosphoprotein phosphatase activity
GO:0000266	7.43915531369867e-05	mitochondrial fission
GO:0005891	0.000103464730545245	voltage-gated calcium channel complex
GO:0034703	0.000103464730545245	cation channel complex
GO:0034704	0.000103464730545245	calcium channel complex
GO:0036128	0.000103464730545245	CatSper complex
GO:0016192	0.000108775239714873	vesicle-mediated transport
GO:0034061	0.00011204169641113	DNA polymerase activity
GO:0048522	0.000120096781156435	positive regulation of cellular process
GO:0006518	0.000169056829923827	peptide metabolic process
GO:0043043	0.000175475100554431	peptide biosynthetic process
GO:0006412	0.000178811333014598	translation
GO:0007062	0.00018182661991815	sister chromatid cohesion
GO:0007064	0.00018182661991815	mitotic sister chromatid cohesion
GO:0016638	0.000185287083934664	oxidoreductase activity, acting on the CH-NH2 group of donors
GO:0016639	0.000185287083934664	oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor
GO:0140097	0.000201718988398292	catalytic activity, acting on DNA
GO:0004800	0.000212201649035206	thyroxine 5'-deiodinase activity
GO:0005730	0.000217958071083171	nucleolus
GO:0043603	0.000263850641200098	cellular amide metabolic process
GO:0043604	0.000274138857061848	amide biosynthetic process
GO:0008418	0.000289317437922194	protein-N-terminal asparagine amidohydrolase activity
GO:0007186	0.000303257562186236	G protein-coupled receptor signaling pathway
GO:0003924	0.000335732632749414	GTPase activity
GO:0005882	0.000375699351933965	intermediate filament
GO:0045111	0.000375699351933965	intermediate filament cytoskeleton
GO:0099513	0.000375699351933965	polymeric cytoskeletal fiber
GO:0032446	0.000375982235201462	protein modification by small protein conjugation
GO:0070647	0.000375982235201462	protein modification by small protein conjugation or removal
GO:0045095	0.000376316120935936	keratin filament
GO:0044092	0.00038410081692269	negative regulation of molecular function
GO:0044430	0.000426659679099694	cytoskeletal part
GO:0008053	0.000472688459990529	mitochondrial fusion
GO:0072657	0.000479179890634505	protein localization to membrane
GO:0090150	0.000479179890634505	establishment of protein localization to membrane
GO:0017174	0.000519061299850576	glycine N-methyltransferase activity
GO:0005741	0.000543798530399198	mitochondrial outer membrane
GO:0031968	0.000543798530399198	organelle outer membrane
GO:0016054	0.000574626323319342	organic acid catabolic process
GO:0044282	0.000574626323319342	small molecule catabolic process
GO:0046395	0.000574626323319342	carboxylic acid catabolic process
GO:0099080	0.000629558795139546	supramolecular complex
GO:0099081	0.000629558795139546	supramolecular polymer
GO:0099512	0.000629558795139546	supramolecular fiber
GO:0016469	0.000632303800472511	proton-transporting two-sector ATPase complex
GO:0000220	0.000632303800472511	vacuolar proton-transporting V-type ATPase, V0 domain
GO:0033176	0.000632303800472511	proton-transporting V-type ATPase complex
GO:0033177	0.000632303800472511	proton-transporting two-sector ATPase complex, proton-transporting domain
GO:0033179	0.000632303800472511	proton-transporting V-type ATPase, V0 domain
GO:0044437	0.000632303800472511	vacuolar part
GO:0005852	0.000682565349704372	eukaryotic translation initiation factor 3 complex
GO:0004013	0.000793765959434169	adenosylhomocysteinase activity
GO:0016802	0.000793765959434169	trialkylsulfonium hydrolase activity
GO:0019899	0.000834185236011251	enzyme binding
GO:0003682	0.000920377563652897	chromatin binding
GO:0009063	0.000957452780862712	cellular amino acid catabolic process
GO:0048518	0.00127986731775955	positive regulation of biological process
GO:0042162	0.00133767931202372	telomeric DNA binding
GO:0043047	0.00133767931202372	single-stranded telomeric DNA binding
GO:0098847	0.00133767931202372	sequence-specific single stranded DNA binding
GO:0019829	0.00136146981994809	cation-transporting ATPase activity
GO:0005388	0.00136146981994809	calcium-transporting ATPase activity
GO:0015662	0.00136146981994809	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism
GO:0015085	0.00136146981994809	calcium ion transmembrane transporter activity
GO:0022853	0.00136146981994809	active ion transmembrane transporter activity
GO:0042625	0.00136146981994809	ATPase coupled ion transmembrane transporter activity
GO:0009986	0.00136426949637973	cell surface
GO:0019901	0.00138268142115135	protein kinase binding
GO:0008408	0.00148824081535246	3'-5' exonuclease activity
GO:0008297	0.00166480939030898	single-stranded DNA exodeoxyribonuclease activity
GO:0008409	0.00166480939030898	5'-3' exonuclease activity
GO:0035312	0.00166480939030898	5'-3' exodeoxyribonuclease activity
GO:0045145	0.00166480939030898	single-stranded DNA 5'-3' exodeoxyribonuclease activity
GO:0032182	0.00167763973756713	ubiquitin-like protein binding
GO:0043130	0.00167763973756713	ubiquitin binding
GO:0005773	0.00186563321620936	vacuole
GO:0071821	0.00205708088964125	FANCM-MHF complex
GO:0048284	0.00218169421870246	organelle fusion
GO:0008121	0.00240404176151621	ubiquinol-cytochrome-c reductase activity
GO:0016679	0.00240404176151621	oxidoreductase activity, acting on diphenols and related substances as donors
GO:0016681	0.00240404176151621	oxidoreductase activity, acting on diphenols and related substances as donors, cytochrome as acceptor
GO:0019900	0.0025989339285998	kinase binding
GO:0004529	0.00273406215337788	exodeoxyribonuclease activity
GO:0016895	0.00273406215337788	exodeoxyribonuclease activity, producing 5'-phosphomonoesters
GO:0004620	0.00279238589892968	phospholipase activity
GO:0016298	0.00279238589892968	lipase activity
GO:0050290	0.00313609698719792	sphingomyelin phosphodiesterase D activity
GO:0017111	0.00362342738070023	nucleoside-triphosphatase activity
GO:0044267	0.00455320179691447	cellular protein metabolic process
GO:0044455	0.00463260131793433	mitochondrial membrane part
GO:0033365	0.0049199618494729	protein localization to organelle
GO:0003697	0.00563948300174608	single-stranded DNA binding
GO:0006352	0.0059077191602716	DNA-templated transcription, initiation
GO:0015631	0.00592852687016515	tubulin binding
GO:0004129	0.00640040793457569	cytochrome-c oxidase activity
GO:0015002	0.00640040793457569	heme-copper terminal oxidase activity
GO:0015078	0.00640040793457569	proton transmembrane transporter activity
GO:0016675	0.00640040793457569	oxidoreductase activity, acting on a heme group of donors
GO:0016676	0.00640040793457569	oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor
GO:0022857	0.00687326453830933	transmembrane transporter activity
GO:0044446	0.00750368979112888	intracellular organelle part
GO:0008324	0.00752850634921293	cation transmembrane transporter activity
GO:0015075	0.00752850634921293	ion transmembrane transporter activity
GO:0015318	0.00752850634921293	inorganic molecular entity transmembrane transporter activity
GO:0022890	0.00752850634921293	inorganic cation transmembrane transporter activity
GO:0044422	0.00755318822014364	organelle part
GO:0042742	0.00827735803511854	defense response to bacterium
GO:0009617	0.00827735803511854	response to bacterium
GO:0042626	0.00848073500778869	ATPase activity, coupled to transmembrane movement of substances
GO:0015399	0.00848073500778869	primary active transmembrane transporter activity
GO:0015405	0.00848073500778869	P-P-bond-hydrolysis-driven transmembrane transporter activity
GO:0043492	0.00848073500778869	ATPase activity, coupled to movement of substances
GO:0070567	0.00850924305493928	cytidylyltransferase activity
GO:0018022	0.0092560855353748	peptidyl-lysine methylation
GO:0018027	0.0092560855353748	peptidyl-lysine dimethylation
GO:0031056	0.0092560855353748	regulation of histone modification
GO:0031058	0.0092560855353748	positive regulation of histone modification
GO:0031060	0.0092560855353748	regulation of histone methylation
GO:0031062	0.0092560855353748	positive regulation of histone methylation
GO:0034968	0.0092560855353748	histone lysine methylation
GO:0036123	0.0092560855353748	histone H3-K9 dimethylation
GO:0051567	0.0092560855353748	histone H3-K9 methylation
GO:0051570	0.0092560855353748	regulation of histone H3-K9 methylation
GO:0051574	0.0092560855353748	positive regulation of histone H3-K9 methylation
GO:0061647	0.0092560855353748	histone H3-K9 modification
GO:1900109	0.0092560855353748	regulation of histone H3-K9 dimethylation
GO:1900111	0.0092560855353748	positive regulation of histone H3-K9 dimethylation
GO:1902275	0.0092560855353748	regulation of chromatin organization
GO:1905269	0.0092560855353748	positive regulation of chromatin organization
GO:2001252	0.0092560855353748	positive regulation of chromosome organization
GO:0042623	0.00931737149872077	ATPase activity, coupled
GO:0004423	0.00975304116088003	iduronate-2-sulfatase activity
GO:0004045	0.00994938046110833	aminoacyl-tRNA hydrolase activity
GO:0098655	0.0107010530333048	cation transmembrane transport
GO:0098662	0.0107010530333048	inorganic cation transmembrane transport
GO:0098660	0.0107645272853811	inorganic ion transmembrane transport
GO:0004672	0.0112771168099736	protein kinase activity
GO:0052689	0.0115529418130403	carboxylic ester hydrolase activity
GO:0016887	0.0119951127436794	ATPase activity
GO:0019538	0.0128494195980413	protein metabolic process
GO:0008134	0.0129444660079251	transcription factor binding
GO:0004674	0.0135633782447512	protein serine/threonine kinase activity
GO:0015077	0.0137921231321304	monovalent inorganic cation transmembrane transporter activity
GO:0015035	0.0141198672092022	protein disulfide oxidoreductase activity
GO:0016811	0.0147208312827756	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides
GO:0016801	0.0160011093285166	hydrolase activity, acting on ether bonds
GO:0042256	0.0166951768985969	mature ribosome assembly
GO:0043292	0.0167621344131487	contractile fiber
GO:0005861	0.0167621344131487	troponin complex
GO:0005865	0.0167621344131487	striated muscle thin filament
GO:0030016	0.0167621344131487	myofibril
GO:0030017	0.0167621344131487	sarcomere
GO:0036379	0.0167621344131487	myofilament
GO:0044449	0.0167621344131487	contractile fiber part
GO:0016773	0.0173931823284642	phosphotransferase activity, alcohol group as acceptor
GO:0005149	0.017657325801383	interleukin-1 receptor binding
GO:0070851	0.017657325801383	growth factor receptor binding
GO:0048018	0.0185047410234724	receptor ligand activity
GO:0030545	0.0185047410234724	receptor regulator activity
GO:0008537	0.0192893079873412	proteasome activator complex
GO:0022624	0.0199575173803877	proteasome accessory complex
GO:0016805	0.0208593199790907	dipeptidase activity
GO:0033044	0.0211190398150881	regulation of chromosome organization
GO:1901566	0.0213282006908945	organonitrogen compound biosynthetic process
GO:0008083	0.0213922883510509	growth factor activity
GO:0018205	0.0215607449831271	peptidyl-lysine modification
GO:0019211	0.0215777733424294	phosphatase activator activity
GO:0061630	0.0223720013883332	ubiquitin protein ligase activity
GO:0061659	0.0223720013883332	ubiquitin-like protein ligase activity
GO:0007267	0.0225334959231579	cell-cell signaling
GO:0019208	0.0232358165053658	phosphatase regulator activity
GO:0016818	0.0236318901994063	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
GO:0001664	0.026842222508922	G protein-coupled receptor binding
GO:0019867	0.0270170922250603	outer membrane
GO:0010243	0.0282382462058915	response to organonitrogen compound
GO:1901698	0.0282382462058915	response to nitrogen compound
GO:0004565	0.0283945831671168	beta-galactosidase activity
GO:0015925	0.0283945831671168	galactosidase activity
GO:0098798	0.0296874947901392	mitochondrial protein complex
GO:0005743	0.030067859540796	mitochondrial inner membrane
GO:0047429	0.0303069184472189	nucleoside-triphosphate diphosphatase activity
GO:0016817	0.030309950586653	hydrolase activity, acting on acid anhydrides
GO:0005102	0.0307703864738442	signaling receptor binding
GO:0005126	0.0330398852279734	cytokine receptor binding
GO:0005215	0.0335392330740413	transporter activity
GO:0042255	0.0349558214177834	ribosome assembly
GO:0016462	0.0359391108491048	pyrophosphatase activity
GO:0004379	0.0367241081920666	glycylpeptide N-tetradecanoyltransferase activity
GO:0019107	0.0367241081920666	myristoyltransferase activity
GO:0016055	0.0381474995722637	Wnt signaling pathway
GO:0198738	0.0381474995722637	cell-cell signaling by wnt
GO:1905114	0.0381474995722637	cell surface receptor signaling pathway involved in cell-cell signaling
GO:0046912	0.038529046306194	transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer
GO:0034702	0.0399246506457905	ion channel complex
GO:1902495	0.0399246506457905	transmembrane transporter complex
GO:1990351	0.0399246506457905	transporter complex
GO:0015629	0.0414190729257236	actin cytoskeleton
GO:0016410	0.0425303941750755	N-acyltransferase activity
GO:1901564	0.0435706393010193	organonitrogen compound metabolic process
GO:0000502	0.0437201003930215	proteasome complex
GO:1905368	0.0437201003930215	peptidase complex
GO:1905369	0.0437201003930215	endopeptidase complex
GO:0006605	0.0481861165990927	protein targeting
GO:0006612	0.0481861165990927	protein targeting to membrane
GO:0006613	0.0481861165990927	cotranslational protein targeting to membrane
GO:0006614	0.0481861165990927	SRP-dependent cotranslational protein targeting to membrane
GO:0045047	0.0481861165990927	protein targeting to ER
GO:0070972	0.0481861165990927	protein localization to endoplasmic reticulum
GO:0072599	0.0481861165990927	establishment of protein localization to endoplasmic reticulum
GO:0070925	0.0490931801121957	organelle assembly
GO:0019866	0.0508101695906566	organelle inner membrane
GO:0007005	0.0561021577844218	mitochondrion organization
GO:0042254	0.0569577399867666	ribosome biogenesis
GO:0098797	0.0571347431801671	plasma membrane protein complex
GO:0016743	0.0574127277085847	carboxyl- or carbamoyltransferase activity
GO:0006479	0.0609022934919822	protein methylation
GO:0008213	0.0609022934919822	protein alkylation
GO:0016571	0.0609022934919822	histone methylation
GO:0070070	0.0614934478642251	proton-transporting V-type ATPase complex assembly
GO:0070072	0.0614934478642251	vacuolar proton-transporting V-type ATPase complex assembly
GO:0042393	0.062891855292137	histone binding
GO:0005794	0.0635959501072573	Golgi apparatus
GO:0006733	0.0659872001072367	oxidoreduction coenzyme metabolic process
GO:0006743	0.0659872001072367	ubiquinone metabolic process
GO:0006744	0.0659872001072367	ubiquinone biosynthetic process
GO:0042180	0.0659872001072367	cellular ketone metabolic process
GO:0042181	0.0659872001072367	ketone biosynthetic process
GO:1901661	0.0659872001072367	quinone metabolic process
GO:1901663	0.0659872001072367	quinone biosynthetic process
GO:0005740	0.0695135093778874	mitochondrial envelope
GO:0031966	0.0695135093778874	mitochondrial membrane
GO:0012505	0.0711967039264411	endomembrane system
GO:0008026	0.0719516660775402	ATP-dependent helicase activity
GO:0070035	0.0719516660775402	purine NTP-dependent helicase activity
GO:0005815	0.0737958580039252	microtubule organizing center
GO:0033043	0.0743284126492807	regulation of organelle organization
GO:0001882	0.0745114102105767	nucleoside binding
GO:0001883	0.0745114102105767	purine nucleoside binding
GO:0005525	0.0745114102105767	GTP binding
GO:0032549	0.0745114102105767	ribonucleoside binding
GO:0032550	0.0745114102105767	purine ribonucleoside binding
GO:0019001	0.0747103494326432	guanyl nucleotide binding
GO:0032561	0.0747103494326432	guanyl ribonucleotide binding
GO:0044425	0.0748330809108506	membrane part
GO:0003712	0.0749366846115367	transcription coregulator activity
GO:0015036	0.0752945250113614	disulfide oxidoreductase activity
GO:0005854	0.0763028318310427	nascent polypeptide-associated complex
GO:0005576	0.0774534511082264	extracellular region
GO:0003678	0.0779718454097579	DNA helicase activity
GO:0004003	0.0779718454097579	ATP-dependent DNA helicase activity
GO:0008094	0.0779718454097579	DNA-dependent ATPase activity
GO:0016528	0.0792266430309332	sarcoplasm
GO:0030314	0.0792266430309332	junctional membrane complex
GO:0016746	0.0807230703428393	transferase activity, transferring acyl groups
GO:0003796	0.0807576670799857	lysozyme activity
GO:0061783	0.0807576670799857	peptidoglycan muralytic activity
GO:0016021	0.0808879705878628	integral component of membrane
GO:0031224	0.0816993450295738	intrinsic component of membrane
GO:0070071	0.0827123727440377	proton-transporting two-sector ATPase complex assembly
GO:0045569	0.0837477325311357	TRAIL binding
GO:0009607	0.0838408263801017	response to biotic stimulus
GO:0051707	0.0838408263801017	response to other organism
GO:0043207	0.0838408263801017	response to external biotic stimulus
GO:0098542	0.0838408263801017	defense response to other organism
GO:0016570	0.084645586359265	histone modification
GO:0016569	0.084645586359265	covalent chromatin modification
GO:0009055	0.0870110425320956	electron transfer activity
GO:0005923	0.09355036884319	bicellular tight junction
GO:0043296	0.09355036884319	apical junction complex
GO:0070160	0.09355036884319	tight junction
GO:0031109	0.102846920616245	microtubule polymerization or depolymerization
GO:0031110	0.102846920616245	regulation of microtubule polymerization or depolymerization
GO:0032886	0.102846920616245	regulation of microtubule-based process
GO:0070507	0.102846920616245	regulation of microtubule cytoskeleton organization
GO:0007217	0.103432091728818	tachykinin receptor signaling pathway
GO:0008219	0.105738680066093	cell death
GO:0004910	0.107100515417348	interleukin-1, type II, blocking receptor activity
GO:0006915	0.107558014930865	apoptotic process
GO:0012501	0.107558014930865	programmed cell death
GO:0009605	0.10883466693948	response to external stimulus
GO:0031967	0.110696150176232	organelle envelope
GO:1902494	0.111245669907036	catalytic complex
GO:0031975	0.111299852412997	envelope
GO:0016667	0.11196916925892	oxidoreductase activity, acting on a sulfur group of donors
GO:0098796	0.112729833062806	membrane protein complex
GO:0016032	0.113797911342667	viral process
GO:0044403	0.113967918879839	symbiont process
GO:0044419	0.113967918879839	interspecies interaction between organisms
GO:0010941	0.114598422383609	regulation of cell death
GO:0042981	0.114598422383609	regulation of apoptotic process
GO:0043067	0.114598422383609	regulation of programmed cell death
GO:0022804	0.114623938504138	active transmembrane transporter activity
GO:0005840	0.12100884919113	ribosome
GO:0000151	0.12186690648387	ubiquitin ligase complex
GO:0000152	0.12186690648387	nuclear ubiquitin ligase complex
GO:0005680	0.12186690648387	anaphase-promoting complex
GO:0031461	0.12186690648387	cullin-RING ubiquitin ligase complex
GO:0015630	0.122486821053289	microtubule cytoskeleton
GO:0017056	0.122910683142461	structural constituent of nuclear pore
GO:0044877	0.125489078832111	protein-containing complex binding
GO:0055085	0.12615183204051	transmembrane transport
GO:0097367	0.132165747839363	carbohydrate derivative binding
GO:0072594	0.132306766379289	establishment of protein localization to organelle
GO:0017076	0.132342943683169	purine nucleotide binding
GO:0032555	0.132342943683169	purine ribonucleotide binding
GO:0046873	0.133267588456912	metal ion transmembrane transporter activity
GO:0046983	0.137828857032693	protein dimerization activity
GO:0032553	0.138506156516965	ribonucleotide binding
GO:0051015	0.14072680060745	actin filament binding
GO:0035639	0.14171990197849	purine ribonucleoside triphosphate binding
GO:0044429	0.146504247660511	mitochondrial part
GO:0007088	0.148979217803262	regulation of mitotic nuclear division
GO:0044772	0.148979217803262	mitotic cell cycle phase transition
GO:0007091	0.148979217803262	metaphase/anaphase transition of mitotic cell cycle
GO:0007093	0.148979217803262	mitotic cell cycle checkpoint
GO:0007094	0.148979217803262	mitotic spindle assembly checkpoint
GO:0007346	0.148979217803262	regulation of mitotic cell cycle
GO:0010564	0.148979217803262	regulation of cell cycle process
GO:0010948	0.148979217803262	negative regulation of cell cycle process
GO:0010965	0.148979217803262	regulation of mitotic sister chromatid separation
GO:0030071	0.148979217803262	regulation of mitotic metaphase/anaphase transition
GO:0031577	0.148979217803262	spindle checkpoint
GO:0033045	0.148979217803262	regulation of sister chromatid segregation
GO:0033046	0.148979217803262	negative regulation of sister chromatid segregation
GO:0033047	0.148979217803262	regulation of mitotic sister chromatid segregation
GO:0033048	0.148979217803262	negative regulation of mitotic sister chromatid segregation
GO:0044770	0.148979217803262	cell cycle phase transition
GO:0044784	0.148979217803262	metaphase/anaphase transition of cell cycle
GO:0045839	0.148979217803262	negative regulation of mitotic nuclear division
